SERV_ID,INNET_DUR,ORG_DZS_ID,OFR_GRADE,CDE_OFR_CD,YD_CNT,TERMINAL_MODEL,BRAND_ID,MOBILE_PRICE,REL_AMT,PAY_MODE,OWE_AMOUNT,CUST_CNT,ZJ_CNT,BJ_CNT,ZJ_CNT_RATIO,ZJ_DUR,BJ_DUR,ZJ_DUR_RATIO,ZJ_PEOPLE_CNT,BJ_PEOPLE_CNT,ZJ_PEOPLE_RATIO,ZJ_AVG_CNT_RATIO,BJ_AVG_CNT_RATIO,ZJ_AVG_DUR,BJ_AVG_DUR,ZJ_CNT_DUR,BJ_CNT_DUR,ZJ_SHORT_CNT,ZJ_SHORT_CNT_RATIO,ZJ_MID_CNT,ZJ_MID_CNT_RATIO,ZJ_ROAM_CNT,ZJ_ROAM_CNT_RATIO,ZJ_LONG_CNT,ZJ_LONG_CNT_RATIO,ZJ_LONG_ROAM_RATIO,ZJ_ROAM_DUR,ZJ_ROAM_DUR_RATIO,ZJ_LONG_DUR,ZJ_LONG_DUR_RATIO,ZJ_LONG_ROAM_DUR_RATIO,ZJ_ROAM_AREA_CNT,ROAM_TOP_RATIO,SMS_CNT,DAY_CNT,FLOW_CNT,FLOW_MB,BASE_CNT,ZJ_BASE_TOP_RATIO,POINT_CNT
16612,13,3975.0,129,1353,3.0,1,0,,8.4,2,0.0,3,19,37,0.3393,15.93,31.73,0.3343,13.0,18.0,0.4194,1.46,2.06,1.23,1.76,0.84,0.86,2.0,0.1053,11.0,0.5789,0,0.0,3,0.1579,0.1579,0.0,0.0,2.35,0.1475,0.1475,2,0.0,0,31.0,1576,3331.94,8,0.3684,0
19201,76,304.0,169,1874,2.0,66,2,99999.0,391.58,2,0.0,2,118,265,0.3081,164.77,474.52,0.2577,60.0,98.0,0.3797,1.97,2.7,2.75,4.84,1.4,1.79,18.0,0.1525,57.0,0.4831,8,0.0678,29,0.2458,0.3136,4.03,0.0245,78.4,0.4758,0.5003,13,1.0,162,31.0,1074,9694.57,26,0.3051,1
10914,5,1098.0,169,2072,3.0,40,9,1099.0,0.4,2,0.0,3,63,99,0.3889,38.65,84.38,0.3141,17.0,19.0,0.4722,3.71,5.21,2.27,4.44,0.61,0.85,24.0,0.381,29.0,0.4603,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,31.0,920,885.36,10,0.7619,0
14511,28,1184.0,129,200,3.0,41,1,999.0,0.0,2,0.0,3,104,82,0.5591,294.23,257.63,0.5332,19.0,20.0,0.4872,5.47,4.1,15.49,12.88,2.83,3.14,7.0,0.0673,56.0,0.5385,0,0.0,36,0.3462,0.3462,0.0,0.0,190.55,0.6476,0.6476,4,0.0,3,10.0,38,34.15,12,0.3654,0
14359,60,433.0,99,2269,2.0,425,7,699.0,1.0,2,0.0,2,32,35,0.4776,17.1,16.97,0.502,10.0,9.0,0.5263,3.2,3.89,1.71,1.89,0.53,0.48,12.0,0.375,17.0,0.5313,1,0.0313,1,0.0313,0.0626,0.18,0.0107,0.58,0.0341,0.0448,1,1.0,0,,0,0.0,7,0.75,1
4426,65,3203.0,199,1659,3.0,17,4,6388.0,200.7,2,0.0,3,378,360,0.5122,903.17,604.98,0.5989,55.0,76.0,0.4198,6.87,4.74,16.42,7.96,2.39,1.68,22.0,0.0582,134.0,0.3545,378,1.0,376,0.9947,1.9947,903.17,1.0,892.33,0.988,1.988,12,0.5608,17,31.0,1036,4013.04,1,,0
19048,2,145.0,169,2005,4.0,64,5,1299.0,211.16,2,0.0,4,2534,66,0.9746,2350.97,44.77,0.9813,2356.0,62.0,0.9744,1.08,1.06,1.0,0.72,0.93,0.68,382.0,0.1507,1095.0,0.4321,2534,1.0,2391,0.9436,1.9436,2350.97,1.0,2228.37,0.9479,1.9479,73,0.5351,61,,0,0.0,3,0.9305,0
657,4,7022.0,99,1590,2.0,99,2,2399.0,1.0,2,0.0,4,2,2,0.5,0.67,0.38,0.6349,1.0,2.0,0.3333,2.0,1.0,0.67,0.19,0.33,0.19,0.0,0.0,2.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,2,1.15,1,1.0,0
4150,35,1432.0,199,2480,2.0,2,4,5288.0,199.0,2,0.0,2,113,83,0.5765,99.62,75.48,0.5689,42.0,31.0,0.5753,2.69,2.68,2.37,2.43,0.88,0.91,12.0,0.1062,75.0,0.6637,0,0.0,10,0.0885,0.0885,0.0,0.0,11.72,0.1176,0.1176,6,0.0,23,31.0,850,2078.66,12,0.6018,1
16172,12,26.0,169,1628,3.0,77,4,5288.0,0.0,2,0.0,4,1,0,1.0,1.67,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,18.0,675,17.36,1,1.0,2
18994,58,7189.0,20,485,1.0,1,0,,9.79,2,0.0,1,27,97,0.2177,36.72,272.53,0.1187,16.0,52.0,0.2353,1.69,1.87,2.29,5.24,1.36,2.81,3.0,0.1111,16.0,0.5926,0,0.0,3,0.1111,0.1111,0.0,0.0,8.52,0.232,0.232,2,0.0,2,,0,0.0,10,0.6296,1
3807,76,12.0,129,200,2.0,141,14,599.0,0.0,2,0.0,2,86,38,0.6935,63.75,11.87,0.8431,12.0,10.0,0.5455,7.17,3.8,5.31,1.19,0.74,0.31,35.0,0.407,36.0,0.4186,1,0.0116,5,0.0581,0.0697,0.23,0.0037,23.85,0.3741,0.3778,2,4.0,2,29.0,318,111.3,10,0.4884,1
19094,1,1167.0,169,1628,3.0,1543,2,1290.0,0.3,2,0.0,3,9,3,0.75,30.78,4.03,0.8842,8.0,2.0,0.8,1.13,1.5,3.85,2.02,3.42,1.34,1.0,0.1111,3.0,0.3333,1,0.1111,3,0.3333,0.4444,0.75,0.0244,6.58,0.2139,0.2383,1,3.0,3,20.0,444,2356.31,6,0.4444,0
11664,3,9010.0,129,1137,3.0,22,1,2799.0,1.0,2,0.0,3,20,17,0.5405,14.1,6.72,0.6773,13.0,3.0,0.8125,1.54,5.67,1.08,2.24,0.71,0.4,5.0,0.25,8.0,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14.0,42,37.35,5,0.75,0
436,6,3129.0,169,2005,1.0,130,5,699.0,1.0,2,0.0,191,34,14,0.7083,69.9,25.22,0.7349,30.0,11.0,0.7317,1.13,1.27,2.33,2.29,2.06,1.8,6.0,0.1765,11.0,0.3235,34,1.0,34,1.0,2.0,69.9,1.0,69.9,1.0,2.0,28,0.0882,1,17.0,0,0.0,1,,0
7942,61,11521.0,129,1353,3.0,9,4,5288.0,129.34,2,0.0,3,120,113,0.515,252.3,240.2,0.5123,41.0,22.0,0.6508,2.93,5.14,6.15,10.92,2.1,2.13,16.0,0.1333,43.0,0.3583,0,0.0,4,0.0333,0.0333,0.0,0.0,23.38,0.0927,0.0927,4,0.0,1,26.0,239,1152.5,20,0.25,1
4838,23,112.0,169,2005,4.0,10,1,2799.0,169.0,2,0.0,4,81,62,0.5664,189.32,98.75,0.6572,19.0,10.0,0.6552,4.26,6.2,9.96,9.88,2.34,1.59,10.0,0.1235,32.0,0.3951,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,28.0,484,728.75,8,0.7531,0
6666,31,21318.0,169,988,1.0,19,3,2498.0,9.0,2,0.0,1,154,118,0.5662,127.38,63.32,0.668,26.0,37.0,0.4127,5.92,3.19,4.9,1.71,0.83,0.54,52.0,0.3377,69.0,0.4481,154,1.0,151,0.9805,1.9805,127.38,1.0,123.08,0.9662,1.9662,3,0.9286,8,31.0,862,8426.0,33,0.2922,0
19226,11,5062.0,129,1137,3.0,55,6,999.0,129.5,2,0.0,3,86,98,0.4674,106.2,171.4,0.3826,37.0,35.0,0.5139,2.32,2.8,2.87,4.9,1.23,1.75,10.0,0.1163,51.0,0.593,0,0.0,7,0.0814,0.0814,0.0,0.0,11.42,0.1075,0.1075,4,0.0,5,29.0,480,740.24,10,0.3488,0
18223,65,935.0,129,1353,3.0,102,0,,129.1,2,0.0,3,315,530,0.3728,258.85,578.47,0.3091,75.0,98.0,0.4335,4.2,5.41,3.45,5.9,0.82,1.09,40.0,0.127,190.0,0.6032,0,0.0,11,0.0349,0.0349,0.0,0.0,12.25,0.0473,0.0473,3,0.0,13,31.0,1104,3482.94,36,0.2762,1
10464,109,,79,1591,1.0,189,2,1999.0,84.2,2,0.0,3,187,182,0.5068,217.1,256.13,0.4588,49.0,55.0,0.4712,3.82,3.31,4.43,4.66,1.16,1.41,12.0,0.0642,116.0,0.6203,19,0.1016,13,0.0695,0.1711,23.65,0.1089,22.33,0.1029,0.2118,5,0.4737,5,27.0,634,636.15,26,0.4759,0
15295,1,10475.0,129,1601,2.0,176,5,1599.0,0.1,2,0.0,2,2,0,1.0,3.48,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.74,0.0,1.74,0.0,0.0,0.0,1.0,0.5,1,0.5,1,0.5,1.0,0.38,0.11,0.38,0.11,0.22,1,1.0,0,1.0,1,0.08,2,0.5,0
17094,18,1507.0,299,1874,3.0,4,1,1299.0,1.0,2,0.0,3,34,11,0.7556,108.2,22.45,0.8282,17.0,5.0,0.7727,2.0,2.2,6.36,4.49,3.18,2.04,3.0,0.0882,16.0,0.4706,0,0.0,10,0.2941,0.2941,0.0,0.0,71.57,0.6614,0.6614,3,0.0,0,2.0,2,0.27,4,0.4706,0
17922,161,,0,2451,1.0,1072,68,558.0,20.6,2,0.0,1,25,6,0.8065,42.32,11.37,0.7883,7.0,5.0,0.5833,3.57,1.2,6.05,2.27,1.69,1.89,1.0,0.04,12.0,0.48,0,0.0,1,0.04,0.04,0.0,0.0,0.65,0.0154,0.0154,1,0.0,0,,0,0.0,2,0.96,0
18563,63,10249.0,20,2321,1.0,1,0,,20.0,2,0.0,4,34,58,0.3696,35.27,62.87,0.3594,13.0,21.0,0.3824,2.62,2.76,2.71,2.99,1.04,1.08,3.0,0.0882,18.0,0.5294,0,0.0,1,0.0294,0.0294,0.0,0.0,2.13,0.0605,0.0605,1,0.0,0,,0,0.0,5,0.5882,1
7829,103,,59,2388,1.0,300,16,199.0,48.2,2,0.0,2,135,124,0.5212,287.18,193.17,0.5979,22.0,20.0,0.5238,6.14,6.2,13.05,9.66,2.13,1.56,7.0,0.0519,53.0,0.3926,0,0.0,2,0.0148,0.0148,0.0,0.0,2.05,0.0071,0.0071,2,0.0,0,,0,0.0,11,0.4519,0
19857,22,7108.0,129,200,2.0,80,5,1799.0,129.0,2,0.0,2,3,4,0.4286,3.68,11.97,0.2354,2.0,2.0,0.5,1.5,2.0,1.84,5.98,1.23,2.99,0.0,0.0,2.0,0.6667,0,0.0,2,0.6667,0.6667,0.0,0.0,1.13,0.3077,0.3077,2,0.0,1,29.0,398,573.84,1,1.0,0
12481,39,1046.0,199,185,2.0,80,5,1799.0,31.9,2,0.0,2,3,5,0.375,10.73,2.22,0.8288,3.0,4.0,0.4286,1.0,1.25,3.58,0.55,3.58,0.44,0.0,0.0,2.0,0.6667,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,13.0,110,529.01,3,0.3333,0
6541,55,786.0,129,1557,3.0,53,1,2598.0,129.0,2,0.0,3,191,242,0.4411,200.17,272.48,0.4235,62.0,77.0,0.446,3.08,3.14,3.23,3.54,1.05,1.13,23.0,0.1204,103.0,0.5393,0,0.0,7,0.0366,0.0366,0.0,0.0,10.33,0.0516,0.0516,2,0.0,1,31.0,1596,869.78,26,0.5812,0
17188,55,4154.0,169,1557,3.0,2,4,5288.0,1.0,2,0.0,5,18,26,0.4091,11.32,22.38,0.3358,8.0,9.0,0.4706,2.25,2.89,1.41,2.49,0.63,0.86,4.0,0.2222,12.0,0.6667,18,1.0,15,0.8333,1.8333,11.32,1.0,9.42,0.8321,1.8321,1,0.8333,0,31.0,624,1446.47,1,,1
13919,54,6391.0,39,2297,1.0,25,1,1399.0,39.0,2,0.0,1,34,44,0.4359,55.68,44.87,0.5538,15.0,20.0,0.4286,2.27,2.2,3.71,2.24,1.64,1.02,2.0,0.0588,11.0,0.3235,34,1.0,18,0.5294,1.5294,55.68,1.0,32.67,0.5867,1.5867,4,0.6471,13,12.0,251,43.41,1,,0
3888,30,723.0,129,200,2.0,5,3,1498.0,129.0,2,0.0,4,17,2,0.8947,83.97,2.12,0.9754,12.0,2.0,0.8571,1.42,1.0,7.0,1.06,4.94,1.06,1.0,0.0588,8.0,0.4706,0,0.0,2,0.1176,0.1176,0.0,0.0,3.63,0.0433,0.0433,1,0.0,0,24.0,539,95.63,5,0.6471,0
8946,101,,39,238,1.0,376,8,2890.0,41.0,2,0.0,1,76,50,0.6032,122.07,22.33,0.8453,21.0,17.0,0.5526,3.62,2.94,5.81,1.31,1.61,0.45,16.0,0.2105,39.0,0.5132,2,0.0263,3,0.0395,0.0658,2.68,0.022,6.12,0.0501,0.0721,1,1.5,0,26.0,453,563.86,18,0.5,1
15234,53,5859.0,79,1671,2.0,44,6,799.0,79.0,2,0.0,2,37,7,0.8409,67.43,39.62,0.6299,8.0,4.0,0.6667,4.63,1.75,8.43,9.9,1.82,5.66,9.0,0.2432,20.0,0.5405,0,0.0,1,0.027,0.027,0.0,0.0,36.83,0.5462,0.5462,1,0.0,0,20.0,126,491.1,4,0.7568,0
17504,25,3308.0,129,1353,3.0,443,53,278.0,1.0,2,0.0,3,146,221,0.3978,133.33,177.47,0.429,20.0,28.0,0.4167,7.3,7.89,6.67,6.34,0.91,0.8,30.0,0.2055,80.0,0.5479,0,0.0,1,0.0068,0.0068,0.0,0.0,3.0,0.0225,0.0225,1,0.0,0,,0,0.0,19,0.4932,2
18062,9,706.0,129,1353,2.0,3,1,1599.0,1.0,2,0.0,2,64,6,0.9143,234.35,14.52,0.9417,8.0,4.0,0.6667,8.0,1.5,29.29,3.63,3.66,2.42,3.0,0.0469,16.0,0.25,0,0.0,3,0.0469,0.0469,0.0,0.0,8.07,0.0344,0.0344,3,0.0,0,10.0,125,91.74,6,0.8281,0
18268,114,,79,1671,1.0,110,7,599.0,85.0,2,0.0,1,43,37,0.5375,174.02,171.35,0.5039,12.0,17.0,0.4138,3.58,2.18,14.5,10.08,4.05,4.63,5.0,0.1163,20.0,0.4651,0,0.0,1,0.0233,0.0233,0.0,0.0,2.65,0.0152,0.0152,2,0.0,0,,0,0.0,7,0.6512,0
4755,12,1612.0,129,1353,2.0,0,0,,1.0,2,0.0,2,7,1,0.875,13.5,0.88,0.9386,4.0,1.0,0.8,1.75,1.0,3.38,0.88,1.93,0.88,0.0,0.0,2.0,0.2857,0,0.0,4,0.5714,0.5714,0.0,0.0,6.23,0.4617,0.4617,2,0.0,0,3.0,16,10.14,2,0.8571,0
14064,8,1009.0,169,2072,3.0,5,3,1498.0,0.1,2,0.0,3,10,15,0.4,37.67,31.37,0.5456,2.0,5.0,0.2857,5.0,3.0,18.83,6.27,3.77,2.09,0.0,0.0,7.0,0.7,0,0.0,7,0.7,0.7,0.0,0.0,36.68,0.9739,0.9739,1,0.0,0,30.0,350,8306.1,1,1.0,0
13996,2,6008.0,79,1671,2.0,50,14,699.0,79.0,2,0.0,2,30,2,0.9375,196.72,6.92,0.966,13.0,2.0,0.8667,2.31,1.0,15.13,3.46,6.56,3.46,0.0,0.0,3.0,0.1,0,0.0,10,0.3333,0.3333,0.0,0.0,71.87,0.3653,0.3653,3,0.0,0,6.0,69,18.33,4,0.7,0
3711,10,6154.0,99,1590,2.0,8,3,2798.0,99.0,2,0.0,2,251,209,0.5457,331.82,291.45,0.5324,66.0,62.0,0.5156,3.8,3.37,5.03,4.7,1.32,1.39,50.0,0.1992,121.0,0.4821,100,0.3984,42,0.1673,0.5657,139.78,0.4213,28.07,0.0846,0.5059,9,2.11,3,31.0,1908,38366.48,62,0.1594,0
5822,3,11204.0,9,1862,1.0,0,0,,9.1,2,0.0,1,21,18,0.5385,52.47,68.25,0.4346,11.0,9.0,0.55,1.91,2.0,4.77,7.58,2.5,3.79,1.0,0.0476,8.0,0.381,0,0.0,7,0.3333,0.3333,0.0,0.0,31.57,0.6017,0.6017,4,0.0,0,,0,0.0,3,0.619,0
9012,108,,18,478,1.0,13,1,2999.0,29.16,2,0.0,3,115,162,0.4152,150.05,171.05,0.4673,41.0,52.0,0.4409,2.8,3.12,3.66,3.29,1.3,1.06,11.0,0.0957,64.0,0.5565,3,0.0261,1,0.0087,0.0348,3.17,0.0211,3.0,0.02,0.0411,2,39.0,7,29.0,513,346.07,24,0.1826,0
16836,98,,99,1590,2.0,513,0,,104.0,2,0.0,2,201,232,0.4642,284.18,220.13,0.5635,55.0,65.0,0.4583,3.65,3.57,5.17,3.39,1.41,0.95,36.0,0.1791,107.0,0.5323,1,0.005,19,0.0945,0.0995,0.32,0.0011,110.95,0.3904,0.3915,5,9.0,5,31.0,1564,3824.11,35,0.4975,0
16709,36,7818.0,99,1590,2.0,1,0,,1.0,2,0.0,2,142,116,0.5504,180.37,110.5,0.6201,24.0,25.0,0.4898,5.92,4.64,7.52,4.42,1.27,0.95,21.0,0.1479,91.0,0.6408,0,0.0,15,0.1056,0.1056,0.0,0.0,88.33,0.4897,0.4897,5,0.0,4,31.0,1594,5941.49,13,0.7746,1
4309,37,67.0,39,238,1.0,67,6,1599.0,85.37,2,0.0,1,95,85,0.5278,460.38,344.68,0.5719,33.0,36.0,0.4783,2.88,2.36,13.95,9.57,4.85,4.06,11.0,0.1158,40.0,0.4211,0,0.0,11,0.1158,0.1158,0.0,0.0,263.48,0.5723,0.5723,3,0.0,4,31.0,1070,836.29,16,0.3684,0
14725,4,7781.0,129,1137,3.0,31,3,1298.0,1.0,2,0.0,3,85,48,0.6391,92.73,58.7,0.6124,16.0,14.0,0.5333,5.31,3.43,5.8,4.19,1.09,1.22,18.0,0.2118,44.0,0.5176,0,0.0,2,0.0235,0.0235,0.0,0.0,1.72,0.0185,0.0185,1,0.0,0,31.0,882,1025.04,12,0.2,0
9703,12,36.0,199,185,3.0,17,4,6388.0,1.0,2,0.0,4,47,33,0.5875,36.45,34.92,0.5107,14.0,11.0,0.56,3.36,3.0,2.6,3.17,0.78,1.06,7.0,0.1489,30.0,0.6383,7,0.1489,2,0.0426,0.1915,4.65,0.1276,0.63,0.0174,0.145,1,0.2857,2,6.0,91,42.0,11,0.4043,1
13745,6,6.0,199,1659,3.0,56,4,8388.0,0.2,2,0.0,3,68,129,0.3452,36.9,63.12,0.3689,13.0,16.0,0.4483,5.23,8.06,2.84,3.94,0.54,0.49,26.0,0.3824,35.0,0.5147,0,0.0,1,0.0147,0.0147,0.0,0.0,0.47,0.0126,0.0126,1,0.0,1,31.0,1922,10127.35,18,0.2941,1
8952,2,4240.0,169,2005,2.0,14,4,6088.0,4.46,2,0.0,2,117,54,0.6842,216.5,81.05,0.7276,11.0,8.0,0.5789,10.64,6.75,19.68,10.13,1.85,1.5,8.0,0.0684,50.0,0.4274,0,0.0,18,0.1538,0.1538,0.0,0.0,82.78,0.3824,0.3824,1,0.0,0,30.0,331,458.95,18,0.7436,0
13262,10,2673.0,129,1353,3.0,86,3,2798.0,1.0,2,0.0,3,61,44,0.581,168.07,118.6,0.5863,12.0,10.0,0.5455,5.08,4.4,14.01,11.86,2.76,2.7,6.0,0.0984,22.0,0.3607,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,26.0,202,199.1,20,0.2951,0
18905,29,311.0,169,2072,2.0,353,0,,0.6,2,0.0,2,80,33,0.708,146.27,24.52,0.8564,23.0,6.0,0.7931,3.48,5.5,6.36,4.09,1.83,0.74,21.0,0.2625,35.0,0.4375,1,0.0125,0,0.0,0.0125,0.28,0.0019,0.0,0.0,0.0019,0,,5,30.0,1000,6595.08,23,0.3625,0
3208,109,,39,259,1.0,176,5,1599.0,59.1,2,0.0,1,4,5,0.4444,10.18,2.08,0.8302,4.0,5.0,0.4444,1.0,1.0,2.55,0.42,2.55,0.42,0.0,0.0,1.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,23.0,262,254.49,1,1.0,1
19528,57,30.0,20,2321,1.0,79,19,298.0,20.0,2,0.0,1,11,25,0.3056,55.78,217.9,0.2038,7.0,12.0,0.3684,1.57,2.08,7.97,18.16,5.07,8.72,1.0,0.0909,3.0,0.2727,0,0.0,2,0.1818,0.1818,0.0,0.0,44.1,0.7906,0.7906,1,0.0,0,,0,0.0,3,0.8182,0
10374,55,125.0,199,2492,1.0,83,3,2598.0,2.0,2,7.91,2,65,81,0.4452,148.18,140.48,0.5133,26.0,17.0,0.6047,2.5,4.76,5.7,8.26,2.28,1.73,9.0,0.1385,30.0,0.4615,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,27.0,725,120.45,14,0.2769,1
14303,5,1207.0,199,2492,1.0,72,6,1899.0,210.9,2,0.0,1,46,64,0.4182,62.52,47.33,0.5691,20.0,24.0,0.4545,2.3,2.67,3.13,1.97,1.36,0.74,5.0,0.1087,23.0,0.5,46,1.0,46,1.0,2.0,62.52,1.0,62.52,1.0,2.0,9,0.5652,9,31.0,2580,65532.92,1,,0
15357,25,10288.0,169,2072,3.0,162,0,,10.6,2,0.0,3,69,117,0.371,48.27,101.43,0.3224,15.0,18.0,0.4545,4.6,6.5,3.22,5.64,0.7,0.87,15.0,0.2174,42.0,0.6087,65,0.942,35,0.5072,1.4492,46.45,0.9624,17.88,0.3705,1.3329,1,0.5692,4,31.0,633,9012.31,12,0.3913,0
7216,24,18.0,129,1353,3.0,4,1,1299.0,129.0,2,0.0,3,53,41,0.5638,58.53,85.0,0.4078,10.0,15.0,0.4,5.3,2.73,5.85,5.67,1.1,2.07,5.0,0.0943,33.0,0.6226,0,0.0,13,0.2453,0.2453,0.0,0.0,21.87,0.3736,0.3736,1,0.0,0,14.0,151,54.37,5,0.4151,2
7718,4,7297.0,169,2072,2.0,302,43,1999.0,11.14,2,0.0,2,203,125,0.6189,293.85,148.35,0.6645,43.0,23.0,0.6515,4.72,5.43,6.83,6.45,1.45,1.19,27.0,0.133,95.0,0.468,7,0.0345,21,0.1034,0.1379,6.38,0.0217,20.77,0.0707,0.0924,7,2.0,2,31.0,1539,11943.36,68,0.3103,0
10485,23,2690.0,199,1659,4.0,1,0,,0.2,2,0.0,4,169,149,0.5314,126.23,167.73,0.4294,37.0,33.0,0.5286,4.57,4.52,3.41,5.08,0.75,1.13,46.0,0.2722,88.0,0.5207,10,0.0592,5,0.0296,0.0888,4.05,0.0321,5.48,0.0434,0.0755,2,0.3,2,31.0,1440,3758.0,15,0.7101,0
10143,14,71.0,169,2005,4.0,229,2,2999.0,169.0,2,0.0,4,4,16,0.2,17.7,46.88,0.2741,4.0,15.0,0.2105,1.0,1.07,4.43,3.13,4.43,2.93,0.0,0.0,1.0,0.25,4,1.0,4,1.0,2.0,17.7,1.0,17.7,1.0,2.0,4,0.25,2,31.0,1148,933.19,3,0.5,0
10341,8,14472.0,99,1590,2.0,0,0,,142.5,2,0.0,2,626,442,0.5861,589.17,525.0,0.5288,51.0,39.0,0.5667,12.27,11.33,11.55,13.46,0.94,1.19,115.0,0.1837,333.0,0.5319,620,0.9904,356,0.5687,1.5591,582.05,0.9879,361.72,0.6139,1.6018,6,0.5048,15,31.0,2148,11731.63,17,0.9169,0
11936,4,3092.0,129,1137,3.0,0,0,,4.9,2,0.0,3,170,153,0.5263,251.7,204.9,0.5512,47.0,38.0,0.5529,3.62,4.03,5.36,5.39,1.48,1.34,15.0,0.0882,90.0,0.5294,37,0.2176,30,0.1765,0.3941,39.58,0.1573,48.8,0.1939,0.3512,1,0.8108,2,31.0,2047,759.16,31,0.3353,0
4632,101,,0,839,1.0,14,4,6088.0,30.0,2,0.0,1,55,46,0.5446,85.85,83.33,0.5074,27.0,26.0,0.5094,2.04,1.77,3.18,3.21,1.56,1.81,6.0,0.1091,29.0,0.5273,3,0.0545,4,0.0727,0.1272,1.22,0.0142,15.48,0.1804,0.1946,2,1.0,2,14.0,301,310.93,16,0.3818,1
15905,5,1137.0,299,2149,5.0,1,0,,1.1,2,0.0,5,10,8,0.5556,12.5,10.22,0.5503,3.0,3.0,0.5,3.33,2.67,4.17,3.41,1.25,1.28,3.0,0.3,4.0,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,4,0.5,0
16702,23,11.0,199,2492,1.0,15,3,2998.0,205.3,2,205.3,1,473,364,0.5651,757.45,460.6,0.6219,141.0,106.0,0.5709,3.35,3.43,5.37,4.35,1.6,1.27,44.0,0.093,204.0,0.4313,473,1.0,277,0.5856,1.5856,757.45,1.0,532.02,0.7024,1.7024,21,0.3362,61,31.0,2076,32919.41,1,,0
4120,56,12714.0,129,200,2.0,41,1,999.0,16.95,2,0.0,2,132,43,0.7543,552.32,130.93,0.8084,18.0,9.0,0.6667,7.33,4.78,30.68,14.55,4.18,3.04,12.0,0.0909,39.0,0.2955,130,0.9848,19,0.1439,1.1287,542.27,0.9818,34.75,0.0629,1.0447,4,0.0769,3,31.0,739,1902.34,4,0.0076,0
6267,102,,0,2119,1.0,799,59,299.0,26.22,2,0.0,1,8,3,0.7273,18.35,3.07,0.8568,4.0,3.0,0.5714,2.0,1.0,4.59,1.02,2.29,1.02,1.0,0.125,4.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,3,0.625,1
18895,32,506.0,169,1628,3.0,62,0,,1.5,2,0.0,3,197,174,0.531,444.57,644.9,0.4081,33.0,34.0,0.4925,5.97,5.12,13.47,18.97,2.26,3.71,35.0,0.1777,80.0,0.4061,197,1.0,183,0.9289,1.9289,444.57,1.0,395.13,0.8888,1.8888,6,0.4619,12,31.0,1136,3884.03,1,,1
792,2,9884.0,199,1659,3.0,0,0,,4.7,2,0.0,3,274,32,0.8954,565.08,120.3,0.8245,175.0,16.0,0.9162,1.57,2.0,3.23,7.52,2.06,3.76,32.0,0.1168,95.0,0.3467,0,0.0,259,0.9453,0.9453,0.0,0.0,549.95,0.9732,0.9732,60,0.0,47,18.0,684,10281.31,6,0.5693,0
13284,2,2105.0,49,1945,1.0,3,1,1599.0,49.2,2,4.2,1,2,3,0.4,0.53,6.98,0.071,2.0,3.0,0.4,1.0,1.0,0.27,2.33,0.27,2.33,1.0,0.5,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,14,2.79,1,1.0,0
19851,61,22.0,129,1353,2.0,4,1,1299.0,21.0,2,0.0,2,351,241,0.5929,385.35,221.62,0.6349,65.0,63.0,0.5078,5.4,3.83,5.93,3.52,1.1,0.92,41.0,0.1168,178.0,0.5071,0,0.0,1,0.0028,0.0028,0.0,0.0,0.75,0.0019,0.0019,2,0.0,0,28.0,1141,958.67,50,0.1994,0
18579,55,7910.0,129,1353,4.0,25,1,1399.0,11.0,2,0.0,4,155,92,0.6275,605.82,340.13,0.6404,16.0,10.0,0.6154,9.69,9.2,37.86,34.01,3.91,3.7,17.0,0.1097,52.0,0.3355,0,0.0,1,0.0065,0.0065,0.0,0.0,2.38,0.0039,0.0039,1,0.0,1,9.0,30,6.51,1,1.0,0
5035,5,1466.0,169,2072,2.0,40,9,1099.0,169.1,2,0.0,2,23,7,0.7667,28.65,6.77,0.8089,15.0,7.0,0.6818,1.53,1.0,1.91,0.97,1.25,0.97,5.0,0.2174,9.0,0.3913,5,0.2174,1,0.0435,0.2609,12.58,0.4392,1.37,0.0477,0.4869,1,0.2,1,16.0,252,79.27,9,0.3043,0
