SERV_ID,INNET_DUR,ORG_DZS_ID,OFR_GRADE,CDE_OFR_CD,YD_CNT,TERMINAL_MODEL,BRAND_ID,MOBILE_PRICE,REL_AMT,PAY_MODE,OWE_AMOUNT,CUST_CNT,ZJ_CNT,BJ_CNT,ZJ_CNT_RATIO,ZJ_DUR,BJ_DUR,ZJ_DUR_RATIO,ZJ_PEOPLE_CNT,BJ_PEOPLE_CNT,ZJ_PEOPLE_RATIO,ZJ_AVG_CNT_RATIO,BJ_AVG_CNT_RATIO,ZJ_AVG_DUR,BJ_AVG_DUR,ZJ_CNT_DUR,BJ_CNT_DUR,ZJ_SHORT_CNT,ZJ_SHORT_CNT_RATIO,ZJ_MID_CNT,ZJ_MID_CNT_RATIO,ZJ_ROAM_CNT,ZJ_ROAM_CNT_RATIO,ZJ_LONG_CNT,ZJ_LONG_CNT_RATIO,ZJ_LONG_ROAM_RATIO,ZJ_ROAM_DUR,ZJ_ROAM_DUR_RATIO,ZJ_LONG_DUR,ZJ_LONG_DUR_RATIO,ZJ_LONG_ROAM_DUR_RATIO,ZJ_ROAM_AREA_CNT,ROAM_TOP_RATIO,SMS_CNT,DAY_CNT,FLOW_CNT,FLOW_MB,BASE_CNT,ZJ_BASE_TOP_RATIO,POINT_CNT
8124,33,153.0,169,988,2.0,72,6,1899.0,180.4,2,0.0,3,570,387,0.5956,455.02,352.3,0.5636,77.0,67.0,0.5347,7.4,5.78,5.91,5.26,0.8,0.91,138.0,0.2421,305.0,0.5351,10,0.0175,2,0.0035,0.021,5.43,0.0119,2.55,0.0056,0.0175,2,0.1,14,31.0,990,3442.27,46,0.3193,0
13016,35,22.0,129,1137,2.0,71,2,3688.0,129.0,2,0.0,2,2,1,0.6667,1.83,0.28,0.8661,2.0,1.0,0.6667,1.0,1.0,0.92,0.28,0.92,0.28,0.0,0.0,1.0,0.5,0,0.0,1,0.5,0.5,0.0,0.0,1.35,0.7364,0.7364,2,0.0,0,8.0,103,13.77,1,1.0,0
2769,14,10192.0,129,1353,2.0,11,4,6088.0,144.0,2,0.0,2,71,83,0.461,46.57,50.17,0.4814,22.0,27.0,0.449,3.23,3.07,2.12,1.86,0.66,0.6,22.0,0.3099,37.0,0.5211,0,0.0,2,0.0282,0.0282,0.0,0.0,0.55,0.0118,0.0118,2,0.0,0,31.0,424,891.3,10,0.6761,1
247,5,196.0,199,2492,1.0,0,0,,199.0,2,59.7,3,451,0,1.0,1059.23,0.0,1.0,444.0,0.0,1.0,1.02,0.0,2.39,0.0,2.35,0.0,56.0,0.1242,171.0,0.3792,0,0.0,436,0.9667,0.9667,0.0,0.0,1028.6,0.9711,0.9711,188,0.0,0,,0,0.0,4,0.7539,0
15638,103,,139,165,2.0,6,1,2799.0,189.62,2,0.0,2,261,125,0.6762,460.03,203.78,0.693,102.0,74.0,0.5795,2.56,1.69,4.51,2.75,1.76,1.63,31.0,0.1188,129.0,0.4943,0,0.0,14,0.0536,0.0536,0.0,0.0,18.1,0.0393,0.0393,6,0.0,0,20.0,433,277.8,21,0.705,1
20618,14,5653.0,299,1874,4.0,51,0,,41.0,2,0.0,4,59,45,0.5673,33.1,25.6,0.5639,14.0,12.0,0.5385,4.21,3.75,2.36,2.13,0.56,0.57,18.0,0.3051,33.0,0.5593,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,5,78.78,3,0.0339,1
13992,5,760.0,169,988,1.0,67,6,1599.0,50.7,2,0.0,2,1,0,1.0,0.57,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.57,0.0,0.57,0.0,0.0,0.0,1.0,1.0,0,0.0,1,1.0,1.0,0.0,0.0,0.57,1.0,1.0,1,0.0,0,2.0,12,3.91,1,1.0,0
9915,7,4948.0,129,1353,4.0,106,5,799.0,129.2,2,0.0,4,37,7,0.8409,25.65,10.3,0.7135,9.0,3.0,0.75,4.11,2.33,2.85,3.43,0.69,1.47,11.0,0.2973,23.0,0.6216,0,0.0,1,0.027,0.027,0.0,0.0,0.2,0.0078,0.0078,1,0.0,0,1.0,11,6.09,3,0.8919,0
9818,21,24.0,129,1137,2.0,10,1,2799.0,1.8,2,0.0,4,172,86,0.6667,401.87,152.57,0.7248,51.0,34.0,0.6,3.37,2.53,7.88,4.49,2.34,1.77,20.0,0.1163,81.0,0.4709,0,0.0,7,0.0407,0.0407,0.0,0.0,18.28,0.0455,0.0455,3,0.0,8,26.0,964,1266.15,23,0.2151,1
19129,55,4905.0,5,352,1.0,0,0,,8.96,2,0.0,1,13,22,0.3714,29.55,66.73,0.3069,7.0,9.0,0.4375,1.86,2.44,4.22,7.41,2.27,3.03,0.0,0.0,5.0,0.3846,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,2,0.9231,0
18952,5,4843.0,129,1137,3.0,13,1,2999.0,149.1,2,0.0,3,144,104,0.5806,240.35,80.92,0.7481,12.0,19.0,0.3871,12.0,5.47,20.03,4.26,1.67,0.78,31.0,0.2153,85.0,0.5903,0,0.0,25,0.1736,0.1736,0.0,0.0,128.38,0.5342,0.5342,5,0.0,0,27.0,345,3771.76,16,0.8125,0
1118,16,3569.0,9,555,1.0,362,56,299.0,13.5,2,0.0,1,6,69,0.08,12.28,422.68,0.0282,4.0,6.0,0.4,1.5,11.5,3.07,70.45,2.05,6.13,0.0,0.0,3.0,0.5,0,0.0,3,0.5,0.5,0.0,0.0,10.12,0.8236,0.8236,1,0.0,0,,0,0.0,2,0.8333,0
18622,10,2893.0,129,1137,2.0,80,5,1799.0,1.0,2,0.0,2,17,2,0.8947,19.32,0.73,0.9634,9.0,2.0,0.8182,1.89,1.0,2.15,0.37,1.14,0.37,2.0,0.1176,9.0,0.5294,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11.0,188,990.3,7,0.4118,0
6233,46,2523.0,199,1875,2.0,56,4,8388.0,215.9,2,0.0,2,530,200,0.726,1059.37,382.33,0.7348,210.0,100.0,0.6774,2.52,2.0,5.04,3.82,2.0,1.91,28.0,0.0528,203.0,0.383,0,0.0,51,0.0962,0.0962,0.0,0.0,156.23,0.1475,0.1475,11,0.0,69,31.0,1766,22995.23,42,0.7113,7
6312,17,6509.0,169,1557,3.0,38,3,2698.0,1.0,2,0.0,3,44,56,0.44,74.95,85.67,0.4666,8.0,13.0,0.381,5.5,4.31,9.37,6.59,1.7,1.53,3.0,0.0682,29.0,0.6591,0,0.0,1,0.0227,0.0227,0.0,0.0,0.53,0.0071,0.0071,1,0.0,0,25.0,228,224.12,5,0.0455,1
7566,69,3527.0,99,1897,2.0,84,2,3899.0,99.1,2,0.0,2,98,10,0.9074,108.12,12.65,0.8953,46.0,9.0,0.8364,2.13,1.11,2.35,1.41,1.1,1.27,8.0,0.0816,50.0,0.5102,0,0.0,2,0.0204,0.0204,0.0,0.0,7.33,0.0678,0.0678,2,0.0,0,31.0,324,540.72,4,0.7143,2
3899,14,5376.0,129,1353,3.0,0,0,,3.32,2,0.0,3,10,24,0.2941,14.25,37.52,0.2753,7.0,11.0,0.3889,1.43,2.18,2.04,3.41,1.43,1.56,0.0,0.0,3.0,0.3,10,1.0,2,0.2,1.2,14.25,1.0,1.55,0.1088,1.1088,1,0.3,4,20.0,139,2319.0,1,,0
4477,6,4.0,169,2072,2.0,3,1,1599.0,171.4,2,0.0,2,433,389,0.5268,652.25,410.5,0.6137,71.0,73.0,0.4931,6.1,5.33,9.19,5.62,1.51,1.06,39.0,0.0901,213.0,0.4919,13,0.03,227,0.5242,0.5542,9.98,0.0153,394.02,0.6041,0.6194,13,11.3846,23,31.0,788,1248.27,85,0.1293,1
19123,17,9153.0,99,2269,2.0,26,1,1799.0,104.0,2,0.0,2,18,11,0.6207,62.48,15.57,0.8006,6.0,5.0,0.5455,3.0,2.2,10.41,3.11,3.47,1.42,4.0,0.2222,7.0,0.3889,0,0.0,6,0.3333,0.3333,0.0,0.0,53.35,0.8538,0.8538,2,0.0,0,22.0,112,305.2,9,0.2222,0
13762,82,,169,1628,4.0,20,4,5388.0,129.2,2,0.0,5,93,134,0.4097,142.0,197.35,0.4184,15.0,42.0,0.2632,6.2,3.19,9.47,4.7,1.53,1.47,16.0,0.172,48.0,0.5161,0,0.0,6,0.0645,0.0645,0.0,0.0,25.1,0.1768,0.1768,1,0.0,0,17.0,29,51.56,16,0.3548,0
10534,6,,49,1945,1.0,5,3,1498.0,50.0,2,0.0,1,9,14,0.3913,5.45,12.93,0.2965,5.0,6.0,0.4545,1.8,2.33,1.09,2.16,0.61,0.92,1.0,0.1111,7.0,0.7778,0,0.0,5,0.5556,0.5556,0.0,0.0,2.83,0.5199,0.5199,1,0.0,0,28.0,497,3612.06,8,0.2222,0
9944,53,436.0,129,1137,1.0,11,4,6088.0,132.1,2,0.0,1,203,283,0.4177,168.88,239.3,0.4137,64.0,83.0,0.4354,3.17,3.41,2.64,2.88,0.83,0.85,42.0,0.2069,114.0,0.5616,1,0.0049,15,0.0739,0.0788,3.5,0.0207,15.03,0.089,0.1097,6,5.0,30,31.0,1503,26804.82,74,0.1429,0
5343,23,4678.0,129,1353,2.0,64,5,1299.0,134.0,2,0.0,2,185,159,0.5378,350.87,286.2,0.5508,55.0,52.0,0.514,3.36,3.06,6.38,5.5,1.9,1.8,19.0,0.1027,85.0,0.4595,0,0.0,17,0.0919,0.0919,0.0,0.0,32.22,0.0918,0.0918,3,0.0,4,31.0,405,1123.55,3,0.9784,0
14284,56,1005.0,129,526,2.0,19,3,2498.0,130.7,2,0.0,2,124,206,0.3758,236.83,204.15,0.5371,52.0,34.0,0.6047,2.38,6.06,4.55,6.0,1.91,0.99,4.0,0.0323,66.0,0.5323,0,0.0,26,0.2097,0.2097,0.0,0.0,27.43,0.1158,0.1158,6,0.0,7,14.0,14,0.52,15,0.5887,1
12130,34,121.0,169,2072,3.0,36,1,2799.0,17.7,2,0.0,3,257,158,0.6193,770.08,415.62,0.6495,62.0,47.0,0.5688,4.15,3.36,12.42,8.84,3.0,2.63,6.0,0.0233,90.0,0.3502,118,0.4591,184,0.716,1.1751,353.58,0.4591,480.63,0.6241,1.0832,16,0.8898,9,29.0,1172,10928.69,93,0.1362,3
10599,4,6902.0,169,2072,3.0,22,1,2799.0,169.7,2,0.0,3,231,176,0.5676,310.9,163.07,0.656,88.0,52.0,0.6286,2.63,3.38,3.53,3.14,1.35,0.93,34.0,0.1472,113.0,0.4892,0,0.0,19,0.0823,0.0823,0.0,0.0,28.7,0.0923,0.0923,10,0.0,6,31.0,1273,12652.94,98,0.1818,0
14795,13,114.0,169,1874,3.0,60,6,1299.0,269.0,2,0.0,4,234,102,0.6964,539.9,246.72,0.6864,108.0,46.0,0.7013,2.17,2.22,5.0,5.36,2.31,2.42,18.0,0.0769,76.0,0.3248,0,0.0,9,0.0385,0.0385,0.0,0.0,15.22,0.0282,0.0282,7,0.0,5,30.0,552,378.59,19,0.6154,0
963,3,93.0,99,1898,1.0,60,6,1299.0,99.0,2,0.0,1,9,5,0.6429,25.72,1.3,0.9519,5.0,3.0,0.625,1.8,1.67,5.14,0.43,2.86,0.26,2.0,0.2222,3.0,0.3333,0,0.0,5,0.5556,0.5556,0.0,0.0,24.68,0.9598,0.9598,2,0.0,0,31.0,796,14973.92,3,0.7778,0
1736,5,71.0,129,1353,3.0,30,2,2599.0,129.0,2,0.0,3,24,17,0.5854,92.02,16.75,0.846,7.0,3.0,0.7,3.43,5.67,13.15,5.58,3.83,0.99,6.0,0.25,6.0,0.25,0,0.0,5,0.2083,0.2083,0.0,0.0,46.05,0.5005,0.5005,1,0.0,0,,0,0.0,6,0.4167,0
6933,15,162.0,129,1557,2.0,153,2,3988.0,229.1,2,0.0,3,193,151,0.561,264.72,209.78,0.5579,58.0,57.0,0.5043,3.33,2.65,4.56,3.68,1.37,1.39,18.0,0.0933,89.0,0.4611,0,0.0,23,0.1192,0.1192,0.0,0.0,53.35,0.2015,0.2015,6,0.0,9,2.0,34,165.36,31,0.2539,1
20370,44,32.0,129,1353,3.0,207,4,4488.0,1.0,2,0.0,3,21,41,0.3387,62.75,177.65,0.261,7.0,11.0,0.3889,3.0,3.73,8.96,16.15,2.99,4.33,5.0,0.2381,4.0,0.1905,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,31.0,2618,495.59,8,0.4286,1
4163,52,996.0,10,1378,1.0,45,3,999.0,23.88,2,0.0,1,26,29,0.4727,79.25,52.25,0.6027,9.0,14.0,0.3913,2.89,2.07,8.81,3.73,3.05,1.8,3.0,0.1154,12.0,0.4615,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,66,1.0,1,0.01,1,1.0,0
4836,47,2228.0,89,2340,1.0,153,2,3988.0,100.0,2,25.17,1,8,9,0.4706,6.68,8.8,0.4316,4.0,5.0,0.4444,2.0,1.8,1.67,1.76,0.84,0.98,3.0,0.375,3.0,0.375,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,3,0.375,0
11554,49,5105.0,129,1787,1.0,192,3,2998.0,166.0,2,72.57,1,72,32,0.6923,141.8,57.87,0.7102,29.0,10.0,0.7436,2.48,3.2,4.89,5.79,1.97,1.81,7.0,0.0972,30.0,0.4167,0,0.0,6,0.0833,0.0833,0.0,0.0,10.83,0.0764,0.0764,1,0.0,0,5.0,179,161.06,11,0.625,0
15022,63,1615.0,199,1875,5.0,13,1,2999.0,402.5,2,0.0,5,587,738,0.443,704.28,929.25,0.4311,81.0,104.0,0.4378,7.25,7.1,8.69,8.94,1.2,1.26,54.0,0.092,306.0,0.5213,0,0.0,15,0.0256,0.0256,0.0,0.0,40.8,0.0579,0.0579,3,0.0,12,31.0,990,3421.77,56,0.368,0
507,5,196.0,199,2492,1.0,0,0,,199.0,2,59.7,4,302,0,1.0,773.18,0.0,1.0,301.0,0.0,1.0,1.0,0.0,2.57,0.0,2.56,0.0,24.0,0.0795,95.0,0.3146,0,0.0,286,0.947,0.947,0.0,0.0,753.78,0.9749,0.9749,149,0.0,0,,0,0.0,4,0.6921,0
11691,71,1732.0,5,352,1.0,0,0,,26.87,2,0.0,1,7,31,0.1842,6.02,119.28,0.048,6.0,16.0,0.2727,1.17,1.94,1.0,7.46,0.86,3.85,1.0,0.1429,4.0,0.5714,0,0.0,1,0.1429,0.1429,0.0,0.0,0.38,0.0637,0.0637,1,0.0,0,3.0,3,0.01,1,1.0,0
17482,5,1384.0,169,2072,2.0,50,14,699.0,0.0,2,0.0,2,3,1,0.75,17.73,2.78,0.8643,1.0,1.0,0.5,3.0,1.0,17.73,2.78,5.91,2.78,0.0,0.0,0.0,0.0,2,0.6667,3,1.0,1.6667,13.13,0.7406,17.73,1.0,1.7406,1,1.5,0,14.0,253,359.37,2,0.6667,1
8687,3,6705.0,129,1601,4.0,34,2,1099.0,49.0,2,0.0,4,9,11,0.45,7.63,12.78,0.3739,2.0,3.0,0.4,4.5,3.67,3.82,4.26,0.85,1.16,4.0,0.4444,4.0,0.4444,9,1.0,0,0.0,1.0,7.63,1.0,0.0,0.0,1.0,0,0.3333,0,31.0,567,3034.8,1,,0
7983,2,3689.0,129,1137,3.0,60,6,1299.0,129.0,2,0.0,3,31,22,0.5849,13.83,13.27,0.5105,13.0,5.0,0.7222,2.38,4.4,1.06,2.65,0.45,0.6,8.0,0.2581,22.0,0.7097,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,30.0,855,12692.97,9,0.4194,0
14947,25,96.0,39,238,1.0,77,4,5288.0,99.88,2,0.0,1,48,67,0.4174,91.38,123.93,0.4244,13.0,19.0,0.4063,3.69,3.53,7.03,6.52,1.9,1.85,2.0,0.0417,19.0,0.3958,42,0.875,2,0.0417,0.9167,87.32,0.9555,0.82,0.0089,0.9644,2,0.0238,5,31.0,2209,445.05,3,0.0625,0
17718,11,93.0,9,1423,1.0,5,3,1498.0,19.1,2,0.0,1,55,114,0.3254,73.17,71.05,0.5073,8.0,11.0,0.4211,6.88,10.36,9.15,6.46,1.33,0.62,5.0,0.0909,35.0,0.6364,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,5,1.17,7,0.1455,0
7921,1,923.0,59,353,1.0,2,4,5288.0,24.84,2,0.0,1,1,0,1.0,2.52,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.52,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,2.0,2,20.19,1,1.0,0
19863,1,156.0,169,1628,4.0,0,0,,8.88,2,0.0,4,1,0,1.0,1.43,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1,0.16,1,1.0,0
16395,20,5484.0,299,1874,5.0,45,3,999.0,2.79,2,0.0,1,60,31,0.6593,139.2,74.32,0.6519,13.0,9.0,0.5909,4.62,3.44,10.71,8.26,2.32,2.4,7.0,0.1167,24.0,0.4,0,0.0,13,0.2167,0.2167,0.0,0.0,61.43,0.4413,0.4413,5,0.0,0,9.0,42,111.05,17,0.35,0
12873,63,13085.0,169,2072,3.0,101,2,2099.0,16.1,2,0.0,3,186,466,0.2853,233.17,656.5,0.2621,67.0,106.0,0.3873,2.78,4.4,3.48,6.19,1.25,1.41,27.0,0.1452,94.0,0.5054,0,0.0,8,0.043,0.043,0.0,0.0,33.2,0.1424,0.1424,2,0.0,15,31.0,1455,6749.35,49,0.1344,0
8345,32,320.0,199,1659,4.0,18,0,,3.1,2,0.0,4,176,593,0.2289,158.08,448.38,0.2607,69.0,190.0,0.2664,2.55,3.12,2.29,2.36,0.9,0.76,35.0,0.1989,104.0,0.5909,16,0.0909,32,0.1818,0.2727,8.8,0.0557,55.38,0.3503,0.406,7,1.1875,31,26.0,2025,2619.57,23,0.5511,0
3141,60,649.0,19,819,1.0,1219,8,590.0,62.14,2,0.0,1,77,74,0.5099,118.62,173.65,0.4059,31.0,17.0,0.6458,2.48,4.35,3.83,10.21,1.54,2.35,16.0,0.2078,34.0,0.4416,0,0.0,1,0.013,0.013,0.0,0.0,0.2,0.0017,0.0017,1,0.0,3,27.0,1309,437.66,25,0.2727,0
15094,29,6976.0,169,2072,2.0,116,5,1590.0,169.5,2,0.0,2,67,24,0.7363,57.62,51.75,0.5268,12.0,12.0,0.5,5.58,2.0,4.8,4.31,0.86,2.16,9.0,0.1343,46.0,0.6866,0,0.0,3,0.0448,0.0448,0.0,0.0,9.05,0.1571,0.1571,2,0.0,5,31.0,1752,15499.89,9,0.5075,4
19063,69,810.0,20,2302,2.0,1,0,,0.0,2,0.0,2,3,5,0.375,3.08,8.55,0.265,3.0,3.0,0.5,1.0,1.67,1.03,2.85,1.03,1.71,1.0,0.3333,1.0,0.3333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,0
9860,25,476.0,129,1137,2.0,30,2,2599.0,140.5,2,0.0,2,347,351,0.4971,195.58,186.5,0.5119,52.0,44.0,0.5417,6.67,7.98,3.76,4.24,0.56,0.53,112.0,0.3228,199.0,0.5735,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13,31.0,1057,5165.57,32,0.3948,0
18111,3,5875.0,129,1137,2.0,26,1,1799.0,12.59,2,0.0,2,28,35,0.4444,28.32,41.17,0.4075,16.0,27.0,0.3721,1.75,1.3,1.77,1.52,1.01,1.18,7.0,0.25,12.0,0.4286,0,0.0,10,0.3571,0.3571,0.0,0.0,7.0,0.2472,0.2472,4,0.0,15,,0,0.0,7,0.3214,0
3688,39,11814.0,169,1874,2.0,8,3,2798.0,219.0,2,0.0,2,371,321,0.5361,528.27,414.82,0.5601,155.0,100.0,0.6078,2.39,3.21,3.41,4.15,1.42,1.29,45.0,0.1213,174.0,0.469,0,0.0,27,0.0728,0.0728,0.0,0.0,55.25,0.1046,0.1046,15,0.0,76,29.0,692,3105.79,26,0.7898,3
19884,4,1149.0,99,2269,2.0,142,0,,99.3,2,0.0,2,16,36,0.3077,54.27,91.65,0.3719,6.0,8.0,0.4286,2.67,4.5,9.04,11.46,3.39,2.55,1.0,0.0625,2.0,0.125,14,0.875,8,0.5,1.375,42.77,0.7881,23.1,0.4257,1.2138,3,0.3571,0,31.0,569,923.49,4,0.3125,0
13564,16,4504.0,99,2269,2.0,65,11,1199.0,99.0,2,0.0,2,29,40,0.4203,52.92,71.35,0.4258,18.0,20.0,0.4737,1.61,2.0,2.94,3.57,1.82,1.78,4.0,0.1379,11.0,0.3793,0,0.0,8,0.2759,0.2759,0.0,0.0,6.67,0.126,0.126,2,0.0,0,22.0,359,422.23,6,0.2414,0
8489,5,1743.0,129,1137,3.0,5,3,1498.0,1.0,2,0.0,3,113,88,0.5622,95.42,74.3,0.5622,27.0,20.0,0.5745,4.19,4.4,3.53,3.72,0.84,0.84,23.0,0.2035,66.0,0.5841,0,0.0,21,0.1858,0.1858,0.0,0.0,26.17,0.2742,0.2742,4,0.0,0,31.0,703,506.71,5,0.9204,0
7637,42,479.0,199,1900,3.0,18,0,,1.0,2,0.0,3,107,56,0.6564,165.08,55.83,0.7473,13.0,13.0,0.5,8.23,4.31,12.7,4.29,1.54,1.0,62.0,0.5794,29.0,0.271,0,0.0,3,0.028,0.028,0.0,0.0,26.73,0.1619,0.1619,1,0.0,0,31.0,1009,3573.65,6,0.9533,2
13473,3,63.0,9,1075,1.0,64,5,1299.0,35.0,2,0.0,1,1,0,1.0,0.95,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.95,0.0,0.95,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,23.0,1446,19234.43,1,1.0,0
194,5,3129.0,169,2005,1.0,0,0,,1.1,2,0.0,191,83,4,0.954,121.2,4.3,0.9657,50.0,4.0,0.9259,1.66,1.0,2.42,1.08,1.46,1.08,12.0,0.1446,33.0,0.3976,83,1.0,82,0.988,1.988,121.2,1.0,119.95,0.9897,1.9897,36,0.2048,81,18.0,0,0.0,1,,0
2384,57,305.0,19,819,1.0,397,29,135.0,29.8,2,0.0,1,9,104,0.0796,147.13,208.72,0.4135,6.0,51.0,0.1053,1.5,2.04,24.52,4.09,16.35,2.01,1.0,0.1111,1.0,0.1111,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,3,0.4444,0
8679,14,1410.0,299,1874,3.0,897,71,1999.0,1.0,2,0.0,3,73,63,0.5368,178.0,73.52,0.7077,19.0,16.0,0.5429,3.84,3.94,9.37,4.59,2.44,1.17,8.0,0.1096,23.0,0.3151,73,1.0,46,0.6301,1.6301,178.0,1.0,113.3,0.6365,1.6365,4,0.4521,1,23.0,567,761.32,1,,0
9292,2,351.0,99,1590,2.0,0,0,,39.0,2,0.0,2,39,10,0.7959,50.12,10.28,0.8297,15.0,6.0,0.7143,2.6,1.67,3.34,1.71,1.29,1.03,5.0,0.1282,14.0,0.359,2,0.0513,11,0.2821,0.3334,1.58,0.0316,18.17,0.3625,0.3941,2,5.0,0,31.0,1966,980.73,9,0.5128,0
9544,37,239.0,129,1353,4.0,3,1,1599.0,1.0,2,0.0,4,153,48,0.7612,412.28,67.63,0.8591,73.0,27.0,0.73,2.1,1.78,5.65,2.5,2.69,1.41,10.0,0.0654,50.0,0.3268,99,0.6471,65,0.4248,1.0719,274.02,0.6646,159.42,0.3867,1.0513,8,0.3333,0,,0,0.0,54,0.2026,4
2213,29,119.0,129,1353,3.0,101,2,2099.0,129.0,2,0.0,3,111,80,0.5812,195.82,130.93,0.5993,17.0,22.0,0.4359,6.53,3.64,11.52,5.95,1.76,1.64,13.0,0.1171,47.0,0.4234,0,0.0,4,0.036,0.036,0.0,0.0,22.53,0.1151,0.1151,1,0.0,0,31.0,756,395.38,19,0.5315,0
720,26,5975.0,169,2072,2.0,135,2,1499.0,0.0,2,0.0,3,34,15,0.6939,48.33,26.6,0.645,12.0,8.0,0.6,2.83,1.88,4.03,3.33,1.42,1.77,9.0,0.2647,18.0,0.5294,0,0.0,1,0.0294,0.0294,0.0,0.0,8.3,0.1717,0.1717,1,0.0,0,21.0,388,2874.5,8,0.7353,0
18859,66,5917.0,129,200,2.0,71,2,3688.0,139.3,2,0.0,3,145,190,0.4328,248.02,255.72,0.4924,47.0,53.0,0.47,3.09,3.58,5.28,4.82,1.71,1.35,13.0,0.0897,72.0,0.4966,43,0.2966,50,0.3448,0.6414,94.95,0.3828,79.67,0.3212,0.704,8,0.4884,3,30.0,771,778.92,37,0.269,0
7012,95,,169,2072,2.0,6,1,2799.0,186.0,2,0.0,2,50,69,0.4202,52.42,33.28,0.6116,32.0,20.0,0.6154,1.56,3.45,1.64,1.66,1.05,0.48,11.0,0.22,24.0,0.48,0,0.0,1,0.02,0.02,0.0,0.0,1.82,0.0347,0.0347,1,0.0,0,29.0,205,1277.27,8,0.72,0
16216,21,2139.0,299,1874,4.0,170,34,299.0,1.0,2,0.0,4,15,8,0.6522,15.0,6.48,0.6982,3.0,4.0,0.4286,5.0,2.0,5.0,1.62,1.0,0.81,2.0,0.1333,8.0,0.5333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,3.0,9,0.03,10,0.2667,0
8816,13,6069.0,59,353,2.0,1,0,,59.0,2,0.0,2,244,112,0.6854,325.0,190.97,0.6299,14.0,15.0,0.4828,17.43,7.47,23.21,12.73,1.33,1.71,33.0,0.1352,129.0,0.5287,0,0.0,30,0.123,0.123,0.0,0.0,99.8,0.3071,0.3071,3,0.0,0,,0,0.0,7,0.6885,0
15541,12,1427.0,129,1353,4.0,1,0,,26.3,2,0.0,4,27,34,0.4426,13.05,13.98,0.4827,6.0,6.0,0.5,4.5,5.67,2.18,2.33,0.48,0.41,12.0,0.4444,11.0,0.4074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1.0,3,8.83,5,0.4074,0
19831,68,5365.0,79,1671,1.0,33,2,1499.0,79.0,2,0.0,1,18,17,0.5143,18.9,14.55,0.565,6.0,10.0,0.375,3.0,1.7,3.15,1.46,1.05,0.86,5.0,0.2778,10.0,0.5556,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27.0,422,504.14,4,0.6667,2
9460,46,11004.0,129,1601,2.0,7,1,1999.0,129.0,2,0.0,2,120,144,0.4545,239.25,184.25,0.5649,38.0,50.0,0.4318,3.16,2.88,6.3,3.69,1.99,1.28,21.0,0.175,59.0,0.4917,4,0.0333,4,0.0333,0.0666,1.07,0.0045,17.97,0.0751,0.0796,2,0.5,1,31.0,1041,1509.83,12,0.4917,0
5443,78,508.0,20,2302,1.0,321,52,160.0,22.01,2,0.0,1,12,64,0.1579,134.33,410.78,0.2464,5.0,24.0,0.1724,2.4,2.67,26.87,17.12,11.19,6.42,3.0,0.25,4.0,0.3333,0,0.0,3,0.25,0.25,0.0,0.0,68.15,0.5073,0.5073,1,0.0,0,,0,0.0,2,0.75,0
745,29,73.0,10,1378,1.0,736,15,699.0,178.08,2,0.0,5,873,20,0.9776,1185.97,43.28,0.9648,604.0,17.0,0.9726,1.45,1.18,1.96,2.55,1.36,2.16,89.0,0.1019,352.0,0.4032,2,0.0023,794,0.9095,0.9118,2.78,0.0023,1065.67,0.8986,0.9009,106,30.0,351,28.0,106,36.49,16,0.9576,6
