SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408
140101,62.05,61.58,79.03,83.07,66.11,76.42,99.67,98.39,58.37,83.76,40.5,89.01,47.19,9.72,52.95,40.7,18.71,67.06,0.65,12.65,12.25,5.1,3.02,,,32.72,4.33,,,
86669,27.8,97.55,33.27,90.58,48.44,44.15,51.49,9.75,0.0,91.66,,54.6,53.64,0.2,,25.46,99.99,14.01,2.94,,,,,,,,,,,
371,8.56,26.12,14.58,22.6,53.43,41.28,13.34,4.73,41.81,21.64,3.09,6.47,18.73,14.02,,7.18,,,,0.75,,,,,,,,,,
55518,54.25,46.09,61.28,56.01,24.19,9.36,,30.8,3.82,17.27,30.86,11.37,29.2,2.03,,4.45,,0.0,,,,,,,,,,,,
13588,77.94,53.54,92.7,78.9,87.47,86.43,99.99,43.09,52.17,58.5,53.46,90.1,29.8,92.49,0.4,40.6,15.5,1.68,,70.98,,,,,,,,,,
15799,3.01,7.3,4.83,3.68,6.51,8.49,4.79,0.53,1.02,0.2,1.56,24.09,,6.98,,0.45,,,,,,,,,,,,,,
23236,87.04,67.72,75.07,78.77,78.07,76.53,63.3,69.38,80.15,71.57,36.81,59.05,41.95,30.36,24.07,34.04,7.22,7.35,2.14,1.03,17.24,,1.34,,,,,12.85,,
39839,31.65,37.95,58.89,55.72,45.48,48.63,23.17,50.76,59.86,87.26,15.3,35.69,95.32,1.42,23.49,10.86,17.75,15.63,2.06,40.26,,,1.79,,,,,,,
4935,85.36,58.9,48.64,43.36,49.66,88.11,91.03,83.57,84.9,19.14,8.38,80.85,11.32,71.16,0.82,13.33,0.38,,0.65,,,1.29,,,,,,,,
200532,10.71,24.13,24.06,76.42,59.79,55.77,11.84,27.23,37.16,15.09,0.8,55.49,70.35,,,,,0.0,,39.3,23.61,,,,,4.51,,,,
35960,65.88,82.21,85.46,75.13,82.37,70.29,10.77,26.52,65.45,83.8,18.83,98.26,63.68,42.52,41.2,39.86,,0.0,18.71,,,,,,,,,,,
16513,20.19,60.33,55.22,78.76,70.86,39.63,0.0,28.17,57.09,38.11,8.58,8.0,12.03,7.63,,33.45,1.16,14.9,0.0,,,,,,,,,,,
64887,36.17,65.41,70.52,95.41,75.51,95.75,12.83,45.91,77.76,57.05,20.95,70.64,20.17,42.74,19.11,36.48,,,,11.81,,5.61,,,,,,,,
87482,93.53,18.19,55.44,53.9,39.57,56.84,2.93,79.29,35.62,70.88,0.65,11.23,29.98,1.51,,7.6,30.43,,,15.75,0.79,,,,,,,,,
57435,17.93,6.79,2.23,1.61,0.56,1.3,0.16,0.74,,1.47,0.15,,,2.88,0.0,71.97,,,,,,,,,,,,,,
88322,2.61,20.16,19.83,12.31,26.01,14.36,61.23,28.76,5.52,5.79,42.82,10.8,8.5,7.57,,2.7,,,,,0.17,,,,,,,,,
2328,80.98,61.66,66.33,85.25,73.25,55.29,17.39,99.82,61.89,92.89,90.99,14.93,1.87,0.7,5.48,3.33,13.68,,,,,,,,,,,,,
27386,78.5,83.14,99.97,76.85,36.34,58.22,3.7,62.03,30.78,46.12,0.19,93.6,26.8,14.69,0.4,59.69,13.46,,,,,4.59,4.55,,,,,,,
49007,70.31,83.35,15.67,97.64,46.35,94.3,68.12,30.72,27.45,71.46,51.01,97.02,80.52,0.4,0.33,1.65,35.61,11.44,0.4,58.67,,,,,,,,10.29,,
75343,15.77,37.59,24.52,5.48,11.53,18.54,95.54,12.15,1.22,0.89,9.44,5.2,2.85,70.3,,3.53,4.1,,,,,,,,,,,,,
92466,40.49,38.32,36.1,42.82,45.28,33.9,28.24,66.84,55.66,58.18,73.54,9.79,68.53,0.88,,13.52,15.69,2.48,,,0.0,,,,,,,,,
429742,0.41,78.88,5.78,43.76,68.93,60.83,19.58,0.89,21.46,20.3,,0.4,8.71,,23.14,,,3.71,,,,,,,,9.64,,,,
27978,96.42,98.34,99.15,96.78,86.44,85.5,75.25,86.12,97.49,84.21,89.35,94.36,58.29,1.07,89.77,48.65,66.65,1.35,15.56,0.94,,,0.44,,,,,,,
33971,55.89,71.2,89.84,93.46,80.89,90.94,24.78,95.64,79.47,91.0,20.12,98.91,82.5,1.85,71.67,48.04,0.17,6.16,2.81,,21.97,,,,,,,,,
72408,95.42,75.84,77.94,63.9,76.02,63.28,88.04,46.89,42.83,60.11,25.82,39.67,24.14,57.5,95.37,24.53,72.0,17.03,2.65,,32.93,2.34,,,,,,,,
91420,56.89,46.31,41.29,96.74,56.38,93.48,98.06,59.32,43.83,38.26,27.24,93.92,5.94,3.6,0.98,3.03,9.19,5.42,,,21.39,,0.0,,,,,,,
3322,58.66,87.0,74.44,90.15,97.76,89.96,38.34,56.97,94.65,56.88,98.59,63.34,97.2,10.75,59.79,35.78,7.88,,,,,,,,,,,,,
56537,18.69,28.22,14.38,11.15,3.09,14.08,0.0,0.0,,1.16,,1.87,1.81,0.0,,5.9,0.0,,21.96,,,,,,,,,,,
55911,34.03,24.69,14.82,19.74,14.96,70.62,0.0,22.19,30.97,18.24,13.41,,,34.66,,4.41,,,,,,,,,,,,,,
67649,27.42,14.6,21.5,33.45,13.06,34.83,4.2,62.31,20.35,6.45,28.88,0.0,0.41,11.61,2.77,1.73,,,,3.47,,,,,,,,,,
48179,21.56,9.13,20.86,71.38,47.83,43.62,0.0,43.34,25.72,24.56,2.52,38.01,8.59,6.65,2.33,2.85,,,,1.75,,,,,,,,,,
229511,92.67,99.97,94.39,99.77,56.84,73.86,5.43,93.85,64.89,86.22,31.68,99.73,3.19,74.23,92.83,23.61,27.11,4.27,2.6,,,,,,,,6.13,,,
29537,29.55,34.44,7.17,35.5,41.25,22.9,0.0,40.32,6.16,14.67,63.04,19.42,,2.0,,0.45,,,,,,,,,,,,,,
13896,12.67,32.58,15.91,34.51,23.72,28.18,30.4,29.19,57.59,30.04,2.14,34.09,11.59,41.27,,3.35,3.61,,,,,,,,,,,,,
236790,99.98,94.11,62.75,97.26,51.38,49.39,72.36,99.99,33.86,99.99,69.36,35.32,30.42,29.79,99.08,97.75,99.63,1.34,90.99,,,,,,,,34.52,0.3,,
46271,61.32,27.16,82.79,79.81,55.27,36.12,99.9,4.49,52.7,59.46,29.66,69.98,86.54,0.44,6.06,32.94,0.0,,2.31,0.0,,,,,,,,,,
56325,46.5,50.63,28.15,91.01,59.91,93.68,18.12,32.86,44.97,84.06,48.44,62.56,16.39,3.11,2.63,5.06,0.53,0.0,1.24,,,,,,,,,,,
26159,15.29,31.6,54.25,43.18,16.75,47.25,72.91,24.75,14.29,70.94,,88.44,24.62,,,,,,,,,,,94.99,,35.14,,99.99,,
466326,18.49,68.44,52.66,81.33,80.98,99.54,16.34,54.88,55.01,70.89,30.39,92.93,71.25,,,,,0.84,0.39,,,,,17.03,,13.24,,,,
23635,34.32,39.86,35.48,79.15,45.41,36.45,6.98,74.7,32.47,23.23,10.1,6.28,6.17,15.22,3.85,17.68,,13.55,,,,1.47,,,,,,,,
65683,20.33,6.94,1.71,2.11,0.0,,,2.99,0.0,37.25,,,6.16,,13.38,51.73,0.0,,,,,,,,,,,,,
42293,72.25,75.17,60.1,83.5,86.92,45.65,97.75,29.65,99.99,66.61,0.26,97.82,4.45,2.92,0.72,16.89,6.35,2.49,,,0.65,0.59,,,,,,,,
28649,19.54,63.9,87.37,64.31,77.14,57.46,12.03,36.92,93.04,42.17,32.19,4.27,2.25,1.53,0.47,4.35,0.0,3.75,24.79,,,,0.7,,,,,,,
219087,83.23,58.07,87.36,83.32,91.69,78.14,33.55,58.93,56.07,52.53,87.47,98.08,6.01,29.85,32.36,52.3,4.92,6.65,21.1,0.65,81.6,,,,,,0.0,,,
55903,72.18,49.94,91.53,90.88,96.28,99.99,6.61,5.94,48.47,63.02,15.61,40.65,16.92,1.94,0.15,0.17,0.17,0.15,1.77,,,1.53,,,,,,0.65,,
119314,99.46,65.94,91.38,99.15,98.45,96.45,90.08,94.05,74.04,95.31,45.76,97.7,76.09,2.43,18.36,64.45,96.24,11.58,20.9,,,,,,,94.16,,99.9,,
79535,63.9,98.96,61.18,11.15,29.95,30.92,1.3,15.03,84.7,6.65,39.84,36.01,1.1,56.89,62.62,5.72,0.0,,,,,74.24,,,,,,,,
77052,87.69,62.81,50.57,54.94,52.81,70.0,0.2,5.57,27.43,40.27,24.7,39.54,0.67,1.39,,0.85,,,1.0,,,7.85,,,,,,,,
124985,45.19,65.32,41.68,72.76,69.55,90.89,3.46,43.29,17.94,78.64,71.31,96.66,14.09,10.8,,,62.02,78.73,83.96,,,,,,,10.99,,,,
82785,60.18,18.22,43.3,22.59,24.05,83.54,0.0,21.94,23.58,9.71,2.19,23.31,6.06,16.52,32.89,21.19,,1.56,0.3,,0.15,13.85,,,,,,,,
26187,36.59,62.87,18.04,36.17,33.13,16.47,3.03,15.12,9.04,20.53,42.98,19.32,32.65,11.94,12.14,3.03,0.94,0.6,,,,,0.15,,,,,,,
72608,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,
7640,22.42,16.46,31.66,42.29,31.62,31.53,31.54,17.25,46.79,29.28,16.24,18.6,6.29,3.99,18.37,3.03,1.49,,,11.57,,1.23,7.96,,,,,,,
30054,80.68,25.56,55.44,98.13,99.17,99.78,0.3,73.83,71.77,37.12,22.69,34.34,25.99,4.15,,49.84,1.29,1.87,8.93,,0.0,1.94,,,,,,,,
78401,76.83,82.7,89.46,86.15,81.59,60.93,68.94,85.44,71.34,99.22,87.22,68.4,96.3,34.15,37.89,18.6,99.97,7.66,0.88,,,,,,,,,,,
143457,71.23,43.18,89.23,63.82,79.81,77.93,82.89,29.44,44.03,48.56,64.36,85.71,84.65,10.35,2.15,3.32,0.5,54.02,,3.35,,,,,,3.95,0.0,,,
20950,53.42,52.29,83.93,77.66,41.94,48.53,99.99,41.68,64.46,28.06,37.93,44.15,5.81,4.27,38.44,20.88,18.82,49.83,6.49,,10.35,,,10.07,99.97,,,,,
62752,1.3,7.16,4.23,31.61,3.25,6.97,,4.24,1.42,34.96,0.0,,8.52,6.66,0.0,1.47,3.29,1.18,,,,,,,,,,,,
84677,0.68,6.01,14.05,6.64,17.44,11.44,1.7,0.0,0.97,4.15,11.8,2.53,0.0,,26.16,,,,,,,,,,,2.42,,,,
44073,75.55,78.91,82.03,95.6,80.25,58.24,15.73,81.5,78.11,73.83,14.16,81.76,4.29,7.42,,29.57,17.42,16.41,,,14.74,,4.86,,,,,,,
85347,5.48,0.68,6.38,22.98,5.6,19.33,0.0,7.93,2.54,0.0,14.92,50.96,,0.0,,,0.0,,,,,,,,,50.66,,,,
52962,20.84,86.7,53.89,67.35,30.51,50.13,0.27,36.06,13.01,4.33,6.94,11.32,,0.0,31.65,7.02,,,,,,,,,,,,,,
76427,91.67,63.37,96.52,70.83,80.61,68.56,6.88,23.44,62.79,35.52,13.92,92.47,1.81,2.77,2.81,11.53,0.19,1.98,,,56.23,,,,,,,,,
36715,15.06,94.46,13.96,13.81,22.18,47.46,28.07,3.99,32.84,1.3,3.94,1.1,,3.29,,7.53,,1.06,,,,,,,,,,,,
126426,12.66,67.71,26.05,52.69,26.38,55.34,25.0,55.92,13.34,40.07,,1.44,11.42,,,8.75,,,,,,,,0.35,,19.79,,,,
10692,4.63,2.84,0.2,6.25,4.37,20.49,0.41,3.02,4.39,1.82,,1.43,,6.06,,0.7,,,,,,,,,,,,,,
301635,14.89,6.76,17.18,40.18,15.9,72.53,0.19,32.49,16.71,27.48,0.9,59.3,21.03,,,,,,,,,0.33,,,,2.3,,,,
7616,31.16,34.03,22.64,35.97,10.75,11.05,25.14,36.66,13.19,31.0,1.17,0.17,4.6,23.31,,3.32,0.23,,,,,,,,,,,,,
193956,36.82,33.84,60.02,49.89,41.89,25.02,13.35,58.06,28.12,32.58,17.8,24.68,7.69,11.92,5.75,7.02,6.8,4.08,,1.42,,,,,,,0.0,,,
77961,39.23,1.97,0.39,19.21,5.59,18.66,7.68,4.54,1.33,0.19,85.24,0.17,1.81,21.77,,4.55,0.0,,,,,,,,,,,,,
58028,14.16,61.26,11.88,20.73,7.18,7.12,2.0,23.43,12.67,34.22,7.91,1.67,0.17,4.56,,18.0,,36.51,,4.14,,,,,,,,,,
208848,55.12,70.65,44.34,91.85,60.36,23.14,0.96,94.14,19.24,88.23,12.6,1.94,23.39,34.19,99.03,1.11,0.0,43.54,8.77,,,,,,,,22.45,,,
92877,72.36,99.99,58.64,94.9,68.72,87.13,96.11,98.75,48.25,55.33,54.33,91.75,16.25,18.02,13.67,3.03,0.65,,0.5,68.15,0.0,,4.53,,,,,,,
8513,97.58,21.94,29.49,12.49,52.41,46.34,27.74,5.81,11.13,23.14,1.02,42.33,,10.76,,9.5,2.72,,,,,1.28,,,,,,,,
24680,6.12,10.17,31.2,34.28,27.14,44.27,8.75,12.82,27.23,40.6,5.69,23.83,77.06,11.61,0.93,4.0,,,,99.95,,,,,,,,,,
32869,72.27,59.64,73.9,79.45,46.23,75.66,54.31,19.99,45.54,81.86,5.57,24.52,17.71,61.97,12.44,2.85,85.89,8.27,,,10.9,,,,,10.61,,,,
690,63.29,83.74,49.57,82.37,96.77,88.63,35.31,38.02,41.98,54.77,18.09,98.6,8.85,8.28,37.09,0.7,,0.17,,,2.27,,,,0.16,,,,,
83326,15.69,58.83,36.61,57.03,21.16,58.12,19.48,13.11,12.03,18.56,8.93,43.8,49.38,6.9,0.53,2.39,3.18,0.0,0.0,0.23,,,,,,,,,,
25278,33.11,27.5,51.54,51.7,40.28,35.57,48.53,15.62,69.82,17.11,3.44,47.07,5.71,1.53,0.47,37.54,,,0.4,,,,,,,,,,,
26636,66.66,77.56,82.48,72.56,78.03,59.61,83.81,33.75,90.94,15.76,0.6,50.45,13.7,49.72,3.54,27.21,4.16,1.89,,,,,,,,,,,,
17500,30.85,10.24,9.8,20.43,35.13,21.86,0.0,2.8,3.18,2.01,,17.05,1.88,6.68,,0.59,,,,,,,,,,,,,,
16463,96.59,48.8,61.39,78.38,84.47,76.9,9.73,13.51,64.98,13.48,18.97,45.92,11.89,70.59,0.6,11.72,0.26,,,,0.3,,,,,,,,,
22325,64.54,97.1,83.7,97.92,99.21,99.59,41.26,56.13,97.55,66.84,93.75,36.38,52.11,33.27,6.37,13.33,23.85,11.88,8.97,,,,,,21.71,,7.71,,,
29150,38.54,99.99,76.13,57.68,55.41,72.63,26.04,11.92,21.17,46.56,5.71,7.46,7.47,0.6,0.4,85.06,0.0,,,,10.76,,12.8,,,,,,,
444589,38.3,48.89,40.67,90.24,24.99,80.5,17.74,14.09,20.45,15.8,2.13,87.29,26.4,,0.0,,,,1.62,,,,,,,95.99,,,,
58768,89.64,44.82,29.61,45.33,22.31,39.22,53.11,6.88,0.61,82.35,11.58,0.0,0.0,16.38,,0.15,74.06,,0.7,,,8.78,,,,,,,,
48003,4.5,17.19,26.81,10.85,36.71,20.05,0.0,19.51,7.03,1.61,63.6,7.51,2.0,17.51,,0.16,0.0,1.13,,,,,,,,,,,,
100215,51.21,39.09,35.06,41.48,13.02,9.83,0.2,26.43,4.98,32.76,44.04,8.1,7.54,6.88,42.99,14.11,11.49,0.77,,,,1.38,,,,,,,,
32109,61.48,69.23,85.83,89.79,63.55,95.54,21.83,47.58,49.04,82.69,67.47,95.61,76.73,4.98,2.25,3.57,7.98,,9.14,,0.35,,,,72.56,,,,,
27244,15.98,6.54,1.91,3.37,1.9,0.89,29.91,12.98,56.53,0.41,,0.17,,21.7,,3.7,,,,,,,,,,,,,,
78822,23.41,32.08,41.74,52.1,25.37,64.54,17.42,20.55,30.35,61.54,52.42,10.91,9.97,69.62,62.12,3.57,0.65,0.0,,,,,,,,,,,,
14592,54.36,17.51,79.17,63.75,98.82,99.57,6.97,0.58,76.0,16.01,14.35,78.56,0.59,7.37,,24.25,,,3.71,,,,7.18,,,,,,,
69664,88.6,87.82,98.09,83.37,95.78,89.56,30.02,80.16,82.07,87.15,26.29,98.23,6.28,99.99,3.71,42.01,29.94,0.15,,59.89,,,2.14,,,,,,,
343197,23.5,13.08,7.85,31.64,14.35,40.49,2.37,18.83,22.32,20.62,27.54,45.5,0.0,,,,,0.17,,38.33,,,48.54,,,16.06,,,,
6751,91.57,55.0,72.3,53.28,31.07,30.61,17.09,41.54,15.53,15.1,1.23,4.88,4.72,10.06,51.46,0.45,19.75,7.8,34.62,,,0.7,,,,,,,,
165541,89.78,84.36,98.52,89.11,83.15,83.95,63.06,80.29,95.21,96.83,86.08,55.84,54.22,33.36,34.37,23.18,41.13,0.0,3.91,,,11.66,,,,,0.3,0.15,,
74357,29.34,12.99,13.18,22.66,7.47,45.97,,2.89,13.45,1.42,,,4.37,16.61,5.67,0.15,,,,,,,,,,,,,,
55740,34.83,36.72,23.16,36.12,76.96,72.16,7.19,47.08,22.05,13.72,0.0,93.43,16.32,5.62,1.82,7.32,,,3.86,,,,,,,,,,,
30958,46.03,84.06,26.78,39.88,32.81,24.89,8.55,27.75,48.62,27.05,10.54,33.91,6.41,44.9,95.69,3.03,0.0,,,,,,,,,,,,,
27930,41.84,35.16,69.36,81.04,77.29,86.52,89.57,51.4,99.86,44.97,3.9,35.27,6.47,4.44,0.44,3.57,,,0.59,,,0.7,0.0,,,,,,,
61482,46.72,32.57,13.96,54.24,41.76,79.23,23.1,25.48,10.17,9.69,0.17,5.51,6.9,0.17,52.91,1.05,,,9.04,0.17,,,,,,,,,,
89118,87.04,37.08,58.13,84.38,99.86,32.05,42.92,76.68,52.48,62.49,86.7,65.45,85.49,48.62,3.09,46.74,6.08,0.0,2.14,0.53,,,0.15,,,,,,,
15258,89.89,85.32,99.93,80.66,96.06,96.01,52.03,32.92,99.53,61.94,27.08,43.32,7.62,38.02,,54.13,48.02,5.76,5.31,,30.4,,,,,,,,,
185802,99.69,24.94,74.89,61.61,84.24,61.0,23.71,38.0,59.16,30.73,16.36,22.84,82.1,3.42,1.03,3.03,0.16,8.43,,,,,,,,,9.41,,,
41475,57.43,85.02,27.51,30.54,61.1,46.63,48.8,14.53,34.05,11.83,51.59,6.49,9.92,19.61,94.72,9.39,,0.35,,,12.94,,0.3,,,,,,,
27211,36.11,35.33,93.3,67.04,89.27,95.63,1.5,75.32,20.55,62.97,58.84,94.74,40.78,2.31,,1.32,,,,,,,,,,,,,,
277662,87.43,92.62,81.52,66.19,38.36,41.62,49.52,31.72,10.95,29.06,0.93,44.37,45.33,26.84,,13.06,66.41,,0.33,,80.18,,,,,,0.0,,,
82331,90.0,35.68,67.59,53.61,55.63,51.26,0.97,6.56,18.28,0.39,0.0,0.0,6.24,54.98,19.17,1.79,,,,,,16.39,,,,,,,,
411211,0.0,15.01,0.15,7.0,3.24,13.64,25.41,0.59,1.61,0.0,18.66,5.51,,,,,,,,,,,,,,12.09,,,,
13778,36.76,56.08,65.66,90.18,67.8,86.47,64.03,16.29,91.41,20.27,6.08,10.26,8.16,4.97,76.7,3.21,0.0,0.0,,,,43.74,58.24,,,,,,,
9346,3.08,0.17,0.0,1.05,0.7,1.82,8.19,,0.0,0.41,,,,0.35,,2.94,,,,,,,,,,,,,,
3484,18.84,13.93,13.83,24.36,21.34,17.51,13.98,3.5,12.12,7.35,1.06,9.48,25.54,4.38,3.09,,0.0,0.76,5.04,,,,,,,10.87,,,,
95689,36.96,59.34,90.2,32.24,41.64,72.67,0.0,0.41,1.02,3.88,12.09,83.96,41.87,,,1.77,2.63,,0.7,,12.13,,,,,1.7,,,,
10484,52.86,40.48,26.94,38.26,34.77,34.29,38.68,8.74,78.22,37.32,7.34,31.57,6.01,36.77,63.27,0.35,1.2,1.99,2.3,,,,,0.2,,,,,,
68257,8.4,10.15,14.06,45.9,10.82,54.03,1.02,2.22,6.59,50.07,,50.83,6.51,,5.73,,,,,0.19,,31.76,,25.14,,16.2,,,,
16590,5.88,0.48,5.9,4.13,7.07,7.01,9.22,0.96,2.14,0.26,0.17,0.91,0.0,0.15,,0.15,,,,,,,,47.9,,,,,,
18746,10.77,58.85,20.11,64.21,51.58,67.15,1.0,59.36,22.82,49.17,2.58,35.87,20.82,4.86,,0.65,,,0.19,1.17,,,,,,8.98,,,,
80710,3.44,10.42,5.74,3.57,13.19,0.0,1.64,0.0,0.0,3.12,14.49,1.64,0.89,0.0,,2.69,,,1.49,,,,,,,,,,,
64511,20.26,10.59,2.78,7.29,6.8,26.78,2.05,7.25,1.42,11.36,0.27,13.83,2.59,38.02,,38.09,0.0,,,,,,,,,,,,,
1802,89.04,76.22,82.76,92.21,92.16,88.44,76.91,69.16,85.1,70.49,86.04,48.43,58.61,35.19,65.07,8.62,22.91,26.41,10.24,2.07,14.37,,0.71,,,,0.0,,,
79555,58.65,44.02,53.19,12.16,48.69,59.68,44.24,10.24,31.38,6.59,3.67,,1.57,22.99,,0.15,0.17,55.52,,0.0,,,,,,,,,,
6610,97.78,76.53,63.79,86.28,54.3,56.73,89.53,24.94,51.98,91.85,7.25,88.96,78.82,44.45,1.11,50.4,98.83,11.57,93.37,,,,,,,,,,,
3767,38.16,23.24,52.84,20.2,25.59,52.83,0.62,18.61,14.57,25.06,9.62,,34.14,0.17,18.34,3.97,,,,,,,,,,,,,,
74692,15.32,4.75,3.96,3.66,1.54,6.42,0.45,0.17,0.19,0.19,,0.19,,2.28,,0.15,,,,,,,,,,,,,,
25650,20.47,27.48,45.46,37.07,72.94,55.13,68.69,26.07,68.08,24.45,6.05,16.56,18.8,1.38,2.81,8.27,1.85,,,4.1,,,,,,,,,,
115911,93.89,99.96,86.34,99.5,94.38,85.15,87.78,94.18,81.86,75.74,66.73,79.17,95.21,29.4,82.37,91.69,28.07,13.25,,4.63,,0.65,,,,,4.52,,,
304674,1.23,0.35,6.2,5.02,1.41,3.5,0.23,20.71,0.47,1.0,,0.35,5.92,,,,,,,,,,,,,6.36,,,,
52131,68.22,96.98,62.12,53.98,62.23,52.36,4.66,58.02,6.29,45.49,13.26,14.69,0.88,4.86,11.91,0.17,,0.17,0.3,,,,,,,,,,,
44778,68.25,58.03,95.41,76.33,86.9,80.03,43.05,59.6,86.18,80.14,98.88,80.97,51.54,69.73,26.6,9.04,2.99,9.25,2.25,,10.91,17.23,,,,,,,,
79572,99.38,87.04,96.12,87.5,84.54,92.02,99.98,99.95,89.53,86.73,98.57,85.09,84.44,6.95,99.99,79.89,1.88,38.83,21.02,,,44.73,1.34,0.17,,,,,,
147119,0.15,18.23,,0.0,,,,6.48,,0.45,,,,,,1.09,,,,,,,,,,,,,,
54879,25.73,79.07,36.13,14.66,42.78,26.05,20.43,5.34,5.66,33.33,58.16,19.42,15.92,14.67,53.61,0.45,36.42,3.76,17.05,,,,,,,,,,,
31379,51.02,65.2,62.86,66.09,71.29,55.86,40.02,23.97,49.19,77.4,30.98,36.5,48.25,32.62,28.69,3.32,34.48,0.5,3.09,,,,9.14,,,,,,,
79757,11.07,5.33,19.99,38.73,13.55,51.64,9.78,5.77,17.73,28.73,2.76,13.94,10.78,0.17,1.97,0.8,0.2,,,,2.77,3.02,,,,,,,,
83257,48.34,91.4,53.55,45.16,53.69,31.04,51.8,11.96,33.84,13.33,1.53,42.28,11.39,15.92,28.86,23.83,,,1.95,,,,,,0.22,,,,,
8897,4.98,4.71,4.25,33.65,20.22,49.42,0.17,6.63,18.73,17.62,,29.47,11.2,,,,,,,,,,,,,77.4,,,,
25400,48.78,82.27,85.8,95.39,77.45,70.47,99.95,50.23,46.26,58.95,8.78,58.02,71.82,0.75,95.46,46.5,22.86,23.99,57.34,0.0,,,0.33,,,,,,,
37998,1.74,2.38,0.0,0.0,0.38,,,,,,,,,0.16,,,,,,,,,,,,,,,,
87303,54.67,37.32,20.81,44.81,17.66,22.27,2.3,43.35,1.82,24.04,15.4,61.23,10.45,10.74,,3.14,0.0,0.0,2.81,,,,,,,,,,,
86463,98.03,99.99,99.78,94.48,96.38,91.2,13.39,96.92,94.24,80.9,44.35,70.56,56.21,6.6,12.16,47.03,53.1,5.83,0.0,0.81,20.08,,6.67,,,,,,,
81250,66.75,75.29,75.15,54.38,77.43,62.57,99.49,70.03,66.07,63.67,19.86,58.88,22.46,20.96,69.27,16.5,67.87,7.89,2.28,,,3.03,0.35,0.0,,,,,,
77300,67.03,76.06,97.64,86.63,89.47,89.52,49.16,87.74,86.28,38.03,35.33,73.29,28.21,0.47,4.52,28.52,0.17,27.09,,,5.23,0.59,,,,,,,,
55325,74.14,52.13,89.5,63.2,67.68,24.47,4.31,35.84,49.04,35.48,89.26,93.19,0.94,1.62,59.51,7.49,,,,,,,0.0,,,,,,,
31333,7.28,9.58,15.35,18.53,23.2,18.46,14.27,8.58,43.32,4.06,,3.06,1.85,0.6,9.89,3.57,0.45,,0.3,,,,,,,,,,,
82942,23.44,51.43,25.49,7.88,27.26,19.66,13.19,23.56,42.59,42.98,4.78,21.29,12.47,15.97,0.0,0.45,56.57,0.15,,,,,,,,,,,,
13852,41.64,46.17,66.99,61.5,85.83,71.73,99.5,9.49,25.24,60.5,88.85,56.96,49.5,57.55,,0.17,2.93,0.94,0.15,,5.6,,,,,,,,,
63317,73.56,37.66,45.05,42.58,24.53,26.18,69.54,37.85,6.25,29.98,46.82,64.7,80.54,11.23,,3.7,,0.74,0.35,0.59,,,,,,,,,,
237870,98.29,68.51,59.62,96.48,87.76,80.43,16.59,99.96,66.25,98.52,98.72,90.05,83.3,,99.83,52.9,2.41,31.54,1.79,,,,,,,77.22,,0.65,,
5353,90.9,84.35,93.76,86.12,75.35,59.86,67.08,61.55,52.9,89.29,46.63,89.68,63.12,42.02,89.05,36.12,20.27,,48.36,,7.0,23.71,4.01,,,,9.01,,,
790,44.4,54.82,87.37,71.71,84.9,78.78,98.39,24.71,51.42,52.95,80.72,25.66,70.01,10.67,21.47,13.4,89.06,34.79,0.23,,,,,,,,,,,
87540,3.46,32.23,42.86,16.76,14.5,51.85,75.86,7.86,0.8,37.98,26.85,17.72,0.88,0.15,,0.17,1.92,37.91,,,,,,,,,,,,
13195,13.01,45.61,32.74,53.81,23.53,61.38,4.78,21.99,16.45,42.91,4.9,3.6,42.04,30.71,,0.17,0.16,,,,,,,,,,,,,
55998,37.26,5.76,88.49,50.33,90.61,99.76,3.17,3.42,54.01,2.97,1.8,48.19,80.54,0.78,0.7,19.56,,15.26,0.0,,,,,,,,,,,
145074,60.45,84.88,97.38,66.64,44.97,53.83,78.83,71.58,84.11,53.41,49.03,98.5,4.48,50.92,64.93,33.2,,,,12.67,,,2.06,,,14.57,,,,
178978,75.41,95.26,95.83,93.15,95.71,87.96,89.76,99.99,99.08,64.7,19.09,78.15,39.42,81.74,11.21,51.8,2.84,39.41,,,3.14,0.7,,,,,0.0,,,
123358,31.91,0.82,0.2,32.24,7.25,38.02,7.38,0.19,13.09,0.0,0.82,4.0,1.53,,0.59,,24.44,,,5.16,,,,0.15,,4.06,,,,
23217,58.06,62.61,65.79,57.07,85.67,61.99,79.88,60.6,38.67,73.75,2.24,6.56,8.41,99.92,9.06,0.15,0.0,4.33,,,1.95,,,,,,,,,
120313,95.46,85.86,61.21,89.75,11.11,65.33,59.81,12.56,8.08,64.38,0.59,76.67,71.84,38.98,0.9,,6.25,0.18,,16.1,,,,,,35.47,,81.3,,
47801,66.4,41.92,22.39,30.59,6.81,4.06,28.28,10.94,3.99,16.9,12.65,3.08,5.2,0.0,52.03,0.97,2.3,0.56,,,0.59,,,,,,,,,
