SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408,FLAG
23226,17.16,5.56,30.08,2.21,15.45,10.63,0.0,28.73,3.18,12.49,25.55,1.62,,4.36,,0.16,,,,,,,,,,,,,,,1
3522,70.79,66.87,68.21,88.11,63.64,72.74,66.46,41.76,68.21,90.31,23.14,34.46,27.95,46.2,0.47,26.95,11.6,,0.59,,,,0.0,12.14,,,,,,,0
373556,15.33,6.65,5.91,60.73,18.39,65.24,22.16,2.49,31.2,25.56,0.19,18.11,11.89,,,,,,,,12.85,,,,,34.79,,,,,0
57077,74.31,58.19,58.56,19.52,23.89,40.7,14.5,17.64,56.56,0.2,13.88,57.86,,35.78,30.89,8.5,,1.79,,,,4.98,,,,,,,,,1
105759,91.88,94.14,86.55,87.08,79.82,65.34,98.48,82.54,10.76,97.63,99.79,91.12,98.93,63.74,,20.15,89.4,1.37,23.08,1.59,,,,,,5.77,,0.0,,,0
32075,32.63,74.15,43.36,75.77,22.37,57.99,24.08,22.55,47.02,81.14,11.23,61.51,24.47,9.61,,4.3,,,22.31,33.95,2.8,4.35,2.52,,,,,,,,0
44745,88.51,99.99,49.61,62.09,68.7,42.07,60.31,96.23,9.86,99.89,33.54,59.67,28.58,2.29,99.99,99.99,99.99,83.94,34.91,,,3.08,,,,,0.15,,,,1
11607,58.37,56.36,62.23,68.58,71.42,69.18,21.53,74.16,76.34,62.56,43.65,64.2,64.02,62.1,5.67,40.76,10.83,3.28,0.15,0.17,2.08,,,,,,,0.0,,,1
66047,31.69,58.55,61.28,66.83,60.61,75.56,1.88,95.21,33.04,9.9,7.89,58.53,13.11,2.7,45.36,15.39,17.46,,,,,59.43,,,,,,,,,0
232945,99.98,99.81,97.15,99.96,93.58,78.53,98.45,99.99,62.17,99.99,99.98,88.87,99.96,50.03,99.93,13.42,99.98,7.57,57.63,24.55,,0.65,,,,,57.48,,,,1
57756,62.18,50.67,49.38,39.11,26.52,17.27,32.05,54.73,25.41,17.52,67.55,53.44,2.51,21.49,30.48,6.68,30.33,,,,,,,,,,,,,,0
4676,70.16,74.93,98.99,72.29,73.81,85.29,62.88,95.3,48.08,67.34,66.1,46.9,24.16,29.72,51.7,12.28,17.25,15.82,2.3,,,,2.14,,,,,,,,0
65299,14.66,15.13,21.82,35.88,20.64,32.22,78.08,37.84,93.83,18.19,2.68,59.71,8.34,2.05,,0.45,3.14,,,0.94,,,92.72,,,,3.61,,,,0
68248,22.76,38.91,21.39,0.2,2.63,0.0,0.0,1.42,0.0,12.17,76.61,12.27,0.67,0.0,0.16,5.12,18.03,,,,,,,,,,,,,,1
9872,54.95,57.66,64.91,54.82,59.28,32.22,99.76,7.91,16.83,24.08,57.7,29.18,0.17,99.18,5.96,15.55,1.23,,0.5,,99.44,,,,,,,,,,1
94863,8.21,45.72,4.17,82.52,18.34,76.02,1.02,25.86,14.93,12.86,61.45,40.91,18.96,,1.05,,,,,,,8.55,,,,30.14,,,,,0
109735,23.58,25.51,42.55,77.99,29.36,78.48,6.49,91.24,32.81,65.14,9.81,69.42,49.38,,,,,,,48.21,,,,2.81,,50.45,,,,,0
77555,77.23,40.2,79.27,52.19,66.2,48.69,28.55,16.85,76.31,25.74,21.4,39.32,4.81,6.54,3.64,6.56,1.11,,,3.18,,,,,,,,,,,1
54550,79.48,4.18,75.32,44.87,33.14,68.7,99.76,18.74,26.57,27.12,1.43,14.14,0.0,27.3,80.68,10.26,4.14,,0.45,,,,,,,,,,,,1
63272,53.1,63.61,12.59,44.17,12.64,59.72,0.0,0.0,18.78,8.66,,13.77,13.85,34.81,,1.22,,,,,0.0,,,,,,,,,,1
76893,43.3,40.13,66.23,34.58,40.41,43.72,16.66,50.51,33.22,30.25,9.83,45.62,57.57,15.65,,9.57,,,,6.37,,,,,,,,,,,1
37518,57.12,57.15,79.33,45.47,31.47,69.2,35.6,71.5,46.7,72.78,1.66,,92.52,99.59,84.24,4.04,48.3,44.05,,,,,,,,,,,,,1
19982,20.06,32.68,40.78,63.04,76.9,42.42,64.72,32.85,95.77,32.66,15.61,9.37,28.07,9.83,8.35,4.38,3.01,,,,,53.81,3.62,,,,,,,,1
56440,73.07,70.31,92.25,92.24,99.63,89.08,87.8,79.23,75.97,91.12,98.78,52.18,14.41,38.39,97.64,40.14,0.65,9.19,39.46,39.09,,,1.62,,,,,,,,0
421383,17.92,22.93,79.9,92.35,32.46,97.33,5.89,15.47,43.02,33.78,48.86,80.46,42.12,,,,0.0,0.0,,1.29,16.5,,,,,27.1,,,,,0
62813,87.92,54.38,82.2,79.26,38.69,48.65,83.71,3.75,42.1,35.39,9.77,45.5,77.59,2.38,,40.97,21.12,15.55,,76.79,,,,,,,,,,,1
35456,29.9,17.51,20.85,71.78,74.39,88.04,91.58,61.0,96.52,89.81,21.59,61.5,17.47,,,,,,,15.34,17.48,,,,19.65,96.96,,,,,0
89286,11.16,9.09,10.05,12.55,22.47,20.25,5.42,1.17,15.31,11.97,24.05,22.46,,3.45,13.85,28.67,19.39,1.53,,,,1.87,,,,,,,,,0
26703,39.24,33.26,57.11,30.6,65.07,54.7,0.0,27.81,40.59,11.91,39.96,3.4,0.0,28.07,,0.17,0.0,,4.65,,,,,,,,,,,,1
7774,3.18,8.49,11.61,17.57,30.1,19.63,51.44,28.76,7.87,5.63,0.84,17.7,22.47,3.03,0.0,11.53,,,,,,,,,,,,,,,0
13835,88.5,83.61,98.73,65.89,90.06,68.12,12.23,65.78,26.83,74.73,21.73,99.22,23.57,7.74,0.23,11.53,9.04,0.0,18.96,33.33,14.93,0.59,2.7,,,3.44,,,,,1
231097,2.85,1.46,8.41,1.87,13.35,11.15,0.7,10.1,1.56,0.0,21.51,12.95,,,,,,,,,,,,,,2.59,,,,,0
74844,58.89,37.71,46.91,32.53,24.49,34.53,,21.13,14.74,54.55,66.54,18.63,5.32,42.47,,0.15,35.16,,,,,,,,,,,,,,0
48021,32.76,64.39,57.53,85.03,50.48,83.19,40.79,32.36,38.79,88.49,58.77,74.59,53.62,4.07,2.39,10.86,5.05,,0.47,,,,1.46,,,,0.15,,,,0
56152,99.71,93.2,62.03,99.84,97.17,96.19,90.65,98.36,85.06,97.18,41.16,99.98,91.98,74.71,22.27,40.21,90.76,66.31,78.71,3.95,8.25,,34.46,,,96.34,8.38,,,,0
132,66.71,54.56,79.76,88.58,88.76,85.53,98.52,8.77,99.96,59.42,17.4,52.62,3.17,55.18,,3.03,79.84,13.19,2.3,,,,,,,,,,,,1
255166,92.71,61.22,61.16,69.12,29.84,42.57,82.28,47.83,59.25,78.07,6.41,6.33,8.73,2.29,12.71,24.82,14.89,,,,4.52,,,,,,16.94,,,,1
45020,59.34,70.14,7.75,21.82,6.46,24.12,0.0,13.64,10.86,14.62,10.94,0.2,8.99,36.47,1.84,4.75,2.23,,,,,,,,,,,,,,1
6250,72.05,87.87,92.3,91.34,96.21,93.05,99.88,65.71,89.51,93.22,92.46,53.44,44.23,33.87,62.1,35.55,17.97,16.11,3.22,10.03,0.3,,14.44,0.0,,,,,,,0
18258,30.09,22.93,13.72,76.17,54.98,31.2,99.41,31.47,99.99,35.07,34.87,15.28,34.8,1.38,1.85,3.03,7.61,0.0,1.9,,,,,,,,,,,,1
77859,47.16,68.22,58.84,88.39,60.32,80.1,38.66,68.27,21.44,97.05,1.3,51.25,4.86,22.7,0.45,4.55,,2.39,,,,,,,,,,,,,0
452984,48.49,85.04,7.06,70.77,69.14,82.06,0.58,61.4,34.16,67.9,57.61,67.07,0.0,,,,0.0,0.0,,,,,,,,62.16,,,,,0
15155,74.7,42.1,62.61,83.3,76.91,88.85,20.08,16.23,81.53,39.62,10.06,35.93,9.99,83.24,0.2,9.16,1.17,3.03,5.47,50.92,15.89,,,,,,,,,,1
6129,30.53,30.02,55.91,56.67,93.46,56.94,99.63,91.67,71.35,54.15,31.79,54.63,5.84,19.04,88.66,7.72,0.6,1.62,,,,,68.89,,,,,,,,1
56507,66.92,45.84,74.1,18.27,51.81,44.92,99.21,41.15,5.79,71.26,17.96,65.7,,24.09,70.39,11.83,0.0,0.7,,,,,,,,,,,,,0
54285,81.4,80.73,96.91,48.77,76.12,59.87,51.63,26.21,31.06,34.01,11.72,97.54,62.56,31.53,10.32,6.98,0.53,0.0,20.22,35.94,0.17,28.99,,,,,,,,,1
76098,99.03,91.7,84.75,93.2,98.97,90.94,47.45,95.64,82.17,89.4,99.81,50.73,45.15,18.09,2.12,14.76,18.25,4.23,0.16,,5.15,0.59,23.68,,0.0,,,,,,1
166079,37.47,35.01,39.97,55.97,45.92,33.28,26.68,53.9,23.07,38.96,21.72,6.21,21.2,2.51,32.31,7.91,0.25,9.36,7.94,,,,,,,,3.39,,,,1
36127,71.19,54.3,69.36,72.94,61.74,61.11,85.95,58.22,48.33,58.37,97.32,37.72,22.38,64.36,6.76,9.34,85.14,65.9,,0.5,12.54,43.34,,,,,,,,,1
71339,33.47,74.8,26.82,41.82,25.48,73.93,0.0,57.37,14.85,33.22,5.58,,0.53,30.77,8.54,0.53,0.0,28.05,,,,,,,,,,,,,0
180747,97.9,97.99,97.99,97.46,92.71,92.5,84.64,97.67,51.1,97.99,38.09,96.43,89.8,11.1,0.47,39.2,92.02,4.56,85.99,18.03,13.85,,,,,,97.09,,,,1
108000,20.43,36.04,11.79,19.2,44.63,21.89,30.6,19.64,71.24,20.69,33.45,36.81,1.18,7.15,,1.89,,,,,,,,,,0.17,,,,,0
17653,62.75,39.42,19.24,59.39,27.01,55.43,91.1,12.49,3.51,4.52,0.97,52.96,12.6,14.52,1.47,2.99,,,,,45.01,,,,,61.31,,,,,0
19723,7.65,8.56,4.6,64.91,39.15,63.95,21.95,16.17,28.98,39.01,63.56,17.12,45.85,6.96,22.51,3.03,,0.0,,99.2,,,,,,,,,,,1
13909,92.76,76.26,99.43,91.44,98.95,84.07,87.04,99.96,82.51,79.19,99.97,80.87,39.59,42.89,48.59,15.08,41.9,31.07,9.87,0.0,16.93,8.05,,,,,,,,,1
42675,31.25,54.17,66.9,74.82,56.08,41.52,27.72,72.05,48.84,45.63,11.55,41.23,3.89,97.41,34.01,10.3,76.46,40.48,,,,33.0,,,,,3.78,,,,1
72018,83.92,37.32,18.33,35.1,21.26,47.24,99.7,26.4,14.03,25.74,10.73,76.59,1.16,0.77,,30.31,13.02,,2.71,0.0,,,,,,,,,,,0
39459,80.7,69.0,73.21,88.88,91.82,74.22,33.82,10.86,66.91,54.88,20.82,85.47,63.16,59.67,2.27,51.63,14.03,1.72,,,,,,,,,,,,,0
140894,59.41,37.23,58.73,61.96,82.41,52.64,67.92,52.8,43.53,58.02,61.61,50.46,20.24,5.08,45.41,15.67,36.8,0.45,3.13,7.76,19.86,,,,,4.88,,,,,0
37075,26.55,18.67,50.39,27.31,31.22,24.72,8.84,11.56,18.03,26.11,14.6,42.98,18.71,1.85,0.4,10.12,7.28,12.48,,,,,,,,,0.0,,,,1
74640,29.74,28.5,33.98,49.13,20.75,76.05,47.13,25.42,12.1,1.02,9.35,64.98,4.0,84.68,,0.15,,,,,0.55,0.35,,,,,,,,,1
92254,77.67,85.0,34.3,31.52,50.29,40.07,8.26,11.02,14.38,11.06,20.77,86.07,0.0,12.64,73.83,4.24,,,0.0,8.57,,,,,,,0.17,,,,1
129005,47.41,67.94,46.03,91.13,82.8,73.77,21.86,58.1,18.81,90.39,50.66,89.79,99.79,10.78,1.35,0.59,,,,,36.85,,,,,29.13,,,,,0
31018,52.07,76.38,73.81,86.4,75.76,79.18,0.19,70.76,44.82,68.68,84.1,,11.17,36.47,,25.6,,26.39,,,,,,,,,,,,,1
19794,1.82,19.0,45.64,41.43,50.59,66.45,0.4,7.7,27.83,6.89,51.17,2.03,6.01,7.8,,7.01,,,,,,,,,,,,,,,1
6502,37.62,60.55,46.64,24.14,30.92,19.69,54.2,24.63,29.58,3.79,76.24,9.29,0.0,15.18,29.75,66.45,1.72,,29.24,,,1.39,5.23,,0.4,,,,,,0
16616,49.63,26.45,7.86,22.07,26.13,31.37,2.3,7.69,6.57,9.67,0.41,0.17,4.62,16.36,6.38,0.17,4.97,,0.4,,13.32,24.06,,,,,,,,,1
21558,48.28,62.38,38.68,90.03,71.31,38.55,99.62,88.59,83.77,96.99,48.87,31.21,30.08,1.34,77.44,55.17,,15.56,6.23,,,,,,,,,,,,0
72855,95.02,60.53,98.19,97.73,78.65,74.28,55.44,98.62,86.68,96.35,6.51,30.4,61.27,3.0,,53.46,6.49,0.87,,0.0,99.07,,,,,,,,,,0
181166,99.99,94.54,99.87,99.97,99.9,93.11,40.81,99.96,85.62,99.89,92.87,98.02,82.9,,99.97,,45.19,6.53,,9.35,,,,,,6.43,,,,,0
6412,4.72,18.07,12.57,28.87,18.14,23.96,29.09,19.6,13.09,11.59,4.03,11.94,0.35,1.38,,3.32,,4.17,,,,,,,,,,,,,1
6936,11.37,42.91,30.65,23.65,20.3,27.08,11.92,14.34,34.64,21.73,14.38,12.38,62.8,2.7,,7.93,,2.03,1.91,,,,,,,,,,,,1
11076,89.75,77.84,77.05,84.83,80.46,71.19,78.77,54.84,87.08,93.39,55.57,59.21,42.76,42.17,81.91,4.38,32.96,11.48,0.59,,8.07,31.08,,,,9.63,,0.0,,,0
223486,68.82,89.98,63.78,72.47,16.08,29.64,22.59,94.86,18.52,90.38,29.65,29.65,2.74,0.0,1.0,20.02,60.29,2.41,,,,29.91,,,,,3.39,,,,1
26767,94.99,79.87,72.73,99.44,79.98,97.08,9.39,72.07,76.13,97.93,4.15,51.18,89.41,15.45,0.16,35.15,3.2,3.21,,3.39,,,,,,,,,,,1
34168,82.39,95.57,98.76,98.57,93.96,75.64,3.64,99.91,35.04,99.99,7.06,3.52,95.24,30.28,31.71,47.57,1.0,2.13,,0.65,,,,,,,1.23,,,,1
34704,49.87,62.14,65.99,61.61,73.9,66.5,27.38,29.83,63.71,32.63,5.78,49.96,49.38,44.91,58.22,0.75,,1.04,,0.65,,,15.99,,,,,,,,1
103320,98.49,98.83,96.4,95.49,94.93,91.38,45.43,79.48,83.4,84.07,63.78,96.53,76.33,71.95,16.09,22.1,17.82,51.95,22.86,10.63,1.29,9.85,57.12,,,,1.63,,,,1
828,80.7,89.87,96.1,84.03,92.4,64.04,98.54,25.38,99.99,96.17,29.17,76.02,6.94,52.21,15.12,56.22,0.0,4.79,,,98.05,,,,,,,,,,1
81680,55.4,61.04,89.09,99.87,72.49,99.3,59.04,43.61,57.63,54.99,28.27,37.47,63.08,0.3,5.27,4.33,1.62,,,,35.42,,,,0.33,,,,,,1
9776,0.68,6.79,28.66,3.18,15.96,13.97,0.39,1.38,0.58,0.2,8.35,0.2,,0.8,,0.15,,,,,,,,,,,,,,,0
39800,52.04,51.78,65.36,82.53,99.29,99.97,11.23,61.08,92.84,68.08,22.19,59.44,84.76,24.1,19.76,32.08,,,3.1,4.86,,,,2.59,,,2.67,,,,0
40655,97.76,93.96,99.0,92.33,73.02,74.46,52.02,89.38,79.76,82.16,23.98,92.86,25.49,99.99,99.99,1.49,28.44,0.15,21.48,4.78,99.86,,,,,,,,,,1
106756,65.4,51.43,33.58,28.81,30.88,66.76,,46.05,11.98,12.36,72.64,21.27,3.39,25.77,,12.31,,19.72,,,,,,,,,,,,,0
65961,80.81,86.42,99.83,81.76,93.16,96.14,5.38,92.61,96.86,39.14,26.94,5.58,62.74,9.2,24.55,41.74,6.99,1.62,,,,,,,,,,,,,1
230313,69.16,39.91,56.13,78.3,47.92,40.8,15.37,84.91,30.97,81.38,60.65,7.29,16.43,4.01,8.94,7.52,0.3,5.25,4.06,0.16,,,5.56,,,,0.16,,,,1
101741,61.38,8.17,83.44,8.22,18.16,44.7,0.0,9.03,23.02,36.47,54.29,1.91,2.29,6.14,,5.01,,,,,,,,,,0.16,,,,,0
95086,24.44,9.3,11.04,23.75,18.11,35.54,0.81,0.0,2.31,4.79,35.14,26.84,12.39,7.24,,0.77,,,,,,,,,,,,,,,0
26325,40.83,57.37,43.1,52.12,6.86,15.1,0.19,30.02,8.12,36.06,5.91,0.17,3.62,26.83,,5.18,0.53,39.94,,,,,,,,,,,,,0
24241,66.83,99.97,34.84,75.25,39.7,25.01,20.14,53.4,21.33,44.92,0.39,54.75,,0.6,91.25,14.83,6.36,,,8.27,,,,,,,,,,,1
47016,94.88,99.98,17.8,93.05,62.57,59.3,74.03,74.98,31.95,99.76,41.64,51.28,15.58,0.7,94.99,7.93,99.9,63.65,7.15,,,2.56,,,,,,,,,1
233165,91.97,93.17,90.31,99.63,38.59,16.49,32.47,94.34,56.07,88.89,4.77,28.27,33.88,,38.26,,0.0,,,,,,,,,39.65,,,,,0
103938,54.48,18.34,24.9,13.22,7.27,40.74,64.33,34.56,37.15,21.26,0.0,43.58,63.69,0.49,,0.15,0.33,,,,,,,,,,10.01,,,,1
58349,22.23,19.44,19.85,18.11,52.52,32.82,0.0,0.41,0.82,2.0,35.26,18.37,,20.9,,0.45,,0.0,0.3,23.08,,,,,,,,,,,0
65817,58.5,50.14,30.92,92.25,39.16,47.47,24.98,35.46,46.24,89.4,2.99,56.56,8.04,0.33,14.3,33.63,77.75,0.0,2.44,,,,,,,,,,,,0
88490,13.23,27.44,60.84,38.2,27.56,37.6,4.52,38.59,23.83,25.78,57.53,3.97,7.22,0.0,,4.36,15.88,0.58,,,,,,,,,,,,,1
76546,51.28,7.84,15.52,17.69,29.45,43.59,98.13,11.78,45.23,50.41,2.47,0.89,1.93,3.63,0.0,1.74,,,,,0.74,,,,,,,,,,0
93427,82.17,54.49,86.16,89.55,85.55,69.32,54.76,82.01,66.63,84.69,36.36,85.45,13.45,60.2,11.0,17.4,38.89,36.12,,,,,,,,,,0.0,,,0
4339,80.71,25.75,86.87,50.77,43.98,35.13,11.13,22.48,33.86,20.93,25.2,29.37,4.89,1.8,,7.35,0.0,,25.35,,,,,,,,,,,,0
56123,35.61,76.19,79.07,84.1,59.55,67.37,37.62,76.74,49.91,61.76,9.38,62.91,11.02,0.15,13.03,6.25,0.0,0.94,,,,,,,,,,,,,1
71639,53.96,32.75,26.16,38.08,13.91,43.08,,4.11,16.47,48.1,4.4,1.76,0.49,0.0,0.17,78.15,,3.94,,,,0.65,,,,,,,,,0
39984,53.68,68.79,64.18,87.77,94.94,51.77,7.93,46.46,67.27,57.14,73.43,31.17,67.68,82.36,0.2,10.06,89.51,,37.52,4.45,,,93.96,,,10.36,,,,,0
33037,75.79,4.37,42.32,11.45,5.76,26.43,42.48,1.02,7.99,20.75,17.0,0.61,1.56,0.0,,0.45,,,,1.77,,,,,,,,,,,0
25304,70.0,42.56,62.64,12.47,29.36,21.02,13.72,14.0,32.45,7.91,10.8,6.61,9.55,4.06,0.16,16.84,14.47,11.96,,,,,,0.17,,,,,,,1
49448,8.1,10.03,17.42,23.4,23.71,40.02,47.42,5.56,1.82,0.41,,29.27,,0.0,,2.51,,,,,,1.18,,,,,,,,,1
38017,52.16,28.99,46.06,23.66,15.04,29.43,28.34,16.13,11.54,26.01,7.53,57.49,1.62,14.45,7.76,2.15,,,0.33,,,,5.83,,,,,,,,0
74780,75.47,55.57,73.45,72.08,65.69,90.41,16.55,46.97,50.07,30.87,70.43,30.38,4.59,0.0,95.54,11.11,27.92,,7.06,,,,,,,,0.0,,,,1
125884,31.86,36.3,39.72,57.14,35.62,42.07,3.89,54.54,6.1,42.68,34.9,85.97,3.59,26.2,7.92,21.14,,0.59,,3.55,,,,,,23.33,,,,,0
80140,29.53,79.09,60.98,95.52,94.47,62.26,80.28,65.99,54.78,33.5,5.29,89.89,93.49,5.21,95.79,58.58,9.42,0.45,82.95,36.36,,,,,,,,,,,0
62322,19.68,95.66,99.36,26.25,74.01,36.0,15.14,19.63,48.34,11.12,4.76,2.51,0.0,0.7,,5.93,3.02,13.73,,,,,0.94,,,,,,,,1
60629,56.9,19.9,51.77,44.41,26.08,65.43,97.92,12.42,12.49,33.01,13.76,16.57,,11.68,7.82,0.15,16.26,,1.57,,65.71,,,,,,,,,,0
71080,86.77,76.86,67.63,86.85,67.08,67.88,59.27,21.0,70.67,55.01,6.55,35.39,4.16,2.83,1.94,0.17,3.63,,4.81,27.67,,,4.49,0.35,,,,,,,1
44334,80.57,51.4,98.81,14.54,17.21,51.6,90.44,11.05,29.8,10.47,3.46,62.79,0.15,59.01,,12.2,11.42,,,,,,,,,,,,,,1
16059,99.75,83.84,86.67,74.43,88.86,68.91,76.9,93.12,87.31,86.84,60.74,76.08,64.94,72.49,85.45,11.3,80.52,6.47,1.49,,0.7,13.8,,,,,,,,,1
45442,88.67,94.21,94.95,95.67,99.98,88.37,15.81,89.08,96.22,94.34,1.57,1.3,44.83,79.64,,3.03,,,,,99.94,,,,,,,,,,1
79494,28.61,39.1,10.37,32.9,18.12,40.24,6.91,43.78,11.1,18.36,17.17,60.2,49.14,10.71,0.0,6.13,,99.96,22.58,,,,,,,,,,,,0
38412,35.97,21.59,33.54,19.49,15.67,16.74,7.1,73.34,18.23,42.19,12.88,26.77,1.49,0.6,,11.82,,24.87,,4.45,,,,,,,,,,,1
49102,54.04,52.75,83.11,87.58,84.82,82.99,47.29,96.84,87.97,78.01,40.97,95.73,99.99,6.23,17.21,22.7,5.57,5.58,1.25,32.29,,,,,,0.17,,,,,0
31717,15.96,72.41,36.49,61.27,27.79,52.77,8.56,57.71,18.67,36.52,52.22,24.46,1.9,0.0,9.05,0.89,,1.09,,,0.94,,,,,9.07,,,,,1
18280,53.38,58.68,67.81,36.09,70.23,32.68,99.1,24.6,29.64,38.89,94.76,12.29,23.39,19.85,0.2,30.73,1.04,,,10.33,,,0.94,,,,,,,,1
78963,63.05,45.01,51.54,56.96,86.28,72.4,89.25,98.98,20.93,43.68,72.74,52.84,24.65,39.2,,4.5,,25.21,0.7,,,9.17,,,,13.52,,,,,0
58514,32.96,2.38,22.63,62.01,35.71,76.39,1.06,3.31,25.95,12.44,0.0,4.83,,,,,,,,,,,,,,1.76,,,,,0
147029,15.47,68.12,39.83,94.51,68.81,94.7,4.1,41.87,56.19,72.67,54.76,7.91,24.93,9.14,1.06,3.03,8.96,0.0,,,,,,,,,10.3,,,,1
42576,95.39,98.17,99.3,98.9,97.75,90.29,72.33,98.84,87.89,86.6,91.7,72.05,37.24,81.45,89.35,27.79,15.18,27.35,9.26,,,2.34,,,,,0.0,,,,1
12219,92.47,79.55,96.13,99.57,88.36,87.33,92.35,40.83,88.57,72.12,1.8,97.52,78.6,0.23,94.69,52.52,5.68,,3.16,61.53,5.58,,,10.42,,,,,,,1
64712,1.03,22.4,1.21,21.32,5.84,19.17,5.47,3.71,45.77,9.89,0.87,11.72,3.12,,0.41,,,,,,,,,,,28.4,,,,,0
67481,14.05,22.14,7.36,12.27,12.53,36.52,0.74,24.36,2.98,11.4,4.09,,,1.61,0.92,12.18,1.82,0.45,,,,,,,,,,,,,1
42092,16.46,35.46,20.79,51.79,45.43,59.25,25.57,5.38,81.23,21.82,0.15,70.98,0.0,1.33,,5.31,0.58,11.55,,94.99,,,67.4,,,,,,,,0
210410,99.89,99.87,99.38,99.75,98.77,85.77,82.92,99.99,76.5,99.99,99.6,41.58,99.74,1.62,95.54,90.63,94.3,54.47,82.74,,14.18,,,,,,0.0,0.0,,,1
30398,95.19,70.34,93.97,71.77,73.7,55.05,47.86,96.59,80.94,56.37,62.25,46.0,9.86,3.42,13.27,38.44,2.17,7.14,,14.86,,,,,,,,,,,1
134986,58.75,34.34,27.9,47.11,40.41,47.4,15.2,44.9,56.31,33.34,37.62,15.37,10.09,,,,,0.3,0.17,0.19,,,,,,17.8,,,,,0
47089,72.95,66.62,80.28,89.36,80.09,81.71,64.58,63.86,84.16,96.37,25.76,94.36,95.82,16.13,23.99,41.43,10.45,17.34,0.15,,1.93,,,,,,,,,,1
60861,14.94,7.91,0.0,56.86,10.11,29.04,28.85,7.91,69.58,4.01,,46.58,49.57,,,,,,,4.55,,,,,,30.46,,,,,0
55385,1.79,0.0,0.0,0.0,0.15,2.47,,0.0,0.0,,,0.3,,0.15,0.3,0.15,5.8,,,,,0.59,,,,,,,,,0
17317,33.79,39.51,81.47,27.69,70.97,25.72,3.02,5.13,50.21,8.6,,4.31,5.42,25.11,,11.15,,,,,,,0.35,,,,,,,,0
120423,91.25,63.21,98.91,95.02,72.91,66.72,5.57,84.51,49.63,99.83,72.13,99.81,79.12,50.57,,4.05,0.55,10.9,6.87,0.15,,,,,,6.68,,0.0,,,0
5186,77.44,74.04,73.52,76.37,68.31,69.39,53.77,86.15,62.11,82.71,68.42,68.62,87.65,52.25,68.89,14.85,37.37,40.2,43.1,1.68,0.23,,29.42,6.61,28.13,,,,,,1
7876,54.96,57.8,51.73,76.73,65.42,70.76,30.14,31.9,77.09,58.81,9.37,16.27,17.24,41.53,21.33,22.09,42.45,3.39,0.3,,,,,0.17,,,,,,,1
13496,77.47,24.52,49.69,13.68,30.68,31.49,0.2,4.34,10.55,64.59,,0.0,8.94,9.27,,0.15,0.56,,0.16,,,0.7,,,,,,,,,0
33219,4.6,0.0,6.71,0.0,0.2,0.68,0.0,0.0,0.17,0.0,0.17,3.4,2.2,0.0,,0.17,,0.15,,,,,,,,,,,,,1
45913,95.25,55.55,65.11,85.77,88.13,87.45,86.05,32.36,99.99,40.18,78.04,12.46,16.83,99.12,7.54,0.59,,,,,,,13.47,,,,,,,,1
12880,80.53,78.4,74.28,36.59,49.51,98.36,99.26,12.15,88.22,42.4,19.9,52.02,11.28,9.72,0.23,8.57,,,,,26.1,21.28,,,,,,,,,0
31380,15.17,9.65,3.03,9.54,19.31,11.72,26.12,7.37,72.9,6.58,15.18,0.3,4.42,10.19,,5.94,,,,,,,,97.31,,,,,,,1
60967,46.35,27.06,28.59,34.73,27.34,23.27,12.42,29.24,16.74,20.73,19.99,10.75,7.33,4.39,15.47,5.95,5.83,5.62,,,,,,,,,,,,,0
35133,93.32,33.33,50.82,98.38,75.81,77.52,85.04,53.5,29.37,53.42,29.98,72.26,97.95,78.05,7.39,20.58,4.92,6.07,5.82,7.13,,,,,,,,,,,0
84834,8.21,5.97,14.64,16.64,23.16,35.51,0.0,5.13,14.35,19.98,23.77,1.23,56.88,0.35,22.0,3.54,,0.17,,,,,,,,,,,,,1
123625,23.68,17.36,72.91,20.52,50.87,15.89,8.78,3.14,26.71,20.43,14.82,32.9,45.82,,23.08,8.05,31.57,,,5.76,,,,1.22,,4.27,,,,,0
166034,66.95,91.48,91.91,81.94,69.93,58.89,41.75,80.87,64.98,96.11,92.01,93.96,99.99,10.08,27.48,38.32,25.27,14.47,15.03,0.0,,3.55,30.93,0.0,,,0.15,,,,1
18139,91.39,87.16,61.08,73.65,77.84,61.49,80.49,65.39,67.52,47.02,70.55,68.47,35.26,8.25,4.92,6.32,1.64,6.43,,,,,,,,,,,,,0
211368,97.16,93.84,73.71,71.01,96.61,60.54,94.21,94.97,51.21,64.52,86.46,75.44,70.58,72.33,95.98,63.09,2.21,53.51,25.45,,,,,,,,0.88,,,,1
103662,88.65,80.21,62.14,96.36,84.96,91.86,66.39,66.7,45.28,71.83,9.23,88.57,95.99,0.0,0.19,6.36,94.43,,99.96,15.25,,,,,,84.21,,,,,0
21701,16.34,45.27,71.48,57.41,67.3,57.9,26.15,55.44,9.75,42.29,72.14,87.03,31.39,0.0,54.39,1.18,61.33,0.39,3.44,0.45,35.53,,0.16,,,,,,,,1
