SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408,FLAG
208037,94.15,97.44,99.69,98.52,97.04,93.17,78.18,97.12,90.08,95.86,88.92,76.91,78.97,26.2,52.41,60.73,34.76,28.18,66.44,3.54,33.96,,1.49,5.57,3.54,,0.35,,,,1
46966,74.76,34.8,56.34,19.92,33.05,54.21,79.02,14.45,6.39,65.77,49.54,93.45,0.0,24.24,,4.5,85.68,13.33,,,,40.93,,,,,,,,,0
22221,87.18,66.04,79.04,73.54,88.17,89.58,43.42,48.48,97.58,28.25,0.0,86.62,8.14,24.95,0.35,23.71,,,,,0.97,39.49,0.0,,,,,,,,0
16483,99.06,93.22,99.96,74.07,78.44,49.39,99.99,32.54,66.8,48.07,11.33,92.47,53.36,97.4,26.16,45.13,1.97,,11.73,1.98,10.5,,,,,,,,,,0
411224,58.73,22.89,55.04,84.54,21.81,81.26,68.7,39.92,42.34,93.99,0.6,66.29,85.21,,,,,,0.65,13.72,,,,,,6.97,,,,,0
118148,6.76,14.32,34.95,64.68,36.03,95.68,94.06,24.36,6.08,3.63,21.46,96.01,65.35,0.97,,,,,,46.53,,,,,,1.76,,7.63,,,0
32041,5.51,1.89,0.0,0.82,1.62,3.72,9.81,0.0,5.06,,,,,39.06,,28.21,,0.0,,,0.17,,,,,,,,,,1
32451,22.23,54.47,55.86,27.45,39.08,83.52,2.5,86.78,2.4,31.29,49.86,19.83,24.64,15.24,,0.17,4.43,98.7,,,48.19,,,,,,,,,,0
54592,23.77,21.91,54.15,61.13,62.03,82.03,37.67,1.9,47.03,27.0,43.52,1.5,10.94,23.11,6.87,4.34,,,,1.9,79.49,,,,,,,,,,0
10902,28.07,49.83,14.74,18.28,72.7,49.45,5.23,37.69,27.86,2.9,35.15,60.26,3.05,67.37,1.05,59.64,,,,,,,,,,,,,,,0
16878,20.09,51.04,19.89,43.16,43.58,52.99,17.9,8.41,42.55,53.66,65.08,24.67,3.21,10.01,39.92,4.0,6.58,2.3,,,,,22.62,,10.05,,,,,,0
31540,86.65,67.29,95.52,74.52,86.75,86.02,85.66,60.73,99.93,89.67,29.51,99.07,19.78,74.87,,27.79,0.0,,,,,,,,,,,,,,1
34559,99.54,98.15,98.74,98.6,99.92,84.61,99.9,99.99,89.45,87.96,99.92,30.14,5.33,77.15,8.62,14.23,100.0,18.01,0.82,0.0,,0.7,,,,,,,,,1
26571,16.18,55.89,36.38,66.77,58.68,56.63,67.0,14.01,98.71,2.83,2.45,37.89,2.79,16.77,3.41,0.16,,,2.3,,,,,0.65,,,,,,,0
101687,29.59,68.93,53.78,89.05,33.06,91.32,27.89,97.3,48.98,31.8,6.69,75.81,85.25,,5.91,,2.05,,,84.31,42.49,,18.99,,,0.65,,,,,0
465150,13.89,13.98,17.74,56.39,22.07,79.57,15.98,7.75,46.38,48.88,0.0,87.5,9.6,,14.22,,0.3,,0.3,1.56,0.33,,,,,17.57,,,,,0
156952,37.99,8.39,41.19,93.23,40.67,85.66,20.19,32.16,24.8,26.99,2.58,34.74,75.66,,,,,,,11.29,,0.3,,,,6.88,,,,,0
13948,71.14,78.99,79.66,77.23,91.38,77.72,43.41,53.86,33.88,21.95,10.78,99.76,23.54,38.03,1.7,5.84,12.22,,,36.05,72.46,,0.17,,,11.51,,,,,0
48129,33.19,84.53,89.47,96.8,99.18,90.25,82.87,78.69,82.8,99.87,99.61,49.78,90.89,29.09,11.0,12.44,0.39,27.1,,,4.46,,,,,,,,,,1
18529,31.84,36.55,45.96,77.43,42.99,67.12,39.99,61.73,33.24,34.26,2.85,31.54,35.43,0.44,0.0,14.28,0.77,0.0,2.47,,,,,,,,,,,,0
172217,,24.64,0.0,0.4,,,,,0.2,0.75,,,,,0.15,1.18,,0.3,,,,,,,,,,,,,0
83649,5.91,30.67,22.24,41.96,40.94,52.16,92.22,56.53,99.49,4.26,22.41,31.94,68.11,35.39,,0.94,0.94,,51.34,,,,,,,,,,,,1
143628,40.03,29.39,28.71,87.43,67.14,65.71,72.13,93.11,69.29,44.59,0.0,80.19,39.09,,56.93,,,0.3,,1.4,,,,,,54.57,,,,,0
78775,7.81,99.99,8.73,98.84,72.24,90.32,39.8,86.44,61.84,42.21,9.1,38.53,41.85,3.0,,0.49,,,,,3.46,,,,,,,,,,1
463066,15.26,6.78,19.84,15.69,16.89,36.67,0.0,2.39,7.76,1.81,0.3,57.71,1.62,,,,48.26,,,,,,,,,41.74,,,,,0
21579,31.46,25.46,41.86,28.94,31.2,26.63,49.86,32.41,55.67,23.53,11.89,21.6,15.77,5.22,2.33,11.61,7.15,53.42,2.25,4.37,,,3.05,,0.2,,,,,,0
71828,37.0,49.13,92.45,84.53,68.18,61.45,21.16,38.65,66.16,76.64,11.11,94.87,20.19,3.78,6.85,14.79,0.41,,,,10.52,,,,,,,,,,0
278042,67.2,37.96,85.9,28.39,44.45,36.26,91.85,24.24,36.89,29.44,45.93,15.61,2.21,20.82,,10.69,,9.68,,,,12.65,,,,,0.0,,,,1
235027,85.92,97.85,100.0,75.4,99.4,66.08,65.9,46.52,61.39,63.31,93.16,28.75,32.98,96.85,9.24,43.56,20.05,3.78,3.84,,1.85,2.26,,,,,7.57,,,,1
85274,61.16,43.04,99.99,87.26,90.8,96.06,7.82,11.53,85.79,76.68,98.87,35.58,0.19,0.37,94.34,3.12,0.16,,,,,,,,,,,,,,1
83460,5.35,15.29,21.66,13.39,6.23,20.63,25.42,0.15,3.97,0.3,,3.83,0.0,2.23,0.45,0.89,,,,0.3,0.17,,,,,,,,,,1
48095,3.01,42.93,21.79,36.15,13.93,36.43,8.13,2.96,13.75,11.9,,28.05,13.07,,0.0,,,,0.3,,,,,,,7.3,,,,,0
23883,84.79,85.17,83.11,95.65,74.62,74.82,80.23,59.93,45.82,95.05,13.18,30.16,90.96,2.38,,49.21,92.39,5.73,,,,1.6,,,,,,,,,0
21083,52.22,44.4,62.85,43.3,35.34,32.56,27.23,57.57,47.18,38.24,24.13,41.69,9.49,13.47,,5.28,25.69,,,,,,13.42,,,,,,,,1
429959,59.17,21.92,22.16,36.52,21.89,37.4,0.0,24.65,2.6,25.26,,27.94,,,,,,,0.15,,,,,,,3.3,,,,,0
37546,42.61,45.75,83.1,63.8,95.89,98.08,0.0,0.65,31.64,12.64,79.8,28.9,2.06,0.0,,0.8,,,18.29,,,,,,,,,,,,1
139265,87.54,80.0,97.73,99.11,98.61,85.17,30.18,35.81,91.76,78.36,99.95,96.53,8.92,18.01,5.22,12.67,0.0,,5.53,1.34,33.16,,2.04,,,,9.19,,,,0
177689,98.11,98.2,71.38,99.14,80.23,82.57,40.36,94.13,70.37,99.72,44.46,79.84,80.58,90.81,81.37,3.03,44.53,26.47,90.29,,29.32,67.97,45.34,,,,41.12,,,,1
203568,80.3,81.87,55.13,90.02,69.81,47.38,57.43,83.21,53.73,84.36,24.48,82.04,90.97,,60.34,,5.88,,,28.55,,,,,,63.23,,,,,0
20018,28.18,15.65,20.42,26.44,41.2,21.65,13.78,34.49,16.97,17.68,1.94,32.59,10.2,5.75,,0.15,1.18,4.1,1.95,,,,0.0,,,,,,,,0
54099,98.67,99.08,92.54,82.17,75.55,92.53,14.18,51.61,16.34,91.53,75.22,99.99,22.94,47.12,,0.17,99.47,0.17,22.95,,0.4,,,,,,,,,,1
8669,37.48,31.52,65.27,63.4,49.76,74.13,32.11,37.46,27.33,94.04,15.46,97.21,97.44,0.19,36.59,1.61,78.47,,,,,,,,,,,,,,1
48092,54.31,27.58,48.38,40.75,41.23,66.68,61.29,36.08,41.91,66.08,13.98,40.8,0.82,90.47,36.04,32.33,45.83,2.08,,,,0.59,,,39.1,,,,,,1
3687,30.25,87.39,80.79,78.04,92.48,74.09,75.69,75.14,67.34,48.89,24.18,95.62,29.6,1.38,37.0,42.15,26.88,,,,,,,,,,,,,,1
5154,25.59,3.05,3.39,59.12,24.97,56.64,23.28,26.02,22.99,29.79,10.68,2.96,0.0,0.2,,3.03,,,,,,,,,,,,,,,0
2252,9.81,40.15,29.35,17.73,15.49,16.88,21.22,20.06,8.48,5.86,40.32,4.65,0.0,8.64,6.55,6.59,,,5.25,,22.3,,,,,,,,,,1
192065,94.64,91.75,99.64,89.29,75.55,63.68,76.36,88.61,42.98,57.03,6.75,93.74,21.92,44.22,0.55,19.83,19.73,1.91,,7.51,,,4.39,,,,0.0,,,,1
184038,66.44,55.09,73.38,50.16,26.98,28.69,45.79,12.0,96.02,42.19,,40.55,2.48,,38.92,44.96,1.52,1.92,,90.03,,,99.95,1.35,,47.01,,,,,0
219359,18.85,25.67,2.72,59.29,56.11,96.68,8.53,87.43,34.6,81.48,31.12,51.67,18.43,,15.37,,4.71,,,,54.94,,,,,1.35,,,,,0
60271,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,0
86086,76.67,75.14,92.3,83.9,56.56,63.1,97.69,89.46,79.23,93.08,48.25,42.8,4.56,4.86,52.46,26.2,1.67,,,,,,,,,,,,,,1
43984,75.16,50.13,95.4,96.34,95.04,92.54,46.21,66.64,91.55,97.33,62.93,64.5,99.78,1.85,,0.41,83.14,87.86,3.57,,,,,,,,,,,,1
59329,91.74,47.2,66.87,89.29,66.42,73.79,21.43,7.12,66.99,95.94,30.98,56.19,44.59,49.02,,7.29,5.54,0.76,,,,,,,,,,,,,1
107174,97.97,98.7,64.96,89.83,75.31,65.89,8.69,99.85,56.15,84.47,11.1,78.71,33.78,1.38,,21.74,2.69,,97.99,4.9,,,,,,,4.0,,,,1
22148,35.22,24.21,56.28,43.05,22.18,37.95,67.28,44.84,31.71,6.67,22.1,4.78,65.07,1.62,43.58,40.39,,3.57,,,,,,2.41,,,,,,,0
77640,58.99,32.95,14.21,54.2,30.82,60.17,0.0,51.82,21.79,50.67,81.35,45.22,24.03,20.55,,11.51,,,,,,1.47,,,,6.7,,,,,0
30205,18.66,32.09,47.87,61.41,18.88,36.51,10.78,37.5,16.62,49.25,10.6,47.0,0.65,1.8,6.22,12.52,7.27,54.35,,,,,,,,,,,,,1
58312,98.12,7.64,71.44,21.52,37.01,76.35,17.71,2.09,26.08,3.61,22.29,,5.45,58.56,26.98,61.46,,,9.48,,,,,,,,,,,,1
16770,64.47,88.49,96.33,87.84,94.74,93.36,97.17,18.89,99.99,52.48,16.63,29.05,26.07,4.18,,7.02,3.11,0.0,35.48,,,,,,,,,,,,0
66619,72.14,62.28,15.98,13.8,33.87,75.92,50.93,2.28,8.48,3.46,,,8.06,7.62,1.83,0.17,0.0,,,,,23.16,,,,,,,,,0
106716,99.79,91.87,51.46,67.69,58.3,31.54,58.37,13.75,18.92,85.58,18.11,91.25,3.56,0.0,1.58,6.5,60.86,0.15,0.7,,,10.35,,,0.0,,0.96,0.33,,,1
261745,10.0,9.35,6.56,45.56,13.53,33.29,11.17,41.62,16.95,12.02,14.22,55.06,14.67,,24.97,0.17,,2.03,,8.73,,,,,,42.27,,,,,0
22169,92.59,92.37,86.25,89.85,93.49,88.47,85.93,74.84,93.28,89.54,17.16,69.48,2.48,3.9,0.4,55.43,8.89,61.46,2.1,90.57,5.63,2.7,,,,,,,,,1
100654,33.24,14.64,31.84,9.1,23.64,23.1,0.0,1.02,5.2,7.76,54.28,11.44,2.53,25.94,,4.73,,,,,,,,,,,,,,,0
260629,0.0,1.56,1.82,5.77,1.4,10.85,1.57,0.35,2.41,0.0,3.77,0.17,,,,,,,,,,,,,,3.23,,,,,0
236434,87.72,94.71,48.57,75.46,69.89,63.74,21.04,86.26,28.42,65.82,58.66,84.22,99.75,40.13,99.84,3.72,20.72,0.2,22.58,,,,,,,,0.2,,,,1
39293,91.96,81.57,86.11,94.41,89.24,71.32,35.31,79.81,71.72,67.56,9.3,29.26,3.1,76.33,45.39,35.49,0.0,13.63,7.74,,,,7.96,,,,,,,,1
62083,60.74,74.44,35.83,32.95,33.19,17.21,13.57,13.2,37.98,17.63,51.8,17.18,18.78,0.0,38.05,31.46,,13.39,2.44,,,,,0.16,,,,,,,1
78594,53.93,57.89,79.74,71.96,56.17,68.3,61.69,75.82,76.02,79.1,42.87,68.27,17.47,3.18,27.64,35.69,0.85,67.46,0.3,,,,0.45,42.77,,,0.0,,,,0
44801,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,0
40536,31.84,22.05,54.54,69.06,79.72,98.8,61.3,20.4,72.34,11.48,17.34,11.98,5.75,12.8,,6.32,5.05,11.49,,,,7.11,,,,,,,,,1
30217,26.45,11.23,47.41,57.66,23.6,36.1,38.8,15.28,14.65,33.43,4.97,30.64,1.9,4.64,0.0,2.92,0.15,6.61,,5.23,,33.75,,,,,,,,,0
39337,52.75,89.26,52.65,77.27,67.49,56.6,69.4,35.93,55.24,74.1,85.67,49.27,52.43,7.03,52.93,1.56,14.39,25.21,2.1,,18.34,,,,,,,,,,1
205743,95.06,99.67,96.02,95.82,95.47,90.21,61.73,74.85,94.63,99.74,71.32,93.94,99.87,14.99,72.99,4.38,96.31,59.83,44.62,1.74,,,0.15,,,,0.15,,,,1
151791,6.81,51.88,16.79,57.23,36.81,46.92,36.41,13.72,20.33,44.84,0.97,51.19,8.99,,,,,24.61,,,,,,,,27.76,,,,,0
53109,34.52,84.48,41.47,49.75,54.43,34.17,29.37,33.89,42.7,37.07,45.8,31.42,31.81,4.77,18.98,25.85,14.38,20.23,,,15.17,,,,,,,,,,1
41354,67.1,64.1,74.17,84.92,69.38,90.91,99.99,64.17,87.62,27.43,22.66,91.28,37.43,33.75,,3.57,,17.71,,79.53,2.7,,2.59,,0.0,59.58,,,,,0
25916,46.75,24.79,25.9,91.68,68.3,85.69,15.46,48.61,69.38,55.48,2.72,82.46,82.88,11.57,32.57,12.84,0.0,12.86,,,,20.21,,,,,,,,,0
251863,64.07,82.47,41.19,84.46,51.03,60.31,55.09,96.56,26.27,41.33,41.32,91.63,93.42,,0.16,,19.24,,46.14,41.68,,,,,,15.7,,,,,0
48325,21.26,23.29,23.2,29.54,42.64,70.7,0.6,2.2,19.12,19.12,0.35,11.94,,11.63,,3.33,,,0.17,,,,,,,,,,,,1
31098,40.37,99.99,30.67,80.88,58.83,71.05,48.6,36.35,90.35,71.65,95.73,19.12,22.64,27.29,2.18,1.91,12.13,99.99,,0.35,64.24,,,,,,,,,,1
47271,20.37,4.45,15.01,4.64,4.45,9.41,1.18,1.24,0.56,0.0,1.91,2.05,,50.78,,0.15,,1.54,,,,,,,,,,,,,1
50005,25.35,34.31,53.82,34.47,20.28,42.37,1.82,15.77,19.87,6.61,0.39,13.71,9.28,15.07,8.97,27.99,,,,,,,,,,,,,,,0
117756,86.69,61.34,75.77,95.12,96.96,63.55,72.83,86.66,52.08,90.34,40.11,61.87,93.29,3.14,24.44,27.6,77.74,10.78,0.33,,39.81,,,,,,0.0,,,,0
19695,88.6,75.63,94.83,98.52,93.73,87.3,87.34,86.19,75.01,96.44,93.24,99.48,95.94,32.37,11.01,11.66,99.99,34.77,15.73,21.17,0.93,,3.18,,0.2,,,,,,1
21797,36.06,41.56,58.36,32.24,26.31,31.42,8.88,10.44,17.15,26.42,19.87,81.76,3.12,1.1,0.55,42.09,12.73,15.82,,20.23,,,,,,,,,,,0
33161,62.98,57.71,95.41,97.65,80.13,72.69,47.16,74.91,89.04,95.9,67.63,68.26,15.64,43.61,81.17,3.57,13.68,,,,,,,,,,,,,,1
23177,74.88,95.46,99.35,81.38,99.04,71.37,91.73,35.05,95.6,89.35,92.35,82.93,82.28,3.18,99.99,43.53,24.9,30.25,39.34,0.3,39.51,,,,,2.74,,,,,1
205295,,0.0,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,0
47315,62.15,41.85,48.27,72.36,32.46,68.9,0.23,55.46,21.31,13.29,6.83,91.82,16.9,3.95,,,,,,0.0,3.82,,,,,5.68,,,,,0
81655,12.43,35.69,9.21,36.2,11.89,27.48,3.39,39.5,22.91,7.02,24.93,0.0,0.89,4.1,,0.15,,,,,64.98,,,,,,,,,,1
12243,18.31,12.04,80.9,17.28,21.37,39.07,0.91,3.73,48.1,5.15,23.81,15.64,0.0,1.83,0.7,3.57,,,,,,,,,,,,,,,1
38837,3.64,1.06,0.0,2.1,0.0,0.0,,0.0,0.0,0.0,,0.18,0.49,0.37,,0.16,,,,,,,,,,,,,,,0
58137,56.88,37.57,18.26,59.98,55.99,82.79,99.05,3.21,16.8,1.42,,33.4,0.44,,15.2,5.63,,,0.0,,,,,,,74.82,,,,,0
200089,98.33,99.38,92.87,94.21,98.1,59.2,38.47,99.99,25.41,99.48,99.29,72.65,91.65,76.33,52.4,14.88,22.96,45.26,5.95,5.46,,,,,,,10.96,,,,1
14537,42.04,87.54,47.97,29.23,47.74,28.77,3.91,45.25,31.54,23.71,6.5,39.65,25.13,2.1,1.85,4.15,2.61,0.0,,,,,,,24.58,,,,,,1
60387,34.45,0.96,21.52,39.91,11.75,43.41,10.99,31.75,7.61,2.47,,29.94,0.94,,0.5,,55.5,0.3,0.0,,,,,,,91.54,,,,,0
29746,44.73,12.32,38.96,34.49,22.24,19.83,12.36,51.05,27.57,24.19,9.98,45.06,48.9,11.33,17.81,50.75,66.47,8.54,,,,,0.0,,,22.18,,,,,0
26493,32.27,30.2,79.56,98.28,97.73,99.83,44.84,41.02,95.61,69.79,7.44,14.93,52.26,12.42,9.8,54.1,0.79,10.84,,3.31,0.99,,,,,,,,,,0
117673,99.94,99.89,99.95,99.99,99.99,99.98,99.48,99.99,99.97,99.99,98.0,99.87,99.98,90.9,94.26,93.64,98.75,79.39,86.62,42.31,34.89,3.78,35.39,0.15,26.49,,9.62,0.15,,,0
43687,23.58,62.02,96.55,49.49,70.41,28.53,9.89,59.82,48.54,47.79,2.32,16.87,0.53,1.44,,3.03,,5.18,62.33,,,,,,,,,,,,0
43260,57.97,49.45,89.38,91.14,86.21,92.41,59.54,36.71,92.7,65.1,50.1,63.35,80.52,37.39,0.0,66.27,4.12,19.1,,,18.68,,,,,,,,,,0
59760,12.93,96.25,36.42,20.52,55.7,78.39,18.64,1.16,16.09,1.22,61.31,10.44,1.53,45.32,,4.77,10.08,0.94,0.41,,7.71,,,,,,,,,,1
68037,31.17,2.2,18.03,3.77,7.84,5.15,34.68,1.81,1.81,2.94,,2.19,0.2,4.31,,9.43,,,,,,,,,,,,,,,1
72810,32.0,7.45,13.68,30.19,26.87,69.44,1.0,10.49,22.21,5.28,35.56,13.89,0.53,6.6,,6.16,0.0,,,,0.53,,,,,,,,,,1
99819,46.1,31.99,21.18,52.75,34.28,68.75,20.12,60.8,66.59,60.47,0.61,11.58,3.85,4.02,1.06,3.35,,3.18,,1.87,,25.98,,,,,,,,,0
96006,76.15,90.79,63.6,89.69,74.43,92.13,46.38,64.86,50.94,96.22,13.48,30.05,43.36,2.21,48.63,27.32,2.48,3.56,4.21,,0.81,0.7,,,,,,,,,0
58048,54.04,22.9,31.38,48.4,16.95,47.38,0.0,13.06,2.21,7.86,9.78,61.16,27.79,9.07,,4.04,,1.1,,,22.19,,,,,21.01,,50.66,,,0
40841,85.73,53.25,99.95,88.09,78.19,86.2,7.64,32.42,63.48,87.8,38.03,99.67,57.97,87.17,93.89,43.61,0.15,1.91,,,3.06,,,,,,,,,,0
3435,82.52,28.87,91.81,71.67,32.2,45.5,68.29,11.97,33.51,16.75,40.81,0.72,18.75,1.34,0.6,3.57,66.71,,,1.17,18.68,,,,4.57,,14.44,,,,1
87263,80.42,87.17,97.19,99.71,93.49,97.7,1.64,89.49,74.12,91.61,81.34,99.32,56.3,0.0,,43.38,61.47,4.36,5.33,2.3,,0.65,,2.03,,,,,,,1
18364,5.79,5.18,11.23,3.77,2.79,10.14,2.92,0.0,14.67,2.46,0.94,0.4,,0.7,0.44,0.7,0.0,,,,,,2.38,,,,,,,,1
68357,30.95,32.64,64.38,43.63,50.01,64.45,22.96,7.35,17.37,4.47,3.56,64.99,25.61,17.54,,8.39,12.67,,1.34,,,,,,,,,,,,1
49072,26.12,5.45,1.3,4.11,0.2,0.89,1.63,1.29,0.0,1.61,,,,0.0,,0.17,,,,,,,,,,,,,,,1
33138,93.53,31.43,60.33,69.96,68.35,39.22,89.58,49.67,99.99,59.02,11.29,26.87,0.77,0.97,,3.03,35.78,8.53,,54.44,,,,,0.0,,,,,,1
119979,22.6,55.87,42.55,42.46,59.15,62.38,10.17,10.58,0.77,24.41,53.01,85.07,5.04,23.01,,,0.15,16.64,,0.15,0.15,,0.3,,,2.73,,,,,0
96632,45.29,18.62,88.56,56.36,60.03,51.56,22.45,15.42,59.01,26.83,28.0,6.09,4.62,0.0,30.98,6.08,0.35,18.91,,,,,0.15,0.0,,,,,,,0
17151,78.63,74.7,74.66,67.47,90.35,59.42,7.53,53.18,27.81,18.93,9.4,2.59,24.89,50.36,,6.68,6.16,4.22,,,3.88,,,,,,,,,,1
91169,81.09,2.93,5.09,52.75,24.13,46.82,0.45,1.3,4.44,11.0,6.66,73.29,79.28,,,,,2.28,,98.18,,,1.49,,,47.3,,,,,0
119443,18.33,3.78,20.92,7.69,22.32,29.48,,0.0,6.03,0.0,0.0,63.53,,8.74,,0.15,,,,,,,0.3,,,,,,,,0
76459,81.44,30.79,6.13,1.82,6.81,20.76,29.11,9.97,1.82,4.82,62.3,34.67,1.53,12.89,47.86,0.15,,,,,28.63,19.98,,,,,,,,,0
49925,92.75,84.59,90.36,74.96,84.42,49.95,13.03,75.24,29.56,76.76,82.15,71.01,18.9,61.79,92.04,14.71,4.77,31.67,39.07,0.4,,,,,,,1.63,,,,1
503,14.9,10.96,15.27,20.25,30.47,29.6,11.74,11.44,41.8,11.5,19.55,23.41,2.09,31.47,36.22,0.59,1.42,,,,29.37,,,,,,,,,,1
64472,93.66,96.48,95.13,98.83,85.6,79.08,82.09,91.14,87.04,98.64,93.58,56.91,43.87,53.94,94.72,44.19,97.78,46.07,,23.93,,4.36,1.0,0.44,0.33,,,,,,1
24363,57.59,69.05,51.72,70.24,31.36,22.41,3.73,92.1,43.05,91.68,55.7,11.57,83.45,2.88,97.24,10.27,30.02,0.0,,,,,,,,,,,,,0
74608,55.88,75.46,26.6,86.42,62.76,71.2,28.04,67.47,60.06,58.27,51.49,83.1,13.65,23.76,0.0,38.91,2.58,0.74,69.34,,19.9,,,,,,,,,,1
68832,39.49,77.33,75.1,89.01,39.09,95.11,29.06,78.09,35.79,47.12,42.1,93.14,86.67,,,,59.69,0.0,,,,,0.2,,,3.54,,,,,0
94478,88.95,73.87,98.97,87.44,88.14,85.58,24.71,58.05,65.82,55.94,25.62,23.68,7.74,75.58,99.9,48.72,,5.82,,,,,,,,,,,,,0
27410,43.55,29.18,63.47,87.71,89.7,79.81,18.96,69.67,89.85,82.19,78.25,94.54,77.91,56.68,81.08,44.82,2.01,,,,,,,,,,,,,,1
122379,18.9,57.6,35.54,36.9,14.13,29.28,12.46,10.03,6.04,12.2,0.41,28.83,2.14,,0.45,0.45,0.0,3.06,,,,,,,,0.53,,,,,0
16678,1.48,0.37,0.18,0.37,0.0,1.0,0.0,0.92,0.15,7.77,1.11,,0.0,2.56,,1.47,,,,,,,,,,,,,,,0
221315,99.99,96.27,99.52,99.86,98.33,89.2,99.94,99.99,93.84,99.99,35.8,99.98,12.5,24.03,83.36,46.64,0.0,2.38,97.23,,,,,,,,0.16,,,,1
63355,82.69,91.76,50.39,87.54,40.53,77.81,25.64,17.44,18.3,63.15,0.15,65.25,5.03,,2.46,13.12,41.8,1.28,2.34,0.0,0.17,,,,,17.66,,,,,0
4069,53.79,29.0,59.21,59.1,73.9,63.48,57.49,84.65,97.44,5.79,57.03,91.75,5.39,34.38,7.25,6.37,,0.4,,,,,,,,,,,,,0
107296,10.53,60.96,78.71,77.09,87.68,92.12,89.19,82.26,7.66,77.87,91.11,97.37,88.33,,,0.6,1.47,,14.54,,,,,,,0.53,,,,,0
25885,7.92,87.68,49.94,72.16,95.92,91.19,97.69,84.47,21.61,53.48,67.16,87.32,2.22,53.3,,13.89,0.97,1.77,,,78.55,,2.2,,,,,,,,1
192354,91.18,98.96,99.54,97.67,88.28,81.05,51.77,99.42,61.33,99.93,93.27,99.14,75.3,8.42,80.67,24.22,56.75,0.15,53.15,0.8,5.19,,0.0,,,,10.4,,,,1
41288,55.03,66.52,81.28,71.97,40.21,36.18,32.46,55.21,37.22,55.72,10.97,22.29,22.46,36.31,64.35,48.85,5.43,,,,,1.96,,,,,,,,,1
9008,37.15,40.1,40.42,59.44,44.27,85.88,13.46,20.69,84.75,17.63,25.99,11.87,2.1,1.53,37.66,53.26,0.0,,,,,2.7,,,,,,,,,0
96496,21.03,76.74,89.68,73.38,18.71,58.41,39.72,64.92,38.9,12.63,12.61,86.9,61.39,23.22,,3.03,0.0,,,,3.05,,,,,,,,,,0
79534,32.02,62.39,92.42,13.1,14.39,33.08,42.29,16.8,24.76,55.53,5.47,57.84,1.39,25.54,47.63,20.42,,,0.56,,,,0.17,,0.85,,,,,,1
53836,10.76,33.44,18.0,37.48,55.87,51.67,5.22,2.09,7.22,38.74,35.63,26.56,0.0,,2.52,4.77,,,0.35,,,,,,,69.95,,,,,0
219893,60.87,26.53,30.61,37.34,31.89,39.95,18.54,63.67,61.19,9.28,17.0,9.49,3.21,89.56,1.23,33.88,,7.54,,,,,,,,,12.73,,,,1
27085,50.39,42.07,43.18,49.36,54.09,40.69,56.58,34.07,95.11,23.76,13.92,14.67,1.79,15.55,12.68,11.4,0.25,,,,,,,,,,,,,,1
35527,68.54,50.3,38.15,19.03,32.26,69.9,49.37,19.2,20.47,5.12,41.75,70.07,2.77,0.0,0.82,5.46,,0.0,,,0.0,,,,,,,,,,1
85550,86.12,6.44,31.68,11.99,17.73,18.51,,89.84,11.52,7.35,0.19,39.9,1.32,0.0,0.15,3.26,,,,,,,,,49.36,,,,,,0
272792,33.1,37.93,14.97,47.16,28.4,20.48,1.18,81.94,13.64,45.5,62.01,61.62,22.36,2.43,,83.26,1.06,0.7,,3.42,0.35,,,,57.45,,0.35,,,,1
16847,74.8,44.84,65.04,53.77,53.25,50.05,16.6,48.71,48.11,58.43,27.99,19.82,24.2,13.58,8.78,26.46,1.49,,47.83,,8.69,,,,,,,,,,1
59834,29.61,94.5,29.34,67.72,49.78,82.75,45.82,39.56,73.11,51.55,62.83,29.89,5.32,27.36,,0.15,0.82,,,,54.43,,1.0,81.57,,,0.16,,,,1
5552,58.4,47.94,29.88,56.91,34.67,41.72,57.37,51.18,91.92,50.42,41.64,15.94,6.17,17.79,38.32,8.41,3.4,,,,,15.49,,12.61,,,,,,,0
76894,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,0
10463,48.03,42.09,29.49,10.06,30.93,49.2,4.24,0.2,34.65,11.14,1.49,8.26,14.22,29.62,,0.15,,,,,2.85,,,,,,,,,,1
320575,14.22,8.08,4.17,19.52,10.62,21.22,25.18,6.86,45.43,3.97,0.62,33.61,5.23,,55.46,,,,42.09,,,,,,,5.58,,,,,0
3127,76.68,16.12,35.63,49.18,43.96,36.67,29.3,16.0,70.95,63.13,8.23,38.9,12.56,20.54,0.55,10.55,1.3,64.67,,,,,,,,,,,,,1
70927,70.9,96.86,50.65,51.85,74.02,58.12,59.59,42.33,12.0,9.39,30.6,42.35,0.0,5.79,,2.43,5.71,,,0.74,32.77,5.37,,,,,,,,,1
