SERV_ID,PROD_INST_STATE,GENDER,AGE,IN_NET_DUR,STAR_LEVEL,SCORE_POINT,RECV_RATE,CONSOLIDATE_SPEND,RM_MODE_CD,MOBILE_USER_NUMBER,IPTV_USER_NUMBER,BRD_CHARGE_11,BRD_CHARGE_10,BRD_CHARGE_09,OFFER_NAME_LEV1,ZHU_OFFER_VALUE,IS_HY,BRD_MBL_FLUX_11,BRD_MBL_FLUX_10,BRD_MBL_FLUX_09,BRD_CNT_11,BRD_CNT_10,BRD_CNT_09,ACTIVE_DAY_11,ACTIVE_DAY_10,ACTIVE_DAY_09,FLAG
608,2HA,1.0,52.0,142,5.0,6361,4,20,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,22379.37,7404.16,8534.56,19,15,17,16,12,14,0
865,2HA,2.0,30.0,139,1.0,2272,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,86420.18,72395.0,63768.16,32,45,45,22,24,30,0
5802,2HA,1.0,47.0,88,1.0,3204,4,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,17201.86,25216.06,22222.98,155,203,238,29,31,30,0
2089,2HA,1.0,54.0,100,1.0,2442,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,27624.96,24977.67,19348.48,16,11,9,14,11,9,0
8779,2HA,1.0,27.0,82,1.0,2197,2,2,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,0,32281.94,38986.02,30720.42,83,88,35,16,22,17,0
6578,2HA,2.0,54.0,86,1.0,2272,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,4391.96,6915.15,11188.44,103,79,275,29,29,29,0
5047,2HA,1.0,34.0,90,2.0,2335,20,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,59506.97,46460.7,54314.39,20,43,96,17,16,16,0
1815,2HA,2.0,56.0,101,1.0,2322,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,83733.05,93553.37,57821.86,52,45,50,27,28,24,0
8568,2HA,2.0,31.0,82,1.0,2442,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,31967.83,24845.06,21096.19,20,13,14,20,13,14,0
8273,2HA,1.0,42.0,82,3.0,6529,8,200,FTTH接入,0,0,80.0,80.0,80.0,宽带,108.0,0,45626.17,74256.59,73177.89,1432,1322,1011,31,31,28,0
7545,2HA,2.0,44.0,84,,360,4,4,FTTH接入,0,0,18.0,18.0,18.0,宽带,18.0,0,418.39,1420.27,0.0,4,4,0,2,2,0,0
8392,2HA,1.0,34.0,82,1.0,1856,20,20,FTTH接入,0,0,110.0,60.0,60.0,宽带,60.0,1,10056.98,677.21,5066.84,5,2,11,5,2,4,0
5389,2HA,2.0,32.0,89,1.0,2322,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,14230.93,15713.14,22903.31,150,124,228,29,28,30,0
8526,2HA,1.0,32.0,81,2.0,2831,20,20,FTTH接入,0,0,60.0,110.0,60.0,宽带,108.0,1,16154.02,23687.68,15717.22,117,131,88,22,27,21,0
6823,2HA,1.0,44.0,86,,454,6,6,普通接入,0,0,18.0,18.0,18.0,宽带,18.0,0,2014.02,1273.7,2673.95,10,7,10,8,3,6,1
9976,2HA,2.0,61.0,80,2.0,2919,20,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,108.0,1,129.46,202.66,185.02,16,16,15,15,16,15,0
12717,2HA,1.0,48.0,75,1.0,1507,4,50,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,36947.57,34633.97,11288.68,54,25,12,16,11,11,0
11714,2HA,,,77,1.0,2272,6,6,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,26062.18,27222.4,34612.98,13,15,21,10,13,16,0
7445,2HA,1.0,34.0,84,2.0,2969,50,50,FTTH接入,0,1,100.0,100.0,100.0,宽带,0.0,1,89630.71,120553.47,84537.43,56,53,40,29,30,24,0
6903,2HA,2.0,38.0,85,,1469,6,6,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,0,76350.74,86679.82,40164.09,823,487,130,29,31,25,0
12682,2HA,2.0,39.0,75,1.0,2162,20,20,FTTH接入,0,0,55.0,105.0,55.0,宽带,60.0,1,46314.93,45861.5,30504.28,70,79,88,30,31,30,0
24616,2HA,2.0,42.0,67,2.0,2378,20,50,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,57808.07,82763.56,119561.73,17,25,50,15,21,29,0
29676,2HA,1.0,34.0,51,4.0,0,4,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,66494.87,16319.44,35778.9,44,9,17,21,9,10,0
24815,2HA,1.0,38.0,66,1.0,2372,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,47.19,149.63,177.51,61,69,69,30,31,30,0
25935,2HA,1.0,30.0,61,1.0,1516,50,50,FTTH接入,0,1,71.12,66.18,66.18,宽带,60.0,1,58097.78,49903.67,41761.65,26,19,21,17,18,17,0
30192,2HA,2.0,41.0,50,1.0,2326,6,6,普通接入,0,0,82.5,82.5,82.5,宽带,90.0,1,91297.54,83245.33,103734.9,94,93,126,24,23,28,0
28723,2HA,1.0,28.0,52,,1330,8,8,普通接入,0,0,82.5,82.5,82.5,宽带,90.0,1,83251.66,54789.24,116039.52,67,54,112,28,23,30,0
27557,2HA,1.0,39.0,55,1.0,1953,20,20,FTTH接入,0,0,50.0,208.0,50.0,宽带,0.0,1,840.04,241.13,0.0,4,12,0,2,5,0,0
23477,2HA,2.0,47.0,73,1.0,2970,4,50,FTTH接入,0,0,80.0,79.5,79.5,宽带,80.0,0,31347.05,49567.55,35230.06,163,170,140,29,30,28,0
26587,2HA,2.0,31.0,59,1.0,2224,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,38565.25,56196.65,46318.59,14,27,20,14,19,15,1
36620,2HA,1.0,32.0,41,2.0,3174,100,100,FTTH接入,0,0,112.5,112.5,241.5,宽带,90.0,1,62034.94,62913.21,55917.2,29,46,73,22,25,29,0
43731,2HA,2.0,39.0,32,2.0,3059,50,50,FTTH接入,0,0,110.0,110.0,110.0,宽带,90.0,0,73419.24,76526.61,75939.6,174,141,139,30,29,29,0
32720,2HA,1.0,55.0,46,1.0,2209,12,50,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,47501.74,42861.05,40158.13,36,34,21,20,21,17,0
43941,2HA,1.0,33.0,32,4.0,8746,100,100,FTTH接入,0,0,112.5,103.79,82.5,宽带,90.0,1,19.71,22.1,24.58,65,31,30,22,17,22,0
35714,2HA,2.0,34.0,42,2.0,2722,4,20,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,37766.69,50955.63,56821.92,15,17,26,14,16,14,0
38803,2HA,2.0,26.0,38,3.0,6058,8,8,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,0,69643.82,79507.15,63931.95,25,25,21,18,19,17,0
40227,2HA,1.0,27.0,37,2.0,2931,50,50,FTTH接入,0,0,110.0,110.0,95.33,宽带,90.0,0,14790.9,3834.68,4706.44,9,2,9,9,2,4,0
41562,2HA,2.0,78.0,35,1.0,2258,100,100,FTTH接入,0,0,112.5,92.18,82.5,宽带,90.0,1,57901.57,39118.59,32688.35,60,51,42,30,31,25,0
37513,2HA,1.0,50.0,39,2.0,4013,100,100,FTTH接入,0,0,112.5,93.15,82.5,宽带,90.0,1,79.55,22.68,67.97,40,51,53,29,29,27,0
31599,2HA,2.0,61.0,48,1.0,1512,6,8,普通接入,0,0,55.0,55.0,55.0,宽带,60.0,1,64873.14,34621.71,45025.93,35,36,45,30,31,30,0
34601,2HA,1.0,42.0,44,2.0,2464,50,50,FTTH接入,0,0,102.5,102.5,82.5,宽带,90.0,1,35053.75,37216.61,44994.89,17,16,17,16,15,17,0
57042,2HA,1.0,35.0,23,3.0,4652,8,100,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,146434.57,113351.88,152325.88,40,34,41,30,25,29,0
54104,2HA,1.0,22.0,24,1.0,2132,8,8,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,37656.32,39583.66,36157.82,36,30,34,17,19,20,0
45733,2HA,2.0,23.0,29,1.0,3056,6,6,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,51.59,30.18,1.58,725,594,26,30,28,23,0
28241,2HA,2.0,50.0,53,2.0,2551,8,8,FTTH接入,0,0,82.3,82.3,82.3,宽带,90.0,1,32591.42,16475.42,26389.04,163,145,157,30,28,30,0
46004,2HA,1.0,37.0,29,,2132,4,4,普通接入,0,0,82.5,78.0,82.5,宽带,90.0,1,27591.13,23462.67,2876.18,15,14,15,15,12,15,0
56103,2HA,2.0,32.0,24,1.0,1427,4,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,68591.97,65434.57,38657.58,221,160,223,29,27,28,0
29132,2HA,,,52,,0,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,45801.4,76163.38,61356.7,64,55,51,29,26,25,0
41709,2HA,1.0,46.0,34,1.0,3324,100,100,FTTH接入,0,0,281.5,82.5,82.5,宽带,90.0,1,70195.84,58821.5,45279.71,28,26,33,21,19,21,0
83800,2HA,1.0,29.0,15,4.0,10522,8,8,FTTH接入,0,0,118.0,60.0,60.0,宽带,60.0,1,33222.74,73296.96,61086.61,82,78,89,19,26,21,0
23586,2HA,2.0,51.0,72,1.0,2272,6,6,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,3819.78,2848.6,191.77,18,24,26,4,7,8,0
26875,2HA,2.0,35.0,57,1.0,3405,50,50,FTTH接入,0,1,70.0,70.0,70.0,宽带,50.0,1,36909.94,49950.8,75448.59,22,15,20,16,14,17,0
33504,2HA,1.0,40.0,45,3.0,3585,20,50,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,29275.4,31792.69,11049.2,32,32,17,26,24,13,0
23238,2HA,2.0,40.0,74,2.0,3623,8,8,普通接入,0,0,82.5,82.5,82.5,宽带,90.0,1,45912.77,22116.57,33032.91,85,19,18,21,16,16,0
39642,2HA,2.0,32.0,37,4.0,14583,6,50,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,33060.73,37405.22,37103.67,15,19,17,15,16,15,0
42713,2HA,2.0,35.0,33,1.0,2099,6,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,86720.97,76648.09,52980.08,156,193,100,30,32,29,0
33777,2HA,1.0,33.0,45,1.0,2220,6,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,52894.33,75500.39,46816.43,23,35,23,17,17,15,0
36806,2HA,2.0,44.0,41,1.0,1639,100,100,FTTH接入,0,0,80.0,73.55,70.0,宽带,50.0,1,79.81,115.59,145.18,26,25,22,21,19,17,0
39939,2HA,1.0,46.0,37,3.0,6141,12,100,FTTH接入,0,0,82.5,102.82,112.5,宽带,90.0,1,79888.44,83637.16,91402.75,35,33,33,30,31,29,0
43027,2HA,2.0,25.0,33,2.0,2530,20,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,50.05,28.25,48.56,17,21,26,13,18,17,0
41814,2HA,1.0,30.0,34,2.0,2844,4,4,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,0,67901.75,55268.69,73716.47,73,58,48,30,29,23,0
45237,2HA,2.0,27.0,30,1.0,2196,12,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,42938.14,42361.83,33757.38,16,17,12,16,15,9,0
95606,2HA,2.0,29.0,3,,0,50,50,FTTH接入,0,1,90.0,90.0,90.0,宽带,90.0,1,56118.32,60160.33,76976.61,35,31,34,30,31,30,0
45487,2HA,1.0,66.0,30,1.0,2148,8,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,26471.95,16393.22,25824.85,19,13,16,16,12,16,0
36702,2HA,1.0,41.0,41,1.0,1663,20,20,FTTH接入,0,0,105.0,55.0,55.0,宽带,50.0,1,58265.76,43586.41,56686.53,56,25,46,22,14,22,0
39738,2HA,1.0,24.0,37,2.0,2627,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,34680.97,63236.47,54097.66,40,65,47,17,28,22,0
49430,2HA,2.0,48.0,26,4.0,9980,8,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,115692.72,101348.61,52390.97,56,42,23,24,19,16,0
93992,2HA,1.0,46.0,3,,480,50,200,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,1,10505.3,8745.13,25879.82,17,16,16,17,11,16,0
80177,2HA,1.0,33.0,16,1.0,1211,20,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,27422.25,42309.78,37896.42,26,24,33,22,21,22,0
50115,2HA,1.0,30.0,26,2.0,3576,100,100,FTTH接入,0,1,112.5,105.73,82.5,宽带,0.0,1,163525.72,138574.74,65659.52,136,119,56,31,31,27,0
82149,2HA,1.0,29.0,16,1.0,1271,100,100,FTTH接入,0,0,65.0,60.0,60.0,宽带,60.0,1,56671.76,74872.58,77029.7,25,18,19,17,18,17,0
81247,2HA,2.0,35.0,16,3.0,5893,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,1,24974.97,17073.96,59379.61,17,14,30,15,13,18,0
34432,2HA,2.0,29.0,44,2.0,3861,100,100,FTTH接入,0,0,120.0,117.0,98.0,宽带,90.0,0,100774.85,79427.66,84056.47,204,155,211,29,25,30,0
74763,2HA,1.0,73.0,18,1.0,1312,6,50,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,5284.83,7468.59,6679.51,135,91,115,30,31,30,0
39132,2HA,2.0,25.0,38,1.0,6192,100,100,FTTH接入,0,0,74.0,55.0,55.0,宽带,60.0,1,605.02,619.95,0.0,14,13,0,14,10,0,0
24844,2HA,2.0,46.0,66,1.0,2240,6,6,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,25628.9,42276.18,34495.41,45,46,42,30,30,28,0
57350,2HA,1.0,41.0,23,3.0,3974,20,50,FTTH接入,0,0,105.0,55.0,55.0,宽带,60.0,1,46504.41,42118.29,39581.47,19,16,15,15,14,15,0
26049,2HA,1.0,28.0,61,2.0,3610,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,44359.02,30978.59,39318.15,46,60,84,28,26,28,0
26200,2HA,2.0,42.0,60,1.0,2394,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,74374.73,49115.15,51377.06,43,50,62,27,30,26,0
62876,2HA,1.0,47.0,22,1.0,1407,6,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,85947.91,106521.96,87456.11,59,77,91,30,27,30,0
59446,2HA,1.0,23.0,23,2.0,3205,100,100,FTTH接入,0,0,105.0,111.0,100.0,宽带,90.0,1,56209.7,66133.79,70282.92,36,69,51,21,28,26,0
26286,2HA,2.0,39.0,60,1.0,2208,6,100,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,32.35,92.74,47.22,18,16,19,16,16,16,0
63040,2HA,1.0,36.0,22,1.0,4040,50,50,FTTH接入,0,0,75.0,64.68,55.0,宽带,60.0,1,75049.28,57023.48,67714.89,100,199,198,22,27,26,0
68559,2HA,1.0,44.0,20,1.0,2063,4,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,16231.98,16997.98,9605.48,21,20,21,18,18,19,0
35712,2HA,1.0,47.0,42,2.0,2862,6,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,62678.31,70565.76,74291.22,59,62,58,30,31,30,0
34378,2HA,2.0,30.0,44,1.0,2181,8,8,FTTH接入,0,0,82.5,79.5,82.5,宽带,90.0,1,50524.2,32253.65,6241.43,15,10,6,15,10,4,0
72466,2HA,2.0,25.0,19,2.0,2276,100,100,FTTH接入,0,0,110.0,89.68,80.0,宽带,80.0,1,56.24,73.07,136.2,44,55,40,30,31,28,0
69899,2HA,1.0,27.0,20,2.0,2152,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,66387.27,88682.58,94450.76,15,21,22,15,17,18,0
59522,2HA,1.0,28.0,23,1.0,2204,100,100,FTTH接入,0,0,339.5,82.5,82.5,宽带,90.0,1,59863.27,16414.91,75318.23,80,35,150,23,9,27,0
61555,2HA,2.0,53.0,22,1.0,2168,100,100,FTTH接入,0,0,88.3,82.3,82.3,宽带,90.0,1,58026.67,36734.34,36148.12,18,15,16,16,15,15,0
73786,2HA,1.0,27.0,19,1.0,2733,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,53269.13,65202.1,68277.11,62,84,81,26,28,27,0
65129,2HA,1.0,35.0,21,1.0,1977,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,55543.09,90145.03,74936.02,40,65,37,25,24,24,1
63418,2HA,2.0,25.0,22,1.0,1954,8,20,FTTH接入,0,0,80.0,72.5,80.0,宽带,80.0,1,50714.99,43075.33,55016.35,226,171,204,30,29,30,0
67115,2HA,2.0,24.0,20,1.0,1895,8,8,普通接入,0,0,80.0,78.5,78.5,宽带,80.0,1,11062.23,17488.55,18684.07,173,112,21,24,20,15,0
32294,2HA,2.0,41.0,47,2.0,2442,20,20,FTTH接入,0,0,82.5,132.5,82.5,宽带,90.0,1,61630.99,54860.26,78377.13,40,113,66,27,26,28,0
27994,2HA,,,53,,488,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,75135.28,61876.11,78753.8,21,68,35,19,18,21,0
63715,2HA,1.0,28.0,22,1.0,1441,20,20,FTTH接入,0,0,55.0,55.0,105.0,宽带,60.0,1,31163.67,41195.47,43312.68,25,37,113,17,18,23,0
25714,2HA,2.0,52.0,62,1.0,2477,20,100,FTTH接入,0,0,288.0,79.5,79.0,宽带,80.0,1,84230.61,76574.37,91198.91,106,99,183,27,27,29,0
32447,2HA,1.0,79.0,47,5.0,7703,4,50,FTTH接入,0,0,45.0,45.0,45.0,宽带,45.0,0,3593.26,7567.81,11179.63,28,60,30,25,22,19,0
55285,2HA,1.0,30.0,24,4.0,6263,100,100,FTTH接入,0,1,126.17,119.17,119.17,宽带,130.0,1,32656.95,47315.24,56395.12,26,13,16,17,13,16,0
56882,2HA,2.0,40.0,23,1.0,1299,100,100,FTTH接入,0,0,113.0,55.0,55.0,宽带,60.0,1,30575.81,85.62,61.98,47,58,24,22,23,18,0
29597,2HA,1.0,37.0,51,1.0,1686,2,100,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,6269.2,10034.15,13602.23,44,39,57,30,31,30,0
56900,2HA,2.0,49.0,23,3.0,6159,100,100,FTTH接入,0,0,111.5,82.5,82.5,宽带,90.0,1,72942.99,63853.45,81834.15,22,23,31,18,17,17,0
63567,2HA,1.0,20.0,22,2.0,2717,4,4,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,0,112520.0,115855.83,69503.5,212,171,251,29,29,29,1
65387,2HA,1.0,40.0,21,2.0,2878,100,100,FTTH接入,0,0,110.0,110.0,110.0,宽带,80.0,1,109431.53,91319.98,91333.66,64,50,47,26,25,21,0
62037,2HA,2.0,23.0,22,1.0,2105,12,12,LAN接入,0,0,82.5,82.5,82.5,宽带,90.0,1,42867.93,49151.87,49675.0,22,39,31,18,27,25,0
65471,2HA,2.0,32.0,21,3.0,6980,20,20,VDSL接入,0,0,50.0,50.0,50.0,宽带,50.0,1,58845.73,49685.75,53380.58,29,28,23,28,25,22,0
58423,2HA,1.0,24.0,23,1.0,2002,20,100,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,84.31,58.32,18.5,38,36,106,26,18,30,0
64156,2HA,2.0,56.0,22,1.0,1917,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,50306.21,54494.18,56224.61,17,22,22,17,18,18,0
68611,2HA,1.0,25.0,20,1.0,1951,8,8,普通接入,0,0,50.0,50.0,50.0,宽带,50.0,1,42578.89,19493.44,750.6,15,29,1,14,9,1,0
59909,2HA,1.0,41.0,23,1.0,2952,20,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,76926.56,77870.76,73769.51,39,58,43,30,32,26,0
81619,2HA,2.0,27.0,16,2.0,2788,100,100,FTTH接入,0,0,110.0,81.94,80.0,宽带,80.0,1,64371.31,64823.94,67667.17,26,20,24,17,18,14,1
88881,2HA,1.0,24.0,10,2.0,2534,100,100,FTTH接入,0,0,157.0,128.5,127.0,宽带,130.0,0,55889.16,56934.81,54742.62,16,15,19,14,15,16,0
92978,2HA,2.0,27.0,4,,416,20,200,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,138.97,297.01,270.27,24,36,43,20,25,27,0
92495,2HA,1.0,25.0,5,,180,8,8,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,0,58537.48,55889.69,54749.8,26,17,14,17,16,13,0
93679,2HA,1.0,46.0,4,,300,20,200,FTTH接入,0,1,130.0,130.0,130.0,宽带,130.0,0,266200.94,103609.58,239038.8,128,102,139,31,31,30,0
94483,2HA,2.0,25.0,3,,400,100,100,FTTH接入,0,0,197.0,198.0,198.5,宽带,200.0,0,55701.97,48687.98,46794.87,15,16,19,15,14,15,0
91123,2HA,2.0,23.0,7,1.0,1295,100,100,FTTH接入,0,0,329.0,130.0,130.0,宽带,130.0,1,67410.58,53227.48,64549.54,71,57,87,25,23,21,0
80906,2HA,,,16,,750,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,37820.8,33811.24,45788.32,434,549,418,30,31,30,0
79775,2HA,2.0,27.0,16,2.0,2159,100,100,FTTH接入,0,1,100.84,100.84,100.84,宽带,80.0,1,48354.34,40256.69,44834.78,40,49,39,12,13,12,0
78554,2HA,2.0,49.0,17,2.0,1834,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,64685.55,63019.07,56383.17,156,148,159,30,27,30,0
47455,2HA,1.0,52.0,27,1.0,2132,20,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,20192.59,16980.74,27320.89,52,50,38,25,23,16,0
69981,2HA,1.0,62.0,20,,456,4,4,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,15526.82,8237.36,14095.69,58,57,47,30,29,29,0
75384,2HA,2.0,25.0,18,1.0,1803,8,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,35800.68,43501.78,39955.14,15,16,19,15,16,15,0
44389,2HA,2.0,35.0,31,4.0,8982,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,5120.18,12265.56,16902.28,11,14,14,8,8,12,0
44451,2HA,1.0,39.0,31,2.0,1739,20,20,FTTH接入,0,0,132.5,101.21,102.5,宽带,80.0,1,64404.81,79296.88,66152.21,47,28,46,23,19,21,0
51412,2HA,1.0,58.0,25,2.0,3694,100,100,FTTH接入,0,0,119.17,119.17,119.17,宽带,130.0,1,26494.4,35768.1,28820.1,15,13,13,15,13,13,0
71480,2HA,1.0,31.0,19,2.0,2194,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,110988.38,95753.04,124573.61,207,213,237,28,29,29,0
71667,2HA,1.0,33.0,19,1.0,1756,20,20,FTTH接入,0,1,90.0,90.0,90.0,宽带,80.0,1,21671.82,0.0,3228.25,19,0,2,15,0,2,0
51731,2HA,2.0,60.0,25,1.0,1538,8,8,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,981.25,1259.97,2814.59,6,2,3,6,2,3,0
47431,2HA,1.0,38.0,27,6.0,32776,100,100,FTTH接入,0,0,329.0,130.0,130.0,宽带,130.0,1,60583.78,57729.58,49184.87,17,20,18,16,17,15,0
44918,2HA,1.0,29.0,30,4.0,12925,8,8,普通接入,0,0,117.67,116.17,117.67,宽带,130.0,1,63205.79,68894.0,62247.45,168,151,166,26,29,27,0
57506,2HA,2.0,22.0,23,1.0,917,100,100,FTTH接入,0,0,254.0,55.0,55.0,宽带,60.0,1,117889.83,112785.8,121835.8,30,40,37,27,26,28,0
84500,2HA,1.0,25.0,14,1.0,1338,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,117.25,180.99,107.36,33,43,32,26,31,27,0
76497,2HA,1.0,50.0,18,3.0,3842,50,50,FTTH接入,0,0,65.33,60.0,60.0,宽带,60.0,1,28196.63,45926.66,55506.5,197,158,137,26,31,29,0
87391,2HA,2.0,28.0,11,1.0,868,8,8,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,11584.4,11359.77,6261.22,60,43,63,13,12,12,1
86984,2HA,1.0,29.0,12,2.0,2656,20,20,FTTH接入,0,0,130.0,130.0,127.0,宽带,130.0,0,53222.08,57045.11,65715.78,25,42,29,17,20,20,0
23850,2HA,2.0,59.0,70,1.0,2272,4,4,LAN接入,0,0,80.0,80.0,80.0,宽带,80.0,1,20175.97,32024.96,14408.26,128,225,223,27,31,30,0
80519,2HA,2.0,42.0,16,2.0,1948,100,100,FTTH接入,0,0,109.0,109.0,100.0,宽带,80.0,1,117.21,497.57,416.78,66,76,66,30,31,29,0
54533,2HA,1.0,32.0,24,2.0,2400,8,50,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,44741.89,46747.37,39046.06,113,96,108,25,19,27,0
75923,2HA,2.0,29.0,18,1.0,2022,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,59239.43,69079.67,75760.69,18,25,42,17,16,20,0
77506,2HA,1.0,27.0,17,1.0,1244,8,8,普通接入,0,0,60.0,60.0,60.0,宽带,60.0,1,68317.33,75020.36,70926.14,16,16,18,16,16,16,0
77550,2HA,2.0,23.0,17,1.0,1236,8,8,普通接入,0,0,58.5,60.0,60.0,宽带,60.0,1,59456.93,44370.1,49138.03,107,78,54,23,23,18,0
49185,2HA,1.0,25.0,26,1.0,1426,4,4,FTTH接入,0,0,55.0,53.11,54.3,宽带,60.0,1,29332.97,36373.23,41626.5,44,45,22,20,22,18,0
69459,2HA,1.0,48.0,20,1.0,1212,4,50,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,31287.89,21101.72,23952.23,20,18,18,15,16,16,0
72243,2HA,2.0,22.0,19,2.0,2216,20,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,29.24,46.39,68.64,14,16,15,14,15,15,0
49216,2HA,1.0,37.0,26,2.0,2602,20,20,FTTH接入,0,1,92.5,92.5,92.5,宽带,90.0,1,40082.86,42589.17,32018.82,13,15,14,12,12,11,0
98146,2HA,1.0,27.0,63,2.0,3807,8,20,FTTH接入,0,0,88.5,88.5,88.5,宽带,90.0,0,40413.79,36538.09,50780.36,64,56,45,28,20,26,0
14668,2HA,2.0,60.0,128,2.0,3115,100,100,FTTH接入,0,0,281.5,82.5,82.5,宽带,90.0,1,61088.83,62903.92,50369.74,32,34,37,18,20,20,0
60111,2HA,2.0,52.0,23,1.0,1977,8,8,FTTH接入,0,0,82.3,82.3,82.3,宽带,90.0,1,24561.37,30121.14,20925.58,17,14,15,17,14,14,0
56601,2HA,1.0,31.0,24,2.0,3481,4,100,FTTH接入,0,0,90.0,88.5,88.5,宽带,90.0,0,28970.29,35108.25,28904.15,18,18,13,16,16,12,0
56960,2HA,1.0,29.0,23,,0,20,20,FTTH接入,0,0,105.0,55.0,55.0,宽带,60.0,1,26605.58,35260.32,37670.8,20,20,18,17,16,17,0
92631,2HA,1.0,26.0,5,,0,20,20,FTTH接入,0,0,128.5,5.0,5.0,宽带,130.0,0,57736.16,0.0,0.0,172,0,0,21,0,0,1
94737,2HA,2.0,25.0,3,,5016,8,8,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,1,35625.65,18484.06,31814.51,15,7,11,10,7,11,0
