SERV_ID,PROD_INST_STATE,GENDER,AGE,IN_NET_DUR,STAR_LEVEL,SCORE_POINT,RECV_RATE,CONSOLIDATE_SPEND,RM_MODE_CD,MOBILE_USER_NUMBER,IPTV_USER_NUMBER,BRD_CHARGE_11,BRD_CHARGE_10,BRD_CHARGE_09,OFFER_NAME_LEV1,ZHU_OFFER_VALUE,IS_HY,BRD_MBL_FLUX_11,BRD_MBL_FLUX_10,BRD_MBL_FLUX_09,BRD_CNT_11,BRD_CNT_10,BRD_CNT_09,ACTIVE_DAY_11,ACTIVE_DAY_10,ACTIVE_DAY_09,FLAG
3924,2HA,2.0,43.0,94,,1472,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,62182.31,80228.7,63823.87,74,88,90,30,30,30,0
123374,2HA,1.0,25.0,13,2.0,3245,50,50,FTTH接入,0,0,80.0,80.0,61.33,宽带,60.0,1,40141.55,36437.64,40412.04,13,11,19,11,10,14,0
124840,2HA,2.0,41.0,12,1.0,1173,8,8,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,29067.54,26022.93,25203.06,86,46,46,29,29,29,0
6150,2HA,1.0,51.0,87,3.0,2848,4,4,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,45834.75,46931.19,37533.4,19,20,26,17,16,20,0
3202,2HA,2.0,33.0,96,1.0,2272,6,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,9139.2,5558.05,11057.51,63,25,21,24,18,18,0
2103,2HA,1.0,30.0,100,5.0,30380,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,31202.03,25085.0,19366.14,15,16,17,15,16,15,0
3169,2HA,1.0,54.0,96,3.0,3972,8,20,FTTH接入,1,0,80.0,80.0,80.0,宽带,80.0,1,27402.02,24.19,59.83,29,36,36,27,29,29,0
7223,2HA,2.0,31.0,85,2.0,3778,100,100,FTTH接入,0,1,130.0,130.0,123.0,宽带,108.0,0,50357.18,55214.42,121879.08,22,21,303,17,19,27,0
9348,2HA,2.0,51.0,81,1.0,2438,20,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,76053.81,100444.93,59938.99,46,41,24,26,24,18,0
10649,2HA,1.0,32.0,79,3.0,7212,4,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,108.0,0,53141.58,84895.65,63015.01,52,43,45,28,31,29,0
10301,2HA,2.0,38.0,79,3.0,6302,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,75125.9,81826.89,55088.62,33,34,27,30,31,27,0
12693,2HA,2.0,51.0,75,2.0,2880,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,24300.0,15160.57,14107.14,16,14,9,16,13,9,0
2972,2HA,2.0,41.0,97,4.0,7114,6,6,FTTH接入,0,0,77.42,77.42,77.42,宽带,108.0,0,26706.77,19082.04,18850.57,17,15,16,16,15,14,0
1657,2HA,,,101,,1469,4,4,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,16723.62,23576.09,11242.19,122,188,142,23,26,14,0
2739,2HA,2.0,27.0,98,3.0,5400,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,49146.33,52392.49,57046.9,66,73,89,28,31,30,0
10797,2HA,2.0,45.0,79,1.0,2272,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,53154.71,67044.71,73262.67,222,164,199,29,25,27,0
11075,2HA,1.0,42.0,78,,1348,50,100,FTTH接入,0,0,80.0,80.0,62.67,宽带,60.0,1,28844.54,81337.31,28587.68,15,55,43,10,22,11,0
8077,2HA,1.0,53.0,83,2.0,2658,12,12,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,47195.41,44111.52,27415.88,39,31,20,27,25,16,0
2537,2HA,2.0,33.0,99,2.0,2434,6,50,FTTH接入,1,0,55.0,55.0,55.0,宽带,60.0,1,9.8,10.88,12.43,57,40,40,25,27,29,0
1216,2HA,1.0,26.0,102,2.0,2705,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,0,66303.11,40164.79,70642.46,47,19,47,21,10,18,0
1256,2HA,2.0,37.0,102,6.0,17029,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,46552.8,47826.95,71324.31,45,54,68,30,26,30,0
8502,2HA,2.0,52.0,82,1.0,2272,6,6,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,51381.43,42181.95,70171.56,92,167,198,26,30,29,0
1547,2HA,2.0,39.0,102,1.0,2192,4,4,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,48834.98,30803.44,42977.52,121,18,59,25,15,23,0
12050,2HA,2.0,28.0,76,1.0,2284,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,80.85,35.55,46.72,246,239,245,30,29,29,0
9071,2HA,1.0,26.0,81,2.0,4228,8,8,普通接入,0,0,100.0,100.0,100.0,宽带,108.0,0,55841.03,32746.27,27260.58,306,179,212,30,25,30,0
9133,2HA,1.0,69.0,81,2.0,2835,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,108.0,0,79411.63,85337.31,58407.45,72,86,41,26,26,21,0
12730,2HA,2.0,35.0,75,2.0,3283,6,20,FTTH接入,0,0,83.33,83.33,83.33,宽带,108.0,1,40903.22,55266.26,29948.55,51,85,81,30,31,30,0
128366,2HA,1.0,32.0,9,1.0,1373,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,49643.76,66855.99,62320.4,19,18,18,15,18,15,0
114415,2HA,1.0,21.0,17,1.0,2795,50,100,FTTH接入,0,0,144.0,150.0,149.33,宽带,130.0,0,58360.3,63032.61,56461.84,30,41,32,19,20,18,0
119872,2HA,1.0,46.0,15,1.0,1585,20,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,27494.8,14186.47,20364.81,10,10,36,10,6,13,0
119883,2HA,2.0,33.0,15,2.0,2150,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,0,26914.95,37858.56,37983.37,16,15,14,14,14,13,1
20336,2HA,1.0,42.0,109,2.0,3852,50,50,FTTH接入,0,1,89.35,89.35,89.35,宽带,108.0,1,287.11,382.8,417.31,53,46,55,30,31,30,0
125941,2HA,2.0,45.0,11,1.0,1350,8,20,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,108707.77,74134.38,103228.07,49,28,36,30,26,30,0
18480,2HA,,,114,,0,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,3242.83,14235.26,22592.73,7,19,23,6,17,19,0
126036,2HA,1.0,20.0,11,1.0,1309,100,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,38418.87,44401.23,33958.47,21,23,26,15,19,22,0
106858,2HA,2.0,46.0,20,4.0,7495,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,11734.31,8777.83,7338.78,88,95,74,30,32,31,0
107276,2HA,1.0,25.0,20,1.0,2649,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,78.76,58.61,83.62,17,16,15,16,15,14,0
101371,2HA,1.0,52.0,23,4.0,11539,6,50,普通接入,0,0,55.0,55.0,55.0,宽带,60.0,1,8332.15,13485.66,16287.1,34,35,49,30,31,30,0
106097,2HA,2.0,35.0,20,1.0,1183,20,20,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,72105.91,88666.93,36707.59,52,45,13,25,23,10,0
133213,2HA,2.0,25.0,7,1.0,369,20,20,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,111648.82,79915.81,51992.63,148,83,91,30,30,22,0
134106,2HA,1.0,34.0,6,1.0,585,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,0,52902.42,43519.66,76204.24,220,90,108,30,29,28,0
119406,2HA,1.0,48.0,15,4.0,6400,100,100,FTTH接入,0,0,200.0,200.0,200.0,宽带,200.0,1,150.15,105.9,75.84,44,33,31,30,31,30,0
130729,2HA,1.0,33.0,7,2.0,2552,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,41528.77,6737.35,2756.16,58,31,14,19,9,5,0
119558,2HA,1.0,32.0,15,2.0,1852,8,20,FTTH接入,0,0,90.0,90.0,88.5,宽带,90.0,0,30723.04,53562.77,32811.3,12,17,12,12,15,11,0
114265,2HA,1.0,48.0,17,4.0,9694,6,6,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,49198.94,59409.53,43681.42,62,62,60,30,31,30,0
115962,2HA,1.0,27.0,16,7.0,0,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,225.56,310.71,375.79,38,119,140,20,27,29,0
134399,2HA,1.0,37.0,6,1.0,1958,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,63025.88,60202.31,48401.39,34,31,31,28,27,28,0
18271,2HA,1.0,45.0,114,2.0,2821,100,100,FTTH接入,0,0,107.0,82.9,80.0,宽带,80.0,1,55173.88,65360.23,73984.38,18,21,25,17,17,19,0
21725,2HA,2.0,24.0,106,3.0,2983,4,20,FTTH接入,0,0,81.67,81.67,81.67,宽带,108.0,1,19215.85,39.48,60.04,51,47,59,23,23,23,0
20611,2HA,1.0,46.0,109,1.0,1762,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,2080.37,19230.42,18137.78,60,47,54,24,27,24,0
135633,2HA,1.0,46.0,5,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,113992.19,99473.78,119906.56,90,67,66,28,22,23,0
129138,2HA,2.0,40.0,8,2.0,1622,20,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,38.89,36.3,39.14,40,40,31,30,31,30,0
18825,2HA,1.0,38.0,113,2.0,5147,4,200,FTTH接入,0,0,69.35,69.35,69.35,宽带,108.0,0,78149.63,30173.91,39302.37,35,24,32,28,17,24,0
131445,2HA,,,7,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,16.19,0.12,36.56,15,17,17,6,4,6,0
118842,2HA,1.0,31.0,15,1.0,1514,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,60113.91,110593.61,81925.4,20,76,32,18,22,20,0
137659,2HA,2.0,35.0,3,,0,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,60240.91,18991.45,41870.03,33,15,48,23,10,29,0
134881,2HA,1.0,26.0,6,1.0,1049,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,81340.4,82054.64,26382.42,42,33,22,30,28,21,0
126125,2HA,1.0,24.0,11,1.0,1338,8,8,FTTH接入,0,0,88.5,90.0,88.5,宽带,90.0,0,91854.72,80636.99,94448.45,37,26,35,28,22,25,0
129676,2HA,1.0,49.0,8,4.0,5542,50,200,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,1,44852.98,74854.36,67692.02,15,21,18,15,16,18,0
22640,2HA,1.0,46.0,104,1.0,2430,100,100,FTTH接入,0,0,92.0,106.45,80.0,宽带,90.0,0,114549.49,108061.47,70797.34,96,91,101,30,30,30,0
135373,2HA,1.0,27.0,5,,0,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,59228.24,77590.93,53346.11,32,39,45,19,24,25,0
19381,2HA,2.0,28.0,111,2.0,1138,20,20,FTTH接入,0,0,90.0,90.0,140.0,宽带,90.0,1,64975.67,47323.81,66089.71,38,98,177,18,20,25,0
18609,2HA,2.0,47.0,113,2.0,3017,100,100,FTTH接入,0,1,110.0,110.0,110.0,宽带,80.0,1,109.09,167.18,159.49,23,61,74,17,30,30,0
131058,2HA,1.0,40.0,7,1.0,598,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,42497.71,62734.53,38889.14,18,123,28,15,21,13,0
19906,2HA,1.0,34.0,110,1.0,2272,4,4,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,0,5490.78,19015.6,27639.37,9,28,31,7,19,22,0
17567,2HA,2.0,34.0,115,1.0,2591,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,96676.57,76228.13,84365.3,48,65,39,23,21,19,0
19153,2HA,2.0,51.0,112,1.0,2272,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,137819.14,101122.52,112186.79,52,50,45,30,31,30,0
18080,2HA,1.0,40.0,114,2.0,3246,6,6,FTTH接入,0,0,69.35,69.35,69.35,宽带,108.0,0,58138.03,57633.27,55750.43,45,37,36,17,18,14,0
127968,2HA,,,9,,211,100,100,FTTH接入,0,0,289.0,90.0,90.0,宽带,90.0,1,21357.44,58902.74,67008.1,32,22,21,20,17,21,0
115586,2HA,1.0,28.0,16,5.0,16006,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,78.31,130.25,45.44,94,118,106,30,30,29,1
116588,2HA,2.0,41.0,16,1.0,1566,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,55666.01,79359.51,36259.26,41,41,30,26,22,18,0
118246,2HA,2.0,27.0,16,2.0,2883,50,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,120.0,1,50210.96,41041.73,48332.87,15,15,15,15,13,15,0
127959,2HA,1.0,37.0,9,2.0,1540,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,13015.95,10320.02,11697.97,55,64,37,19,25,17,0
18086,2HA,1.0,28.0,114,,92,20,20,FTTH接入,0,0,100.0,5.0,5.0,宽带,100.0,1,38811.64,0.0,0.0,110,0,0,17,0,0,0
18329,2HA,2.0,68.0,114,1.0,2442,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,197.96,260.08,147.54,16,16,16,15,16,16,0
17841,2HA,1.0,46.0,115,1.0,1669,6,100,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,38876.27,52324.55,45717.7,91,195,33,23,31,24,0
137043,2HA,2.0,26.0,4,,0,50,50,FTTH接入,0,1,80.0,50.0,50.0,宽带,130.0,1,112505.68,108224.82,118565.28,63,105,120,30,31,31,0
133885,2HA,2.0,27.0,6,,180,8,8,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,66601.52,126048.91,78736.41,26,43,39,17,29,24,0
121928,2HA,2.0,28.0,14,1.0,1402,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,35784.52,31935.43,26555.81,37,32,34,27,26,25,0
129416,2HA,1.0,26.0,8,1.0,2737,100,100,FTTH接入,0,0,329.0,127.0,128.5,宽带,130.0,1,66949.41,22694.2,5660.2,15,5,4,15,5,4,0
120336,2HA,1.0,40.0,15,2.0,1294,20,20,FTTH接入,0,0,90.0,140.0,90.0,宽带,90.0,1,6987.93,6980.42,10939.39,22,18,22,22,18,22,0
106474,2HA,2.0,41.0,20,,625,20,20,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,169281.99,164944.79,177165.43,64,83,131,30,31,31,0
99125,2HA,1.0,25.0,56,2.0,5058,6,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,108.0,1,101036.73,93379.22,88349.96,160,165,147,28,31,28,0
100945,2HA,1.0,45.0,28,6.0,24162,6,6,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,18315.86,37706.67,27571.42,20,18,13,16,16,10,0
125523,2HA,,,11,,0,20,20,FTTH接入,0,0,100.0,49.33,49.22,宽带,50.0,1,0.15,0.16,0.15,16,14,14,15,14,14,0
103492,2HA,2.0,21.0,21,1.0,1244,4,50,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,66189.73,67033.65,74550.1,72,85,98,31,29,28,0
122347,2HA,2.0,37.0,14,2.0,3760,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,1,33.0,46.92,35.57,60,66,32,30,31,17,0
15421,2HA,1.0,32.0,124,2.0,3441,20,50,FTTH接入,0,0,90.0,140.0,0.0,宽带,90.0,1,38320.76,39898.18,45418.56,18,16,20,16,15,15,0
98897,2HA,2.0,82.0,58,2.0,3965,4,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,108.0,0,1383.89,3914.54,4046.82,28,27,29,14,21,22,0
110422,2HA,2.0,25.0,19,1.0,2303,12,12,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,65246.74,79562.32,57418.51,111,109,118,30,31,31,0
116404,2HA,2.0,44.0,16,5.0,20473,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,37273.75,55780.32,12217.38,23,25,23,20,22,18,0
119076,2HA,,,15,,2154,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,1,39715.02,42911.31,36575.55,12,10,14,12,10,12,0
111278,2HA,2.0,27.0,18,3.0,3896,50,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,120.0,1,110730.09,148487.06,125450.96,281,235,303,30,30,28,0
122254,2HA,2.0,31.0,14,2.0,4460,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,1,44025.45,13032.51,6890.14,115,74,19,21,23,11,0
112708,2HA,1.0,63.0,18,1.0,2331,20,20,LAN接入,0,0,110.0,60.0,60.0,宽带,60.0,1,68.51,159.24,103.32,85,62,53,25,22,21,0
117526,2HA,2.0,76.0,16,1.0,2296,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,22324.89,52555.85,52394.11,16,90,48,11,17,21,0
105592,2HA,1.0,31.0,20,3.0,2238,50,50,FTTH接入,0,1,61.26,61.26,61.26,宽带,50.0,1,112855.68,171072.81,178927.79,43,91,92,22,30,30,0
115158,2HA,1.0,25.0,17,2.0,3807,20,20,FTTH接入,0,0,110.0,108.5,108.5,宽带,110.0,0,76504.3,95095.13,118838.06,37,67,55,23,26,26,0
108729,2HA,2.0,35.0,19,1.0,1621,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,157273.73,152407.51,173490.57,56,55,52,24,27,26,0
109701,2HA,1.0,61.0,19,2.0,2082,50,50,FTTH接入,0,0,100.0,100.0,100.0,宽带,80.0,1,80334.2,50589.65,63470.52,209,143,69,27,27,25,0
113584,2HA,2.0,34.0,17,1.0,1855,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,106545.89,99493.3,31662.93,144,122,113,26,24,26,0
110590,2HA,1.0,22.0,19,1.0,1715,20,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,196.13,34503.24,51564.7,36,54,53,24,28,26,0
109721,2HA,1.0,29.0,19,3.0,4503,100,100,FTTH接入,0,0,110.0,110.0,104.0,宽带,80.0,1,44504.8,32498.6,55794.55,16,18,20,16,16,17,0
15829,2HA,1.0,62.0,123,3.0,3984,8,8,普通接入,1,0,80.0,80.0,80.0,宽带,80.0,1,7515.68,5887.22,8065.38,34,33,22,30,27,22,0
16125,2HA,,,121,,2352,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,4295.67,20361.55,10938.11,17,52,29,12,20,20,1
129101,2HA,1.0,39.0,8,1.0,459,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,57070.27,74758.78,70198.8,25,22,21,18,18,16,0
96690,2HA,2.0,42.0,72,4.0,13848,20,20,FTTH接入,0,0,133.33,83.33,83.33,宽带,108.0,1,12680.89,16539.83,19665.59,8,6,10,8,6,10,0
96524,2HA,2.0,41.0,74,4.0,11678,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,39933.93,58818.92,63325.2,24,33,28,20,17,19,0
97611,2HA,1.0,34.0,66,3.0,4587,50,50,FTTH接入,0,0,97.82,80.51,80.0,宽带,108.0,0,31517.76,43131.43,57994.22,69,97,151,28,27,30,0
98755,2HA,1.0,35.0,59,2.0,3668,20,20,FTTH接入,0,0,79.53,233.33,80.8,宽带,108.0,1,50216.83,49517.85,51942.75,18,25,19,15,16,17,0
113124,2HA,1.0,37.0,16,1.0,1697,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,45.91,6.77,30.8,66,19,72,24,6,20,0
107837,2HA,2.0,26.0,20,,463,4,4,FTTH接入,0,0,48.5,50.0,50.0,宽带,50.0,1,75.74,88.06,80.77,17,18,16,16,16,16,1
133757,2HA,1.0,24.0,6,,80,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,63653.98,60453.16,50607.55,35,45,25,30,31,22,0
127224,2HA,1.0,25.0,10,7.0,124680,50,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,0.81,1.15,244.32,239,332,2078,20,29,27,0
125103,2HA,1.0,27.0,11,1.0,946,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,75.46,94.06,166.66,193,88,108,22,23,28,0
103426,2HA,1.0,29.0,21,3.0,5889,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,59992.31,61113.94,81084.74,178,121,157,30,31,30,0
107093,2HA,2.0,39.0,20,1.0,1217,20,20,FTTH接入,0,0,100.0,50.0,50.0,宽带,50.0,1,112030.69,147127.05,175045.45,72,70,88,22,30,30,0
106057,2HA,2.0,21.0,20,1.0,1240,8,50,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,18245.01,2446.08,45564.77,20,6,27,18,6,23,0
105221,2HA,2.0,47.0,20,1.0,1146,4,4,普通接入,0,0,50.0,50.0,50.0,宽带,50.0,1,47865.02,31064.99,31517.07,39,17,18,22,15,15,0
133789,2HA,2.0,26.0,6,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,67994.38,85356.43,94474.17,35,43,47,22,28,29,0
13324,2HA,1.0,44.0,139,1.0,1912,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,5816.17,8757.6,11679.06,58,55,46,30,31,30,0
99813,2HA,1.0,25.0,48,3.0,3746,4,4,普通接入,0,0,100.0,100.0,100.0,宽带,119.0,0,62208.7,78355.88,52452.56,37,43,30,24,26,20,0
102552,2HA,,,22,,756,50,50,FTTH接入,0,0,70.0,70.0,68.5,宽带,50.0,1,30681.97,21450.66,16073.01,107,50,60,24,19,21,0
110877,2HA,1.0,21.0,18,1.0,1754,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,81597.59,70015.09,120637.77,92,39,96,29,19,27,0
124047,2HA,1.0,31.0,12,4.0,6820,50,50,FTTH接入,0,0,100.0,93.69,80.0,宽带,80.0,1,94686.21,106035.56,79145.53,129,127,144,30,28,27,0
113351,2HA,1.0,38.0,17,1.0,1972,100,100,FTTH接入,0,0,279.0,77.0,80.0,宽带,80.0,1,32.52,40.72,45.14,34,49,25,29,30,24,0
100802,2HA,1.0,40.0,32,4.0,3959,20,20,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,36056.43,47464.21,40027.69,24,29,33,16,17,18,0
132290,2HA,2.0,56.0,7,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,53998.19,57926.91,90372.56,68,59,82,28,24,29,0
124146,2HA,1.0,23.0,12,1.0,1024,8,8,普通接入,0,0,79.2,80.0,80.0,宽带,80.0,1,127488.26,145413.13,136946.38,36,32,37,30,31,30,1
123928,2HA,1.0,63.0,13,1.0,1122,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,17479.21,13130.86,11308.94,26,33,35,23,26,26,0
99442,2HA,2.0,27.0,52,2.0,2988,20,20,FTTH接入,0,0,90.0,244.5,89.5,宽带,90.0,1,43096.22,45638.78,48709.36,18,73,46,17,28,26,0
97579,2HA,1.0,29.0,67,2.0,4574,20,20,FTTH接入,0,0,133.33,83.33,83.33,宽带,108.0,1,29018.85,11475.83,3393.65,17,14,5,16,7,4,0
102796,2HA,1.0,44.0,22,1.0,1435,6,6,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,78514.03,68961.36,71396.07,67,48,55,27,29,26,0
112008,2HA,1.0,25.0,17,1.0,1260,8,50,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,65729.36,53582.04,67399.12,16,18,19,16,17,17,0
112946,2HA,1.0,31.0,17,2.0,2955,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,77394.97,75282.89,38754.09,22,39,25,17,15,16,0
115575,2HA,1.0,53.0,16,1.0,1600,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,99244.41,119526.7,136913.35,79,87,118,28,30,25,0
28245,2HA,2.0,41.0,53,2.0,2624,8,50,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,69238.62,23374.45,41204.6,82,37,97,27,19,26,0
64479,2HA,1.0,44.0,21,4.0,5875,50,100,FTTH接入,0,0,81.0,64.03,75.0,宽带,60.0,1,168.77,233.82,286.34,55,58,58,31,29,29,0
68232,2HA,1.0,58.0,20,1.0,1706,6,6,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,3.04,4.43,1.23,49,74,54,12,16,18,0
51435,2HA,1.0,62.0,25,1.0,1429,4,4,FTTH接入,0,0,55.0,54.5,55.0,宽带,60.0,1,57815.24,63835.24,94389.03,41,62,84,22,25,28,0
59013,2HA,2.0,32.0,23,1.0,1488,4,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,17.28,9.44,5.27,28,34,31,26,30,27,0
74388,2HA,2.0,37.0,19,1.0,1150,20,20,FTTH接入,0,0,100.0,50.0,50.0,宽带,50.0,1,60635.2,50899.63,46123.71,445,335,253,27,27,27,0
122941,2HA,,,13,,337,8,50,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,2708.92,0.0,0.05,23,0,1,14,0,1,0
123356,2HA,1.0,23.0,13,2.0,2662,100,100,FTTH接入,0,0,309.0,110.0,110.0,宽带,110.0,1,50110.37,66963.45,70481.0,28,23,31,23,20,26,0
94466,2HA,1.0,54.0,3,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,111391.99,131003.3,134772.69,55,66,78,30,31,30,0
122526,2HA,1.0,20.0,14,2.0,2597,100,100,FTTH接入,0,0,138.0,140.0,132.0,宽带,110.0,0,61417.76,72433.79,81689.48,19,16,66,16,16,21,0
50148,2HA,1.0,30.0,26,1.0,2148,100,100,FTTH接入,0,0,93.5,82.5,87.5,宽带,90.0,1,78729.75,77117.31,58259.53,82,71,56,31,29,29,0
65117,2HA,1.0,31.0,21,2.0,3121,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,99347.57,117452.16,84067.56,686,760,467,30,31,30,1
69502,2HA,1.0,28.0,20,1.0,2179,100,100,FTTH接入,0,0,249.0,50.0,50.0,宽带,50.0,1,16998.2,30462.31,40995.78,39,30,67,21,16,28,0
108303,2HA,1.0,31.0,19,4.0,6698,8,50,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,54116.46,60438.63,48420.84,22,22,24,21,21,20,0
21459,2HA,1.0,40.0,107,,1472,20,20,FTTH接入,0,1,80.0,130.0,80.0,宽带,0.0,1,40047.13,37119.49,27254.69,98,89,50,23,21,18,0
127075,2HA,1.0,25.0,10,2.0,1945,20,200,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,57944.12,15103.78,4562.4,16,7,3,16,6,3,0
134863,2HA,1.0,25.0,6,,811,8,8,普通接入,0,0,88.5,90.0,88.5,宽带,90.0,0,13211.8,19858.54,12448.28,7,9,7,7,7,5,0
73740,2HA,2.0,24.0,19,1.0,1262,20,20,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,128910.03,124517.22,125070.42,59,71,71,28,31,29,0
104498,2HA,1.0,33.0,21,2.0,2221,20,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,46262.43,34250.02,32817.08,15,14,15,15,14,15,0
