SERV_ID,PROD_INST_STATE,GENDER,AGE,IN_NET_DUR,STAR_LEVEL,SCORE_POINT,RECV_RATE,CONSOLIDATE_SPEND,RM_MODE_CD,MOBILE_USER_NUMBER,IPTV_USER_NUMBER,BRD_CHARGE_11,BRD_CHARGE_10,BRD_CHARGE_09,OFFER_NAME_LEV1,ZHU_OFFER_VALUE,IS_HY,BRD_MBL_FLUX_11,BRD_MBL_FLUX_10,BRD_MBL_FLUX_09,BRD_CNT_11,BRD_CNT_10,BRD_CNT_09,ACTIVE_DAY_11,ACTIVE_DAY_10,ACTIVE_DAY_09
128497,2HA,2.0,48.0,9,1.0,745,8,100,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,38043.18,28436.16,26327.74,25,15,20,18,15,17
14033,2HA,2.0,43.0,132,1.0,2192,20,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,17950.07,27962.6,15975.58,13,14,12,10,10,10
79349,2HA,1.0,58.0,16,3.0,8860,20,20,FTTH接入,0,0,170.0,120.0,120.0,宽带,120.0,1,8070.24,36888.61,28799.73,16,76,54,11,24,20
91900,2HA,1.0,26.0,6,3.0,6082,100,100,FTTH接入,0,0,120.0,100.65,90.0,宽带,90.0,1,514.54,446.31,417.16,18,17,15,15,16,15
72723,2HA,2.0,37.0,19,1.0,1796,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,64608.71,82133.14,64796.0,117,98,103,29,30,29
90008,2HA,1.0,40.0,8,2.0,1417,20,100,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,288.11,292.07,320.95,53,58,55,26,27,27
88152,2HA,2.0,28.0,11,2.0,2222,20,20,FTTH接入,0,1,130.0,130.0,130.0,宽带,130.0,1,18055.99,36916.09,38827.05,9,15,29,8,13,28
100268,2HA,2.0,41.0,41,2.0,3867,4,4,FTTH接入,0,0,80.0,80.0,80.0,宽带,108.0,0,81125.37,80659.71,87283.06,41,39,40,28,26,30
58136,2HA,1.0,44.0,23,1.0,3681,4,50,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,55875.02,44470.88,33655.92,33,36,34,30,31,30
52863,2HA,1.0,29.0,25,,8293,8,20,FTTH接入,0,0,79.0,85.0,58.0,宽带,60.0,1,40612.07,44417.05,37180.13,87,23,23,22,18,17
79830,2HA,1.0,42.0,16,,1628,100,100,FTTH接入,0,0,309.0,110.0,110.0,宽带,110.0,1,19874.84,29790.06,21391.4,15,18,19,15,17,18
113205,2HA,2.0,39.0,17,2.0,1565,8,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,8631.33,64.5,41.96,15,17,17,15,16,15
108969,2HA,1.0,35.0,19,4.0,1768,4,20,FTTH接入,0,0,50.0,50.0,50.0,宽带,50.0,1,53251.95,6362.44,19.85,115,89,108,30,31,30
109150,2HA,2.0,43.0,19,1.0,1810,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,3401.3,10247.53,21258.59,65,108,115,14,13,18
103466,2HA,1.0,21.0,21,1.0,1991,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,30771.31,22613.86,20229.96,320,301,361,30,31,30
43185,2HA,1.0,35.0,33,3.0,4902,20,20,FTTH接入,0,0,119.17,119.17,119.17,宽带,130.0,1,39007.87,52611.48,32408.31,52,43,43,28,29,26
61494,2HA,1.0,32.0,22,7.0,63468,100,100,FTTH接入,0,0,172.0,160.0,160.0,宽带,160.0,1,817.51,1047.32,1154.85,20,16,16,15,16,16
23870,2HA,1.0,38.0,70,1.0,2330,8,8,LAN接入,0,0,82.5,82.5,82.5,宽带,90.0,1,67609.05,65690.71,52546.1,54,60,70,30,30,29
63932,2HA,1.0,43.0,22,1.0,1378,4,4,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,34403.09,27143.6,27233.6,71,67,57,30,31,30
3197,2HA,1.0,48.0,96,2.0,3155,20,20,FTTH接入,0,1,100.0,100.0,100.0,宽带,0.0,1,134.74,179.91,80.66,30,49,26,26,31,23
119839,2HA,2.0,33.0,15,1.0,2365,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,57575.65,62065.33,72109.68,23,23,25,18,20,22
6034,2HA,1.0,33.0,87,1.0,2272,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,21.78,36.23,44.39,67,54,28,23,20,16
48907,2HA,2.0,30.0,26,3.0,115,8,8,FTTH接入,0,0,88.5,88.5,88.5,宽带,90.0,0,43.36,56.24,70.98,53,48,56,25,31,29
761,2HA,1.0,30.0,141,1.0,2441,20,20,FTTH接入,0,0,238.0,80.0,80.0,宽带,80.0,1,92180.3,57727.58,77405.9,36,30,33,30,28,30
68245,2HA,2.0,43.0,20,2.0,2281,100,100,FTTH接入,0,0,110.0,110.0,110.0,宽带,80.0,1,40119.67,40732.23,32619.64,42,63,57,13,17,23
132450,2HA,1.0,72.0,7,,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,162786.21,161992.87,152952.07,70,69,77,29,30,30
21595,2HA,2.0,43.0,106,5.0,14465,4,4,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,0,22180.99,15468.58,15319.01,33,33,32,30,31,30
76252,2HA,2.0,32.0,18,2.0,3006,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,18.84,13.46,6.27,32,28,21,29,27,20
117609,2HA,2.0,33.0,16,2.0,1442,20,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,16923.37,49602.96,58492.24,201,161,120,27,27,27
97412,2HA,2.0,37.0,68,2.0,4516,8,8,普通接入,0,0,83.33,83.33,83.33,宽带,108.0,1,16604.33,30156.35,28135.86,230,238,272,31,30,30
117577,2HA,1.0,24.0,16,2.0,2738,50,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,120.0,1,59624.24,73446.27,68217.2,15,16,15,15,16,15
74744,2HA,1.0,46.0,18,1.0,1504,50,50,FTTH接入,0,0,80.01,80.0,72.67,宽带,60.0,1,38977.67,37371.6,42394.42,11,9,12,10,9,8
111014,2HA,2.0,29.0,18,4.0,7656,50,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,120.0,1,53354.21,21250.98,22033.53,53,21,16,23,9,10
48340,2HA,1.0,33.0,26,2.0,2886,12,50,FTTH接入,0,0,82.5,82.5,75.0,宽带,90.0,1,36751.39,25619.26,53868.03,225,250,232,30,29,29
68932,2HA,2.0,28.0,20,1.0,1876,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,86.06,109.41,159.2,157,54,65,30,23,24
95193,2HA,1.0,20.0,3,,130,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,0,60175.13,50025.5,80998.29,78,58,65,26,29,31
54831,2HA,1.0,33.0,24,4.0,9187,50,200,FTTH接入,0,1,158.5,160.0,160.0,宽带,160.0,1,65019.81,38544.85,41070.96,40,13,17,15,11,13
5234,2HA,1.0,33.0,90,2.0,4062,20,20,FTTH接入,0,0,120.0,120.0,120.0,宽带,108.0,1,18464.58,37034.11,47187.48,32,33,33,18,17,22
33419,2HA,1.0,43.0,45,1.0,1540,8,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,62149.89,86107.59,59734.37,54,54,61,30,28,29
66016,2HA,1.0,35.0,21,2.0,2486,50,50,FTTH接入,0,0,100.0,100.0,100.0,宽带,80.0,1,87514.53,69189.9,87530.82,34,34,32,27,30,30
86371,2HA,1.0,24.0,13,2.0,2550,100,100,FTTH接入,0,0,309.0,110.0,110.0,宽带,110.0,1,48845.08,28560.29,11108.85,13,7,2,13,7,2
92236,2HA,1.0,27.0,6,1.0,578,50,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,0,62760.51,55892.34,58398.52,16,16,16,15,15,14
21352,2HA,1.0,23.0,107,2.0,1276,8,100,FTTH接入,2,0,60.0,60.0,60.0,宽带,60.0,1,40268.91,56874.83,46709.86,34,30,21,19,22,17
19166,2HA,2.0,44.0,112,3.0,3792,8,8,普通接入,1,0,80.0,80.0,80.0,宽带,80.0,1,23239.66,24340.02,31768.35,119,206,177,29,31,25
92224,2HA,1.0,22.0,6,,180,8,8,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,1,46382.49,60404.04,63096.25,19,17,17,17,17,15
112023,2HA,1.0,34.0,18,2.0,3177,8,8,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,23.36,15.24,24.09,90,142,83,31,31,28
131335,2HA,1.0,50.0,7,1.0,420,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,58711.33,51017.15,45468.89,89,112,136,30,28,30
12362,2HA,1.0,36.0,76,2.0,3659,8,20,LAN接入,0,0,93.33,93.33,93.33,宽带,108.0,1,68924.4,52339.86,65430.34,21,16,27,16,15,17
5987,2HA,1.0,39.0,88,2.0,2497,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,93760.75,135020.35,130748.24,45,39,45,25,31,28
8970,2HA,1.0,31.0,81,1.0,2272,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,39690.03,25195.94,22998.61,36,30,29,28,25,21
81195,2HA,1.0,29.0,16,1.0,1548,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,96443.48,84577.58,102719.05,58,48,53,23,24,25
90797,2HA,1.0,55.0,8,1.0,624,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,19568.35,10010.05,9306.17,13,12,11,12,12,11
95852,2HA,2.0,44.0,3,,320,50,200,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,0,42001.83,22484.84,8407.51,16,12,4,16,12,4
66794,2HA,1.0,46.0,20,3.0,4840,100,100,FTTH接入,0,0,89.0,88.71,80.0,宽带,80.0,1,48.57,42.44,30.64,34,58,31,30,31,30
78028,2HA,1.0,43.0,17,2.0,1997,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,28.88,26.24,21.86,18,16,16,16,16,16
84918,2HA,1.0,36.0,14,1.0,1405,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,17853.47,18283.41,24536.7,120,156,143,30,31,28
88653,2HA,,,10,,461,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,52188.98,18631.93,3583.54,16,5,1,15,5,1
117237,2HA,1.0,60.0,16,3.0,6330,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,99266.78,52030.2,47667.74,32,33,29,30,31,29
129575,2HA,1.0,20.0,8,2.0,1922,50,50,LAN接入,0,1,160.0,160.0,160.0,宽带,160.0,1,6.26,1482.74,7107.03,15,16,15,15,16,15
126252,2HA,1.0,52.0,10,2.0,2071,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,36480.58,33181.28,42819.2,17,13,14,16,13,14
118962,2HA,1.0,34.0,15,2.0,2979,100,100,FTTH接入,0,0,309.0,110.0,110.0,宽带,110.0,1,66685.45,72224.61,67872.79,68,37,27,31,24,26
38713,2HA,1.0,40.0,38,2.0,3866,4,4,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,0,28095.86,36953.82,53009.64,35,34,38,24,23,25
77469,2HA,2.0,34.0,17,4.0,11104,8,8,FTTH接入,0,0,83.33,100.0,96.67,宽带,80.0,1,207662.86,184042.49,202126.13,184,124,164,31,27,30
21320,2HA,2.0,42.0,107,2.0,3355,20,20,FTTH接入,0,0,83.33,83.33,133.33,宽带,108.0,1,28213.78,28194.02,37468.15,32,33,26,19,19,17
54376,2HA,1.0,34.0,24,1.0,954,100,100,FTTH接入,0,1,85.0,70.48,55.0,宽带,60.0,1,46502.03,45968.32,52283.76,17,17,34,15,17,19
101076,2HA,1.0,25.0,26,2.0,4348,4,100,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,32.25,32.22,51.08,29,26,41,14,13,26
103988,2HA,2.0,47.0,21,3.0,783,8,50,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,45473.98,64975.06,87974.64,21,23,25,17,19,18
62251,2HA,1.0,46.0,22,1.0,1962,20,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,48087.27,40254.28,53136.75,16,15,18,16,15,18
14418,2HA,1.0,29.0,129,2.0,3957,50,50,FTTH接入,0,0,120.0,145.16,150.0,宽带,120.0,1,58901.44,67115.88,68243.46,27,30,29,25,26,26
39343,2HA,1.0,24.0,38,1.0,2180,6,6,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,32946.98,22474.41,21049.43,23,24,21,15,20,19
106797,2HA,2.0,28.0,20,2.0,2327,20,20,FTTH接入,0,0,130.0,231.25,80.0,宽带,80.0,1,109061.58,46145.22,57315.32,73,40,18,30,23,18
135475,2HA,1.0,31.0,5,1.0,585,50,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,53740.38,50191.55,20921.29,68,85,39,21,27,18
120612,2HA,2.0,50.0,15,3.0,3470,50,50,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,0,54363.31,46147.53,49691.49,17,17,17,15,17,16
83154,2HA,1.0,21.0,15,2.0,2290,20,20,FTTH接入,0,0,90.0,248.0,90.0,宽带,90.0,1,82894.6,54544.69,50221.36,63,61,53,28,24,26
80572,2HA,2.0,30.0,16,2.0,1763,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,51064.1,69052.77,65312.75,17,23,20,15,17,13
13638,2HA,1.0,46.0,136,2.0,3494,20,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,119630.24,194506.68,121781.38,55,80,73,30,31,30
123095,2HA,2.0,43.0,13,3.0,3012,50,50,FTTH接入,0,0,130.0,124.0,130.0,宽带,130.0,1,119708.43,99594.5,94565.91,79,44,34,26,20,17
123422,2HA,1.0,30.0,13,1.0,1381,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,230.98,309.94,249.11,17,17,30,16,17,18
2199,2HA,2.0,41.0,100,2.0,3381,8,8,FTTH接入,0,0,69.35,69.35,69.35,宽带,108.0,1,59554.68,67223.16,68094.3,27,56,28,16,22,17
4483,2HA,1.0,45.0,92,2.0,2744,8,8,普通接入,1,0,60.0,60.0,60.0,宽带,60.0,1,34459.35,35200.68,36744.61,38,33,38,29,29,30
122706,2HA,2.0,30.0,14,3.0,5410,20,20,FTTH接入,0,0,80.0,80.0,130.0,宽带,80.0,1,104.35,142.95,73.5,112,79,141,30,27,31
133889,2HA,1.0,32.0,6,,220,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,75022.66,79342.46,70075.7,35,28,43,24,25,28
119772,2HA,1.0,48.0,15,4.0,5523,8,20,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,60467.51,44630.99,54470.32,73,38,18,23,19,17
130496,2HA,,,8,,881,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,28501.71,11467.25,0.0,14,7,0,14,6,0
131147,2HA,1.0,60.0,7,2.0,5135,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,116124.33,114055.15,115585.48,60,68,67,28,28,28
129523,2HA,1.0,34.0,8,1.0,499,8,8,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,55010.32,5313.6,50210.46,25,22,19,17,14,14
42572,2HA,2.0,26.0,33,1.0,2371,6,100,FTTH接入,0,0,82.5,82.5,82.5,宽带,90.0,1,109313.32,115173.74,80389.48,34,33,37,25,23,26
43559,2HA,2.0,29.0,31,4.0,11960,20,100,FTTH接入,0,0,119.17,169.17,119.17,宽带,130.0,1,28621.07,29257.38,24888.76,19,9,10,16,9,10
82155,2HA,1.0,48.0,15,3.0,7384,8,8,LAN接入,0,0,60.0,60.0,60.0,宽带,60.0,1,25184.81,26296.13,49510.78,25,20,27,21,19,25
20859,2HA,2.0,44.0,108,3.0,7891,6,6,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,57898.68,52949.6,46635.82,24,23,24,22,18,23
34210,2HA,1.0,30.0,44,1.0,2572,100,100,FTTH接入,0,1,101.5,82.5,82.5,宽带,90.0,1,318.95,68.6,135.22,44,38,30,30,23,25
1520,2HA,2.0,38.0,102,3.0,5448,100,100,FTTH接入,0,0,279.0,80.0,80.0,宽带,80.0,1,10643.29,15573.86,11718.81,17,16,12,13,14,9
105105,2HA,1.0,40.0,20,1.0,1284,4,4,VDSL接入,0,0,50.0,50.0,50.0,宽带,50.0,1,72419.14,65501.53,50052.95,35,47,57,30,31,30
17376,2HA,2.0,55.0,116,2.0,3934,8,8,FTTH接入,0,0,80.0,80.0,80.0,宽带,108.0,0,8992.85,4134.32,9685.0,72,61,81,30,26,30
18693,2HA,1.0,34.0,113,4.0,10805,6,50,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,0.31,526.56,0.04,2,2,1,2,2,1
21538,2HA,1.0,35.0,107,1.0,2272,8,20,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,75094.88,72576.36,36268.27,66,101,112,30,31,30
20689,2HA,2.0,43.0,109,1.0,2496,4,20,FTTH接入,0,0,80.0,79.02,79.02,宽带,80.0,1,69234.55,69896.03,56366.83,146,100,107,29,27,29
22251,2HA,1.0,44.0,106,3.0,5109,6,20,FTTH接入,1,0,80.0,80.0,80.0,宽带,80.0,1,22.73,13.89,21.08,67,75,76,30,30,30
125167,2HA,1.0,28.0,11,1.0,2286,100,100,FTTH接入,0,0,289.0,90.0,90.0,宽带,90.0,1,29398.42,23617.07,16400.1,84,65,149,28,16,30
125193,2HA,1.0,51.0,11,1.0,1292,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,38918.59,16542.13,41402.32,58,163,85,28,31,28
123158,2HA,2.0,39.0,13,5.0,17698,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,0,25831.34,34616.58,40393.17,200,261,223,30,31,29
124972,2HA,2.0,52.0,11,2.0,1547,50,50,FTTH接入,0,1,100.84,100.84,100.84,宽带,90.0,1,164.3,33.4,28.59,24,61,103,20,23,29
125101,2HA,1.0,24.0,11,3.0,3612,100,100,FTTH接入,0,0,169.0,160.0,160.0,宽带,160.0,0,227.02,236.33,385.4,107,68,25,26,25,18
123890,2HA,1.0,25.0,13,2.0,1930,100,100,FTTH接入,0,0,110.0,109.35,90.0,宽带,90.0,0,31937.44,58312.35,80205.57,66,64,33,30,29,24
132526,2HA,1.0,47.0,7,,15,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,130102.15,125009.1,114449.52,65,59,65,30,27,29
123012,2HA,,,13,,20366,100,100,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,0,63532.95,63209.67,60993.46,44,33,16,19,18,16
131351,2HA,1.0,61.0,7,,15,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,141984.87,166803.51,171289.35,76,84,90,30,31,30
19707,2HA,1.0,44.0,111,3.0,3972,20,20,FTTH接入,1,0,80.0,130.0,80.0,宽带,80.0,1,26966.19,60630.47,68020.67,43,43,48,26,25,29
130212,2HA,2.0,40.0,8,1.0,1777,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,158613.18,170847.78,151044.89,85,97,90,30,31,30
84280,2HA,2.0,22.0,14,1.0,2712,8,8,普通接入,0,0,80.0,72.8,77.6,宽带,80.0,1,145226.13,95636.0,109702.66,76,78,73,30,31,29
4136,2HA,1.0,46.0,93,1.0,2366,12,12,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,0,33805.71,25860.12,27807.59,35,25,30,21,21,20
126009,2HA,1.0,19.0,11,1.0,1088,8,20,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,21892.49,106.08,112.76,13,16,15,12,15,15
127206,2HA,2.0,24.0,10,2.0,1792,20,100,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,54994.4,56295.13,51815.14,15,16,14,15,16,14
102265,2HA,1.0,37.0,22,1.0,1397,6,6,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,353.05,295.05,271.37,35,54,16,16,16,15
129609,2HA,2.0,22.0,8,1.0,1080,100,100,FTTH接入,0,0,309.0,110.0,110.0,宽带,110.0,1,139173.18,108557.98,132037.01,61,61,54,30,31,30
68524,2HA,2.0,39.0,20,6.0,9161,100,100,FTTH接入,0,0,249.0,50.0,50.0,宽带,50.0,1,153389.43,142385.33,149067.15,115,112,88,26,29,25
80846,2HA,2.0,29.0,16,2.0,4375,100,100,FTTH接入,0,0,319.0,120.0,120.0,宽带,120.0,1,38242.2,26596.97,28840.54,16,17,18,15,15,16
83038,2HA,1.0,24.0,15,4.0,14153,20,20,FTTH接入,0,0,80.0,130.0,80.0,宽带,80.0,1,40451.6,36085.76,40036.63,15,20,14,15,15,13
118585,2HA,2.0,28.0,15,1.0,1518,8,8,FTTH接入,0,0,80.0,79.5,80.0,宽带,80.0,1,60.67,51.79,51.62,19,15,18,18,14,13
116944,2HA,2.0,51.0,16,3.0,3812,100,100,FTTH接入,0,1,140.63,140.63,140.63,宽带,120.0,1,91031.4,108694.75,94170.08,37,48,52,22,29,26
37677,2HA,1.0,30.0,40,7.0,100457,100,100,FTTH接入,0,0,150.0,150.0,150.0,宽带,150.0,0,55646.43,44372.34,56832.34,22,14,16,14,14,14
138058,2HA,1.0,50.0,3,3.0,4106,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,123368.17,141149.12,120630.17,77,82,76,30,31,30
133881,2HA,1.0,31.0,6,2.0,2105,100,100,FTTH接入,0,0,136.0,130.0,130.0,宽带,130.0,1,486.04,288.79,332.08,19,31,21,16,18,16
19080,2HA,1.0,47.0,112,2.0,4793,8,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,1,37380.94,23999.89,31491.78,19,18,34,15,16,19
128563,2HA,1.0,41.0,8,,298,100,100,FTTH接入,0,0,89.0,60.0,60.0,宽带,60.0,1,155.01,214.52,313.07,139,74,52,24,25,24
115597,2HA,1.0,25.0,16,2.0,2287,100,100,FTTH接入,0,0,168.5,82.5,82.5,宽带,90.0,1,68083.41,0.0,0.0,60,0,0,21,0,0
128187,2HA,2.0,49.0,9,2.0,2033,100,100,FTTH接入,0,0,329.0,130.0,130.0,宽带,130.0,1,10533.34,10681.31,12786.17,16,9,9,14,8,9
127063,2HA,1.0,20.0,10,2.0,1805,20,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,0,133219.58,110621.79,129755.25,227,107,97,31,28,27
129668,2HA,2.0,50.0,8,1.0,1098,20,20,FTTH接入,0,0,130.0,130.0,130.0,宽带,130.0,1,17359.38,10703.64,13957.88,17,17,15,16,16,13
114386,2HA,1.0,41.0,17,1.0,1220,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,55071.3,79581.6,75237.61,42,62,71,19,29,30
120582,2HA,2.0,42.0,15,1.0,1455,8,8,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,88280.99,116824.39,106477.27,72,86,94,29,31,31
22676,2HA,1.0,49.0,104,1.0,1562,50,50,FTTH接入,0,1,15.0,15.0,15.0,宽带,90.0,0,25980.46,26284.35,46204.81,15,18,21,15,16,20
137551,2HA,1.0,40.0,4,6.0,40220,20,20,LAN接入,0,0,130.0,130.0,130.0,宽带,130.0,1,50481.93,29151.24,34361.47,16,15,16,16,15,16
18545,2HA,1.0,38.0,112,1.0,2366,12,12,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,29470.57,16563.8,8841.93,16,16,15,16,16,15
19210,2HA,2.0,56.0,112,1.0,2286,6,6,普通接入,0,0,80.0,80.0,80.0,宽带,80.0,1,44067.7,76012.61,43639.26,52,69,86,28,32,29
18129,2HA,1.0,49.0,114,2.0,3199,4,4,FTTH接入,0,0,83.33,83.33,83.33,宽带,108.0,1,35034.36,38200.3,31079.28,21,21,29,16,16,19
136706,2HA,1.0,30.0,4,,220,20,20,FTTH接入,0,0,110.0,110.0,110.0,宽带,110.0,1,72709.38,83926.95,100356.16,44,70,54,24,23,24
16883,2HA,2.0,42.0,118,2.0,3246,8,8,FTTH接入,0,0,69.35,69.35,69.35,宽带,108.0,0,16466.08,120.33,92.94,30,22,43,16,15,18
20193,2HA,2.0,54.0,110,3.0,3792,4,20,FTTH接入,1,0,80.0,80.0,80.0,宽带,80.0,1,18193.57,21839.77,12138.28,27,25,25,19,22,23
138078,2HA,1.0,23.0,3,,0,50,50,FTTH接入,0,0,90.0,90.0,90.0,宽带,90.0,0,77238.65,68857.42,75034.14,34,26,53,22,20,27
23163,2HA,1.0,32.0,104,2.0,3086,50,50,FTTH接入,0,0,100.0,100.0,93.66,宽带,80.0,1,63971.21,80747.51,66303.83,111,76,46,25,26,19
53842,2HA,1.0,37.0,24,6.0,21788,4,20,FTTH接入,0,0,55.0,55.0,55.0,宽带,60.0,1,66805.99,50841.44,50719.29,88,107,107,30,30,29
87257,2HA,1.0,30.0,12,1.0,1176,8,50,普通接入,0,0,90.0,90.0,90.0,宽带,90.0,1,36434.08,43453.71,42658.77,22,18,17,19,16,17
5402,2HA,1.0,35.0,89,2.0,3149,20,20,FTTH接入,0,1,100.0,100.0,100.0,宽带,80.0,1,64256.03,52969.49,111456.12,20,17,32,16,15,21
7109,2HA,1.0,37.0,85,2.0,3322,20,20,FTTH接入,0,0,80.0,80.0,130.0,宽带,80.0,1,56.6,36.82,135.63,68,38,57,26,22,25
137586,2HA,,,4,,0,50,200,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,0,33817.6,22698.67,26089.93,17,16,15,15,15,15
137212,2HA,1.0,54.0,4,1.0,0,50,50,FTTH接入,0,1,0.0,0.0,0.0,宽带,0.0,0,72587.56,77514.65,25030.32,30,33,15,30,28,13
64203,2HA,2.0,40.0,22,1.0,2892,20,20,FTTH接入,0,0,130.0,80.0,80.0,宽带,80.0,1,52860.25,57488.88,50938.7,146,271,24,18,24,19
75556,2HA,1.0,23.0,18,1.0,2625,20,50,FTTH接入,0,0,130.0,88.39,100.0,宽带,80.0,1,55371.35,71231.76,68811.17,45,29,37,28,25,28
93066,2HA,1.0,31.0,4,,0,50,50,FTTH接入,0,0,160.0,160.0,160.0,宽带,160.0,0,38593.49,37099.5,74985.01,55,58,85,18,20,30
123805,2HA,1.0,64.0,13,2.0,2376,50,50,FTTH接入,0,0,130.0,130.0,130.0,宽带,110.0,1,67061.44,69526.65,56851.47,36,49,83,22,23,26
124187,2HA,1.0,22.0,12,2.0,1503,8,8,VDSL接入,0,0,90.0,90.0,90.0,宽带,90.0,1,68691.56,85279.78,77318.01,127,175,164,25,31,27
113347,2HA,1.0,32.0,17,2.0,2912,50,50,FTTH接入,0,0,120.0,120.0,120.0,宽带,120.0,0,45757.22,52940.27,49354.1,13,17,15,13,15,15
101104,2HA,2.0,27.0,25,2.0,1826,4,4,普通接入,0,0,55.0,55.0,55.0,宽带,60.0,1,5337.41,4067.9,5839.84,89,96,110,29,29,29
115936,2HA,1.0,54.0,16,1.0,1132,8,8,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,63063.78,71509.06,53285.82,17,19,18,17,18,15
94305,2HA,1.0,34.0,3,,0,20,20,FTTH接入,0,0,60.0,60.0,60.0,宽带,60.0,1,103.47,204.21,345.71,107,51,45,31,25,24
121998,2HA,1.0,27.0,14,1.0,1457,8,100,FTTH接入,0,0,80.0,80.0,80.0,宽带,80.0,1,81.08,74.69,39.66,137,175,133,28,31,25
107378,2HA,1.0,29.0,20,2.0,2355,50,50,FTTH接入,0,0,100.0,100.0,90.67,宽带,80.0,1,27109.05,33678.47,20096.18,12,10,9,11,8,7
