49245,1
65681,0
78073,1
7072,0
45475,1
29380,1
26151,1
42940,0
61929,1
28911,0
411588,0
10633,1
62175,0
272550,1
132923,0
23951,1
216765,0
20959,1
58635,1
468495,0
1990,1
65743,0
142637,0
19360,1
455134,0
39704,0
54904,1
9596,1
255699,1
253773,1
47087,0
101710,0
9781,1
29446,0
200905,1
58605,0
52209,0
111969,0
52537,0
33028,1
3020,0
38404,0
176358,1
86487,0
44221,1
204029,1
5286,1
97530,1
4804,1
80854,1
6365,1
26000,1
271615,1
72963,1
32885,0
59309,0
219077,0
55452,1
55008,1
45519,1
10242,1
95836,1
83381,0
51658,1
46205,0
74978,1
42152,1
65612,0
19704,1
71671,0
83294,1
83984,1
58674,1
26027,1
32569,1
66989,0
18715,1
223601,1
32656,0
32520,1
41220,1
56653,1
19446,1
231640,0
29318,1
232704,0
22984,1
18399,1
61358,1
54352,0
96633,0
68557,1
66853,1
20601,1
422169,0
83615,1
126330,1
87889,0
54761,0
278669,1
67743,1
23057,1
20284,1
83013,0
40952,0
192569,1
93663,1
41696,1
85147,0
66397,0
26452,1
74827,0
40756,1
42450,1
242892,0
73354,1
25038,1
34452,1
81982,0
116452,0
2743,1
61462,0
37736,1
2952,1
23122,1
59610,0
37171,1
7047,1
61729,1
279893,1
14734,1
44803,0
23932,1
90306,1
100564,1
119421,0
46673,1
81095,1
155119,1
69478,1
33166,1
71290,1
46023,1
154011,1
82049,1
28180,1
336599,0
132967,1
53043,1
109390,0
116215,0
38416,0
47942,1
54539,0
18244,0
210706,0
39683,1
377359,0
29984,1
140101,0
86669,0
371,0
55518,0
13588,1
15799,1
23236,1
39839,0
4935,1
200532,0
35960,0
16513,1
64887,1
87482,1
57435,1
88322,0
2328,1
27386,1
49007,1
75343,1
92466,1
429742,0
27978,1
33971,1
72408,1
91420,1
3322,1
56537,0
55911,1
67649,1
48179,0
229511,1
29537,0
13896,1
236790,1
46271,1
56325,0
26159,0
466326,0
23635,1
65683,0
42293,1
28649,1
219087,0
55903,1
119314,0
79535,1
77052,1
124985,0
82785,1
26187,1
72608,0
7640,1
30054,0
78401,0
143457,0
20950,1
62752,0
84677,0
44073,1
85347,0
52962,1
76427,1
36715,1
126426,0
10692,1
301635,0
7616,1
193956,1
77961,1
58028,1
208848,1
92877,1
8513,1
24680,1
32869,0
690,1
83326,0
25278,0
26636,1
17500,0
16463,1
22325,1
29150,1
444589,0
58768,1
48003,0
100215,1
32109,0
27244,1
78822,1
14592,1
69664,1
343197,0
6751,1
165541,1
74357,1
55740,0
30958,1
27930,1
61482,0
89118,1
15258,1
185802,1
41475,1
27211,1
277662,0
82331,1
411211,0
13778,1
9346,1
3484,0
95689,0
10484,0
68257,0
16590,1
18746,0
80710,1
64511,1
1802,1
79555,1
6610,0
3767,1
74692,1
25650,1
115911,1
304674,0
52131,1
44778,1
79572,1
147119,0
54879,1
31379,1
79757,0
83257,1
8897,0
25400,1
37998,0
87303,0
86463,1
81250,1
77300,1
55325,1
31333,1
82942,1
13852,1
63317,0
237870,0
5353,1
790,1
87540,1
13195,1
55998,0
145074,0
178978,1
123358,0
23217,1
120313,0
47801,0
46036,1
71942,0
97933,1
15634,1
39303,1
5414,1
223014,0
54898,1
16000,0
10889,1
23798,1
61696,1
84051,1
83433,0
158383,1
21939,1
54413,1
51263,1
19555,1
386859,0
412649,0
132562,1
90526,0
26623,0
37180,1
140854,0
25562,1
7272,0
10925,0
3261,1
147316,0
60928,0
51110,1
82927,0
78595,0
53699,1
36694,1
112317,0
16396,1
28060,0
39062,1
103331,0
84878,1
22848,1
73610,0
40866,1
23273,1
8497,1
16655,0
80361,1
91388,0
63161,1
21076,1
114969,0
54306,0
21099,1
216568,1
86662,1
79748,0
183646,1
22874,0
75455,1
11976,1
78487,1
24618,1
10935,0
78035,0
32333,0
46507,1
280824,1
1610,1
87730,1
48457,0
43367,1
28804,1
26189,1
55815,1
186917,1
261351,1
26347,1
71799,1
97241,1
25199,1
78363,0
5418,0
78811,1
41117,1
71858,1
27483,1
140819,1
39094,1
25007,1
467906,0
45042,0
251085,0
58881,1
20972,1
88030,0
50276,1
54854,0
43224,1
41689,1
94714,1
51936,1
16448,1
11680,1
78836,1
31891,0
28398,1
337172,0
113462,0
38672,1
24894,0
81577,1
27347,0
80608,1
145289,0
30589,1
59631,1
56374,0
26675,1
22204,1
29813,1
24224,1
57789,1
6522,1
45763,1
131480,0
414471,0
226310,0
49155,0
30033,1
5668,0
20846,1
41061,1
81098,1
63185,1
70982,1
33360,1
47221,0
30099,0
23491,0
357439,0
23347,1
3673,1
38767,1
32417,0
13680,0
216224,1
45125,0
47131,1
7023,0
398712,0
4860,1
59285,0
55402,1
50534,0
82444,0
215980,1
10687,1
66144,0
95192,1
3131,1
22927,1
165579,1
89011,1
44662,0
81186,1
19144,1
55223,0
42016,1
5182,1
31938,1
254349,1
315562,0
98346,0
41648,0
58792,1
52268,1
72734,0
1426,1
204309,1
9252,0
62710,1
41734,1
111404,0
1972,0
52243,0
29710,1
30178,1
984,0
89322,1
63312,0
34509,1
13662,1
12719,1
25004,0
116413,0
419550,0
122965,0
73323,0
108593,1
142868,1
215360,0
340,1
43439,0
2706,0
70881,1
67621,0
100859,1
33504,0
38760,1
201118,1
82323,1
47963,1
184655,1
16133,1
63943,1
32729,1
295947,0
258079,0
82588,1
138504,0
35899,0
84513,1
30258,1
242835,0
79246,1
94885,0
119393,0
33657,1
44371,1
70836,1
83693,1
393786,0
109881,1
82744,1
56066,0
464716,0
8969,1
45215,1
121006,0
137729,1
78435,1
5126,1
38834,0
16368,0
44402,1
47685,0
73042,1
44080,1
121625,0
82192,1
16838,1
393841,0
20542,1
60313,0
236236,0
31012,1
23189,0
19093,0
