SERV_ID,INNET_DUR,ORG_DZS_ID,OFR_GRADE,CDE_OFR_CD,YD_CNT,TERMINAL_MODEL,BRAND_ID,MOBILE_PRICE,REL_AMT,PAY_MODE,OWE_AMOUNT,CUST_CNT,ZJ_CNT,BJ_CNT,ZJ_CNT_RATIO,ZJ_DUR,BJ_DUR,ZJ_DUR_RATIO,ZJ_PEOPLE_CNT,BJ_PEOPLE_CNT,ZJ_PEOPLE_RATIO,ZJ_AVG_CNT_RATIO,BJ_AVG_CNT_RATIO,ZJ_AVG_DUR,BJ_AVG_DUR,ZJ_CNT_DUR,BJ_CNT_DUR,ZJ_SHORT_CNT,ZJ_SHORT_CNT_RATIO,ZJ_MID_CNT,ZJ_MID_CNT_RATIO,ZJ_ROAM_CNT,ZJ_ROAM_CNT_RATIO,ZJ_LONG_CNT,ZJ_LONG_CNT_RATIO,ZJ_LONG_ROAM_RATIO,ZJ_ROAM_DUR,ZJ_ROAM_DUR_RATIO,ZJ_LONG_DUR,ZJ_LONG_DUR_RATIO,ZJ_LONG_ROAM_DUR_RATIO,ZJ_ROAM_AREA_CNT,ROAM_TOP_RATIO,SMS_CNT,DAY_CNT,FLOW_CNT,FLOW_MB,BASE_CNT,ZJ_BASE_TOP_RATIO,POINT_CNT,FLAG
14569,20,3732.0,169,1628,3.0,258,0,,0.0,2,0.0,3,21,14,0.6,47.75,25.72,0.65,8.0,5.0,0.6154,2.63,2.8,5.97,5.14,2.27,1.84,4.0,0.1905,9.0,0.4286,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,,0,0.0,4,0.5714,0,0
15900,83,,199,923,2.0,151,2,4699.0,199.0,2,0.0,2,170,165,0.5075,201.12,211.07,0.4879,46.0,37.0,0.5542,3.7,4.46,4.37,5.7,1.18,1.28,31.0,0.1824,82.0,0.4824,18,0.1059,34,0.2,0.3059,18.58,0.0924,29.35,0.1459,0.2383,1,1.8889,20,31.0,1055,4532.99,21,0.2294,0,0
7531,60,383.0,129,200,3.0,45,3,999.0,1.0,2,0.0,3,74,79,0.4837,50.52,61.25,0.452,27.0,26.0,0.5094,2.74,3.04,1.87,2.36,0.68,0.78,14.0,0.1892,43.0,0.5811,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,12.0,21,1.91,27,0.1486,0,0
4138,75,15093.0,9,555,1.0,1,0,,9.32,2,0.0,1,3,25,0.1071,2.52,52.22,0.046,2.0,9.0,0.1818,1.5,2.78,1.26,5.8,0.84,2.09,1.0,0.3333,1.0,0.3333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,2,0.6667,0,0
317,4,704.0,99,1590,2.0,9,4,5288.0,99.0,2,0.0,3,2,1,0.6667,3.27,0.07,0.98,1.0,1.0,0.5,2.0,1.0,3.27,0.07,1.63,0.07,0.0,0.0,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,262,823.12,2,0.5,0,1
713,6,196.0,199,2492,1.0,0,0,,199.0,2,199.0,3,505,1,0.998,1265.38,0.05,1.0,500.0,1.0,0.998,1.01,1.0,2.53,0.05,2.51,0.05,60.0,0.1188,188.0,0.3723,0,0.0,478,0.9465,0.9465,0.0,0.0,1235.55,0.9764,0.9764,197,0.0,0,,0,0.0,5,0.4911,0,1
4063,52,3395.0,129,200,2.0,37,2,3299.0,129.0,2,0.0,4,144,297,0.3265,166.42,393.15,0.2974,50.0,62.0,0.4464,2.88,4.79,3.33,6.34,1.16,1.32,21.0,0.1458,80.0,0.5556,0,0.0,5,0.0347,0.0347,0.0,0.0,3.42,0.0205,0.0205,2,0.0,1,30.0,363,1067.5,40,0.0833,0,0
3852,19,12279.0,79,1671,1.0,4,1,1299.0,79.0,2,0.0,1,76,192,0.2836,107.78,569.05,0.1592,19.0,33.0,0.3654,4.0,5.82,5.67,17.24,1.42,2.96,6.0,0.0789,34.0,0.4474,0,0.0,34,0.4474,0.4474,0.0,0.0,49.55,0.4597,0.4597,2,0.0,18,10.0,83,41.13,6,0.8816,0,0
2473,6,1942.0,79,1671,2.0,109,2,1799.0,79.0,2,0.0,2,5,3,0.625,46.0,44.9,0.5061,4.0,1.0,0.8,1.25,3.0,11.5,44.9,9.2,14.97,0.0,0.0,1.0,0.2,2,0.4,0,0.0,0.4,23.8,0.5174,0.0,0.0,0.5174,1,3.0,0,4.0,199,104.11,2,0.6,0,0
1817,41,4.0,129,200,2.0,13,1,2999.0,129.0,2,0.0,2,104,66,0.6118,95.05,66.75,0.5875,44.0,33.0,0.5714,2.36,2.0,2.16,2.02,0.91,1.01,21.0,0.2019,54.0,0.5192,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31.0,697,250.59,40,0.3654,0,0
18957,7,3740.0,129,1137,3.0,140,0,,1.0,2,0.0,3,28,28,0.5,53.33,18.3,0.7445,5.0,7.0,0.4167,5.6,4.0,10.67,2.61,1.9,0.65,12.0,0.4286,10.0,0.3571,0,0.0,3,0.1071,0.1071,0.0,0.0,39.23,0.7356,0.7356,3,0.0,0,30.0,167,28.8,1,1.0,0,0
19339,25,22.0,299,2149,4.0,89,3,2498.0,1.0,2,0.0,5,151,92,0.6214,207.75,104.6,0.6651,19.0,18.0,0.5135,7.95,5.11,10.93,5.81,1.38,1.14,15.0,0.0993,62.0,0.4106,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,28.0,781,1141.52,20,0.457,1,0
1370,69,13006.0,399,1242,3.0,1,0,,0.4,2,0.0,3,99,125,0.442,89.35,130.53,0.4064,36.0,48.0,0.4286,2.75,2.6,2.48,2.72,0.9,1.04,22.0,0.2222,57.0,0.5758,0,0.0,1,0.0101,0.0101,0.0,0.0,1.02,0.0114,0.0114,1,0.0,4,,0,0.0,7,0.9192,0,0
13499,23,1626.0,199,1659,3.0,47,3,1998.0,11.0,2,0.0,3,491,666,0.4244,648.28,850.85,0.4324,100.0,78.0,0.5618,4.91,8.54,6.48,10.91,1.32,1.28,69.0,0.1405,239.0,0.4868,0,0.0,13,0.0265,0.0265,0.0,0.0,38.82,0.0599,0.0599,6,0.0,10,29.0,1529,3001.37,70,0.2098,0,0
20063,20,5005.0,0,1849,1.0,432,5,1699.0,5.5,2,8.46,1,1,0,1.0,1.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,2.0,1.25,1.0,1.25,1.0,2.0,1,1.0,2,,0,0.0,1,,0,0
4486,27,2767.0,129,200,3.0,25,1,1399.0,0.0,2,0.0,3,2,3,0.4,10.37,5.4,0.6575,2.0,3.0,0.4,1.0,1.0,5.18,1.8,5.18,1.8,0.0,0.0,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.0,78,21.13,1,1.0,0,0
8982,68,,39,1705,1.0,10,1,2799.0,195.79,2,0.0,2,128,43,0.7485,108.87,27.42,0.7988,8.0,7.0,0.5333,16.0,6.14,13.61,3.92,0.85,0.64,13.0,0.1016,88.0,0.6875,8,0.0625,3,0.0234,0.0859,14.92,0.137,4.33,0.0398,0.1768,2,0.25,0,30.0,728,1140.91,16,0.4141,0,0
12208,33,9409.0,129,200,3.0,12,3,1298.0,129.1,2,0.0,3,68,47,0.5913,54.3,96.33,0.3605,19.0,21.0,0.475,3.58,2.24,2.86,4.59,0.8,2.05,20.0,0.2941,33.0,0.4853,0,0.0,2,0.0294,0.0294,0.0,0.0,2.67,0.0491,0.0491,1,0.0,0,31.0,993,349.6,8,0.3235,0,0
1615,11,13461.0,129,1353,2.0,8,3,2798.0,129.0,2,0.0,2,121,65,0.6505,203.13,67.45,0.7507,62.0,30.0,0.6739,1.95,2.17,3.28,2.25,1.68,1.04,8.0,0.0661,51.0,0.4215,0,0.0,3,0.0248,0.0248,0.0,0.0,2.53,0.0125,0.0125,3,0.0,7,29.0,1100,4110.63,13,0.8099,0,0
16674,106,,0,1538,1.0,140,0,,6.37,2,0.0,1,22,80,0.2157,28.1,118.23,0.192,13.0,29.0,0.3095,1.69,2.76,2.16,4.08,1.28,1.48,7.0,0.3182,12.0,0.5455,0,0.0,3,0.1364,0.1364,0.0,0.0,3.55,0.1263,0.1263,1,0.0,1,1.0,1,0.0,4,0.5,0,0
5683,2,3149.0,129,1601,2.0,14,4,6088.0,129.6,2,0.0,4,356,322,0.5251,578.32,256.62,0.6927,38.0,55.0,0.4086,9.37,5.85,15.22,4.67,1.62,0.8,36.0,0.1011,165.0,0.4635,0,0.0,21,0.059,0.059,0.0,0.0,150.3,0.2599,0.2599,4,0.0,6,30.0,985,451.63,46,0.1433,0,0
2593,3,5813.0,59,353,1.0,0,0,,59.0,2,0.0,1,6,4,0.6,8.07,17.75,0.3125,3.0,1.0,0.75,2.0,4.0,2.69,17.75,1.34,4.44,1.0,0.1667,2.0,0.3333,0,0.0,4,0.6667,0.6667,0.0,0.0,5.2,0.6446,0.6446,2,0.0,0,19.0,144,490.57,1,1.0,0,0
12168,42,7.0,129,1601,4.0,3,1,1599.0,21.0,2,0.0,4,67,134,0.3333,92.52,226.42,0.2901,27.0,33.0,0.45,2.48,4.06,3.43,6.86,1.38,1.69,9.0,0.1343,41.0,0.6119,0,0.0,4,0.0597,0.0597,0.0,0.0,7.52,0.0812,0.0812,2,0.0,1,31.0,656,621.74,19,0.4328,1,0
15003,22,3710.0,79,1671,2.0,257,10,599.0,109.0,2,0.0,3,12,28,0.3,28.38,106.57,0.2103,5.0,7.0,0.4167,2.4,4.0,5.68,15.22,2.37,3.81,1.0,0.0833,5.0,0.4167,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,19.0,32,10.34,2,0.9167,0,0
10946,5,1609.0,99,2269,3.0,142,0,,99.1,2,0.0,4,8,5,0.6154,10.7,34.48,0.2368,4.0,5.0,0.4444,2.0,1.0,2.68,6.9,1.34,6.9,1.0,0.125,2.0,0.25,8,1.0,8,1.0,2.0,10.7,1.0,10.7,1.0,2.0,3,0.625,10,1.0,7,3.64,2,0.875,0,0
5452,56,1940.0,169,2072,3.0,20,4,5388.0,169.8,2,0.0,3,195,209,0.4827,298.5,488.67,0.3792,87.0,78.0,0.5273,2.24,2.68,3.43,6.26,1.53,2.34,25.0,0.1282,97.0,0.4974,0,0.0,12,0.0615,0.0615,0.0,0.0,36.6,0.1226,0.1226,6,0.0,8,31.0,895,6463.22,26,0.4923,0,0
1517,18,4004.0,99,818,1.0,22,1,2799.0,99.3,2,0.0,1,1,17,0.0556,4.73,7.22,0.3961,1.0,13.0,0.0714,1.0,1.31,4.73,0.56,4.73,0.42,0.0,0.0,0.0,0.0,1,1.0,1,1.0,2.0,4.73,1.0,4.73,1.0,2.0,1,3.0,0,1.0,1,0.09,1,1.0,0,0
2508,17,1456.0,169,1557,3.0,3,1,1599.0,1.1,2,0.0,3,17,5,0.7727,20.32,2.93,0.8738,15.0,2.0,0.8824,1.13,2.5,1.35,1.47,1.2,0.59,0.0,0.0,8.0,0.4706,17,1.0,15,0.8824,1.8824,20.32,1.0,13.77,0.6776,1.6776,1,0.9412,1,20.0,483,147.8,1,,1,0
810,33,218.0,19,1206,1.0,269,3,2198.0,19.0,2,0.0,1,1,6,0.1429,3.93,25.3,0.1345,1.0,4.0,0.2,1.0,1.5,3.93,6.33,3.93,4.22,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,26.0,175,212.99,1,1.0,0,0
19332,37,72.0,129,1557,2.0,25,1,1399.0,129.0,2,0.0,2,185,89,0.6752,293.67,103.1,0.7401,40.0,31.0,0.5634,4.63,2.87,7.34,3.33,1.59,1.16,30.0,0.1622,83.0,0.4486,0,0.0,42,0.227,0.227,0.0,0.0,126.95,0.4323,0.4323,1,0.0,1,3.0,21,202.07,13,0.6486,2,0
9585,2,93.0,9,487,1.0,3,1,1599.0,52.2,2,0.0,2,16,10,0.6154,39.0,16.48,0.7029,6.0,3.0,0.6667,2.67,3.33,6.5,5.49,2.44,1.65,1.0,0.0625,8.0,0.5,0,0.0,7,0.4375,0.4375,0.0,0.0,17.82,0.4568,0.4568,1,0.0,1,31.0,1913,25493.07,5,0.0625,0,0
15517,37,1630.0,129,1601,3.0,53,1,2598.0,129.1,2,0.0,3,55,70,0.44,107.47,124.72,0.4629,12.0,10.0,0.5455,4.58,7.0,8.96,12.47,1.95,1.78,6.0,0.1091,23.0,0.4182,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,31.0,696,1362.9,13,0.5455,2,0
17017,54,7530.0,20,2321,1.0,0,0,,20.0,2,0.57,1,1,19,0.05,3.6,125.77,0.0278,1.0,8.0,0.1111,1.0,2.38,3.6,15.72,3.6,6.62,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,0,0
2650,22,3052.0,129,1557,3.0,16,2,1099.0,136.12,2,0.0,3,111,92,0.5468,176.32,206.12,0.461,32.0,26.0,0.5517,3.47,3.54,5.51,7.93,1.59,2.24,14.0,0.1261,62.0,0.5586,0,0.0,3,0.027,0.027,0.0,0.0,7.22,0.0409,0.0409,2,0.0,1,17.0,119,307.67,14,0.8108,0,0
6743,8,3447.0,79,1671,1.0,8,3,2798.0,79.0,2,0.0,1,1,1,0.5,0.33,0.12,0.7407,1.0,1.0,0.5,1.0,1.0,0.33,0.12,0.33,0.12,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,27.0,723,1584.01,1,1.0,0,0
3019,41,15.0,79,1591,1.0,111,6,2990.0,92.25,2,80.0,1,135,81,0.625,315.75,207.6,0.6033,26.0,27.0,0.4906,5.19,3.0,12.14,7.69,2.34,2.56,24.0,0.1778,51.0,0.3778,0,0.0,28,0.2074,0.2074,0.0,0.0,127.85,0.4049,0.4049,4,0.0,1,29.0,412,361.04,19,0.563,0,0
17108,10,2723.0,129,1353,2.0,2,4,5288.0,129.0,2,0.0,2,94,53,0.6395,71.35,54.9,0.5651,23.0,16.0,0.5897,4.09,3.31,3.1,3.43,0.76,1.04,22.0,0.234,54.0,0.5745,1,0.0106,10,0.1064,0.117,4.82,0.0675,18.55,0.26,0.3275,2,8.0,0,31.0,569,493.42,9,0.8191,0,0
6931,1,1822.0,129,1137,3.0,73,3,1598.0,1.6,2,0.0,3,142,181,0.4396,77.38,136.77,0.3614,9.0,8.0,0.5294,15.78,22.63,8.6,17.1,0.54,0.76,41.0,0.2887,86.0,0.6056,0,0.0,2,0.0141,0.0141,0.0,0.0,1.23,0.0159,0.0159,2,0.0,6,30.0,227,682.98,20,0.3028,0,0
1582,113,,399,1242,2.0,23,2,3899.0,405.83,2,405.75,3,83,73,0.5321,98.9,67.9,0.5929,34.0,26.0,0.5667,2.44,2.81,2.91,2.61,1.19,0.93,21.0,0.253,38.0,0.4578,2,0.0241,1,0.012,0.0361,2.25,0.0228,0.45,0.0046,0.0274,1,0.5,1,31.0,939,5612.76,27,0.3012,0,0
2942,111,,129,200,2.0,44,6,799.0,129.5,2,0.0,2,96,98,0.4948,172.68,338.3,0.3379,24.0,28.0,0.4615,4.0,3.5,7.2,12.08,1.8,3.45,7.0,0.0729,51.0,0.5313,0,0.0,6,0.0625,0.0625,0.0,0.0,6.1,0.0353,0.0353,2,0.0,0,19.0,934,504.32,7,0.0104,1,0
19140,49,14181.0,39,1513,1.0,16,2,1099.0,69.0,2,0.0,1,21,36,0.3684,86.22,137.55,0.3853,8.0,15.0,0.3478,2.63,2.4,10.78,9.17,4.11,3.82,0.0,0.0,13.0,0.619,21,1.0,12,0.5714,1.5714,86.22,1.0,49.53,0.5745,1.5745,2,0.5238,1,31.0,1587,187.04,1,,0,0
18326,8,596.0,99,1590,1.0,153,2,3988.0,99.1,2,0.0,4,55,26,0.679,44.78,17.92,0.7142,20.0,9.0,0.6897,2.75,2.89,2.24,1.99,0.81,0.69,13.0,0.2364,32.0,0.5818,1,0.0182,6,0.1091,0.1273,1.8,0.0402,3.77,0.0841,0.1243,3,4.0,9,,0,0.0,13,0.4727,0,0
17995,25,7171.0,199,185,3.0,9,4,5288.0,2.0,2,0.0,4,86,90,0.4886,87.65,88.7,0.497,21.0,32.0,0.3962,4.1,2.81,4.17,2.77,1.02,0.99,8.0,0.093,47.0,0.5465,0,0.0,8,0.093,0.093,0.0,0.0,13.1,0.1495,0.1495,3,0.0,0,31.0,1123,24840.05,19,0.5581,0,0
19433,17,6949.0,169,1557,3.0,178,13,1299.0,1.1,2,0.0,3,92,110,0.4554,121.3,158.1,0.4341,31.0,33.0,0.4844,2.97,3.33,3.91,4.79,1.32,1.44,15.0,0.163,41.0,0.4457,92,1.0,89,0.9674,1.9674,121.3,1.0,106.5,0.878,1.878,9,0.4022,4,28.0,516,1244.78,1,,3,0
5933,15,2339.0,9,555,1.0,1,0,,21.16,2,0.0,1,64,139,0.3153,119.63,397.13,0.2315,14.0,17.0,0.4516,4.57,8.18,8.55,23.36,1.87,2.86,5.0,0.0781,37.0,0.5781,0,0.0,4,0.0625,0.0625,0.0,0.0,14.58,0.1219,0.1219,2,0.0,0,,0,0.0,6,0.625,0,0
9474,11,1878.0,129,1353,3.0,25,1,1399.0,1.0,2,0.0,3,6,4,0.6,3.58,1.85,0.6595,5.0,4.0,0.5556,1.2,1.0,0.72,0.46,0.6,0.46,1.0,0.1667,5.0,0.8333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31.0,968,547.27,4,0.5,0,0
5420,101,,0,2173,1.0,366,8,573.0,12.08,2,0.0,2,3,5,0.375,2.5,11.58,0.1775,3.0,5.0,0.375,1.0,1.0,0.83,2.32,0.83,2.32,0.0,0.0,2.0,0.6667,0,0.0,1,0.3333,0.3333,0.0,0.0,0.85,0.34,0.34,2,0.0,12,2.0,2,1.49,2,0.6667,0,0
9861,1,49.0,199,1875,3.0,655,8,2899.0,1.25,2,0.0,3,2,0,1.0,6.03,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.02,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,2.0,2,21.91,2,0.5,0,0
17434,111,,169,2072,2.0,11,4,6088.0,169.4,2,0.0,2,67,98,0.4061,162.58,97.35,0.6255,19.0,26.0,0.4222,3.53,3.77,8.56,3.74,2.43,0.99,9.0,0.1343,24.0,0.3582,16,0.2388,21,0.3134,0.5522,16.02,0.0985,39.38,0.2422,0.3407,4,0.625,4,31.0,1059,5355.86,11,0.5224,1,0
18684,66,1620.0,99,818,1.0,20,4,5388.0,100.0,2,0.0,1,149,220,0.4038,153.48,219.47,0.4115,22.0,38.0,0.3667,6.77,5.79,6.98,5.78,1.03,1.0,33.0,0.2215,66.0,0.443,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,31.0,740,1201.64,25,0.2349,0,0
12927,20,2898.0,169,1557,3.0,79,19,298.0,4.22,2,0.0,3,82,46,0.6406,86.07,137.9,0.3843,11.0,15.0,0.4231,7.45,3.07,7.82,9.19,1.05,3.0,21.0,0.2561,39.0,0.4756,0,0.0,2,0.0244,0.0244,0.0,0.0,13.43,0.1561,0.1561,2,0.0,0,,0,0.0,6,0.8171,1,0
9007,102,,129,1788,4.0,865,54,580.0,11.0,2,0.0,4,1,2,0.3333,0.35,0.8,0.3043,1.0,2.0,0.3333,1.0,1.0,0.35,0.4,0.35,0.4,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,0,0
14412,47,1249.0,129,200,2.0,19,3,2498.0,17.34,2,0.0,2,127,57,0.6902,103.77,55.4,0.6519,42.0,30.0,0.5833,3.02,1.9,2.47,1.85,0.82,0.97,24.0,0.189,80.0,0.6299,0,0.0,6,0.0472,0.0472,0.0,0.0,2.4,0.0231,0.0231,1,0.0,0,28.0,332,547.96,11,0.6772,0,0
3224,5,7883.0,129,1137,3.0,3,1,1599.0,26.0,2,0.0,3,30,16,0.6522,154.55,69.4,0.6901,7.0,5.0,0.5833,4.29,3.2,22.08,13.88,5.15,4.34,1.0,0.0333,9.0,0.3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,18.0,370,1091.84,12,0.2667,0,0
4352,58,7271.0,169,1557,3.0,1,0,,6.0,2,0.0,3,11,6,0.6471,4.57,4.2,0.5209,4.0,4.0,0.5,2.75,1.5,1.14,1.05,0.42,0.7,4.0,0.3636,7.0,0.6364,0,0.0,2,0.1818,0.1818,0.0,0.0,0.63,0.1387,0.1387,2,0.0,0,,0,0.0,4,0.4545,0,0
17813,4,88.0,169,2072,3.0,20,4,5388.0,10.0,2,0.0,3,262,114,0.6968,339.67,151.05,0.6922,29.0,19.0,0.6042,9.03,6.0,11.71,7.95,1.3,1.33,41.0,0.1565,148.0,0.5649,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31.0,1575,12723.94,12,0.5534,0,0
11915,13,13.0,129,1353,3.0,2,4,5288.0,129.0,2,0.0,3,16,32,0.3333,65.8,76.02,0.464,10.0,18.0,0.3571,1.6,1.78,6.58,4.22,4.11,2.38,0.0,0.0,9.0,0.5625,0,0.0,1,0.0625,0.0625,0.0,0.0,0.4,0.0061,0.0061,1,0.0,1,31.0,402,538.8,9,0.5,0,0
19235,5,4551.0,9,1862,1.0,0,0,,21.0,2,0.0,2,4,52,0.0714,8.1,113.47,0.0666,2.0,13.0,0.1333,2.0,4.0,4.05,8.73,2.03,2.18,0.0,0.0,1.0,0.25,1,0.25,3,0.75,1.0,3.2,0.3951,4.9,0.6049,1.0,3,5.0,0,,0,0.0,4,0.25,0,0
11654,4,8041.0,129,1137,2.0,0,0,,129.0,2,0.0,2,23,37,0.3833,21.25,37.4,0.3623,10.0,9.0,0.5263,2.3,4.11,2.13,4.16,0.92,1.01,4.0,0.1739,10.0,0.4348,0,0.0,2,0.087,0.087,0.0,0.0,3.32,0.1561,0.1561,1,0.0,0,29.0,1209,7755.2,15,0.1304,0,0
13623,1,2646.0,199,1875,3.0,102,0,,24.5,2,0.0,3,12,6,0.6667,21.5,4.97,0.8123,6.0,3.0,0.6667,2.0,2.0,3.58,1.66,1.79,0.83,0.0,0.0,4.0,0.3333,0,0.0,1,0.0833,0.0833,0.0,0.0,0.62,0.0287,0.0287,1,0.0,0,6.0,285,1359.44,6,0.25,1,0
3363,21,7147.0,5,352,1.0,0,0,,32.99,2,32.99,1,59,9,0.8676,165.13,26.4,0.8622,52.0,9.0,0.8525,1.13,1.0,3.18,2.93,2.8,2.93,2.0,0.0339,19.0,0.322,0,0.0,6,0.1017,0.1017,0.0,0.0,26.98,0.1634,0.1634,6,0.0,0,,0,0.0,2,0.9831,0,0
17284,17,451.0,129,200,2.0,86,3,2798.0,0.0,2,0.0,2,32,47,0.4051,26.73,29.85,0.4725,4.0,3.0,0.5714,8.0,15.67,6.68,9.95,0.84,0.64,4.0,0.125,18.0,0.5625,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31.0,606,2.95,5,0.5,0,0
10604,49,2.0,10,1378,1.0,145,2,2699.0,28.0,2,0.0,1,41,48,0.4607,78.35,75.0,0.5109,10.0,15.0,0.4,4.1,3.2,7.84,5.0,1.91,1.56,6.0,0.1463,13.0,0.3171,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.0,54,25.8,6,0.8049,0,0
17665,80,,299,2078,1.0,151,2,4699.0,205.0,2,37.02,1,548,348,0.6116,571.98,366.18,0.6097,114.0,105.0,0.5205,4.81,3.31,5.02,3.49,1.04,1.05,121.0,0.2208,264.0,0.4818,0,0.0,72,0.1314,0.1314,0.0,0.0,83.6,0.1462,0.1462,8,0.0,252,31.0,879,2871.04,58,0.3869,0,0
10389,4,2337.0,79,1671,3.0,198,12,299.0,2.0,2,0.0,4,3,21,0.125,3.62,120.58,0.0291,2.0,7.0,0.2222,1.5,3.0,1.81,17.23,1.21,5.74,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,,0,0.0,1,1.0,0,0
9015,39,9.0,129,200,2.0,108,1,3299.0,0.0,2,0.0,2,12,16,0.4286,30.37,36.17,0.4564,3.0,4.0,0.4286,4.0,4.0,10.12,9.04,2.53,2.26,0.0,0.0,4.0,0.3333,12,1.0,10,0.8333,1.8333,30.37,1.0,20.4,0.6718,1.6718,2,0.5833,0,7.0,26,14.02,1,,2,0
2887,10,871.0,199,185,4.0,56,4,8388.0,213.13,2,0.0,4,25,55,0.3125,30.63,96.17,0.2416,5.0,16.0,0.2381,5.0,3.44,6.13,6.01,1.23,1.75,4.0,0.16,12.0,0.48,0,0.0,8,0.32,0.32,0.0,0.0,3.27,0.1066,0.1066,1,0.0,0,31.0,391,2396.72,7,0.72,0,0
3095,74,15058.0,20,2302,1.0,253,48,299.0,20.0,2,0.0,1,61,61,0.5,144.4,259.43,0.3576,23.0,21.0,0.5227,2.65,2.9,6.28,12.35,2.37,4.25,7.0,0.1148,23.0,0.377,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,6,0.7705,0,0
19585,78,279.0,19,768,1.0,129,5,3299.0,25.44,2,0.0,4,59,89,0.3986,47.78,56.73,0.4572,11.0,21.0,0.3438,5.36,4.24,4.34,2.7,0.81,0.64,9.0,0.1525,34.0,0.5763,0,0.0,1,0.0169,0.0169,0.0,0.0,0.15,0.0031,0.0031,1,0.0,0,30.0,82,44.86,20,0.2373,0,0
14535,56,1962.0,79,1671,2.0,122,11,599.0,1.0,2,0.0,2,15,25,0.375,11.43,24.98,0.314,6.0,5.0,0.5455,2.5,5.0,1.91,5.0,0.76,1.0,3.0,0.2,8.0,0.5333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,23.0,73,151.16,5,0.4,1,0
3371,1,2154.0,99,1897,1.0,64,5,1299.0,25.43,2,0.0,1,11,5,0.6875,7.6,1.82,0.8071,8.0,4.0,0.6667,1.38,1.25,0.95,0.45,0.69,0.36,0.0,0.0,10.0,0.9091,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,19.0,178,379.3,7,0.1818,0,0
17464,32,238.0,169,1628,3.0,108,1,3299.0,0.0,2,0.0,3,77,63,0.55,169.05,389.17,0.3028,15.0,8.0,0.6522,5.13,7.88,11.27,48.65,2.2,6.18,10.0,0.1299,44.0,0.5714,0,0.0,8,0.1039,0.1039,0.0,0.0,36.85,0.218,0.218,2,0.0,0,19.0,136,263.78,6,0.3896,1,0
14136,15,775.0,169,1557,3.0,7,1,1999.0,1.1,2,0.0,3,34,11,0.7556,15.42,8.52,0.6442,10.0,8.0,0.5556,3.4,1.38,1.54,1.06,0.45,0.77,10.0,0.2941,20.0,0.5882,0,0.0,7,0.2059,0.2059,0.0,0.0,3.67,0.2378,0.2378,1,0.0,4,21.0,262,2558.33,4,0.6765,6,0
106,6,196.0,199,2492,1.0,0,0,,199.0,2,199.0,5,338,0,1.0,407.15,0.0,1.0,331.0,0.0,1.0,1.02,0.0,1.23,0.0,1.2,0.0,66.0,0.1953,163.0,0.4822,0,0.0,315,0.932,0.932,0.0,0.0,395.52,0.9714,0.9714,163,0.0,0,,0,0.0,3,0.8787,0,1
