SERV_ID,INNET_DUR,ORG_DZS_ID,OFR_GRADE,CDE_OFR_CD,YD_CNT,TERMINAL_MODEL,BRAND_ID,MOBILE_PRICE,REL_AMT,PAY_MODE,OWE_AMOUNT,CUST_CNT,ZJ_CNT,BJ_CNT,ZJ_CNT_RATIO,ZJ_DUR,BJ_DUR,ZJ_DUR_RATIO,ZJ_PEOPLE_CNT,BJ_PEOPLE_CNT,ZJ_PEOPLE_RATIO,ZJ_AVG_CNT_RATIO,BJ_AVG_CNT_RATIO,ZJ_AVG_DUR,BJ_AVG_DUR,ZJ_CNT_DUR,BJ_CNT_DUR,ZJ_SHORT_CNT,ZJ_SHORT_CNT_RATIO,ZJ_MID_CNT,ZJ_MID_CNT_RATIO,ZJ_ROAM_CNT,ZJ_ROAM_CNT_RATIO,ZJ_LONG_CNT,ZJ_LONG_CNT_RATIO,ZJ_LONG_ROAM_RATIO,ZJ_ROAM_DUR,ZJ_ROAM_DUR_RATIO,ZJ_LONG_DUR,ZJ_LONG_DUR_RATIO,ZJ_LONG_ROAM_DUR_RATIO,ZJ_ROAM_AREA_CNT,ROAM_TOP_RATIO,SMS_CNT,DAY_CNT,FLOW_CNT,FLOW_MB,BASE_CNT,ZJ_BASE_TOP_RATIO,POINT_CNT,FLAG
5994,18,2355.0,19,372,1.0,230,16,699.0,19.0,2,0.0,1,55,53,0.5093,151.05,205.03,0.4242,9.0,3.0,0.75,6.11,17.67,16.78,68.34,2.75,3.87,8.0,0.1455,26.0,0.4727,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,3,0.5091,0,0
4263,12,2301.0,79,1671,2.0,99,2,2399.0,86.99,2,0.0,2,53,33,0.6163,55.52,61.55,0.4742,11.0,9.0,0.55,4.82,3.67,5.05,6.84,1.05,1.87,9.0,0.1698,29.0,0.5472,44,0.8302,34,0.6415,1.4717,47.93,0.8634,27.28,0.4914,1.3548,3,0.4091,0,31.0,425,1246.99,4,0.0943,0,0
6961,3,83.0,169,2172,3.0,79,19,298.0,169.0,2,0.0,3,253,27,0.9036,191.22,28.22,0.8714,68.0,17.0,0.8,3.72,1.59,2.81,1.66,0.76,1.05,72.0,0.2846,128.0,0.5059,0,0.0,8,0.0316,0.0316,0.0,0.0,17.9,0.0936,0.0936,6,0.0,0,,0,0.0,3,0.4743,0,0
9949,9,51.0,39,2089,1.0,290,13,999.0,59.2,2,0.0,1,1,2,0.3333,0.68,3.88,0.1496,1.0,1.0,0.5,1.0,2.0,0.68,3.88,0.68,1.94,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,28.0,4260,33375.07,1,1.0,0,0
13683,13,12.0,129,1788,2.0,10,1,2799.0,83.75,2,0.0,2,80,48,0.625,114.42,95.1,0.5461,26.0,15.0,0.6341,3.08,3.2,4.4,6.34,1.43,1.98,4.0,0.05,43.0,0.5375,0,0.0,8,0.1,0.1,0.0,0.0,9.5,0.083,0.083,2,0.0,79,29.0,1183,1699.99,22,0.2875,0,0
2431,12,6753.0,129,1353,3.0,41,1,999.0,1.0,2,0.0,3,13,33,0.2826,5.43,20.65,0.2083,7.0,7.0,0.5,1.86,4.71,0.78,2.95,0.42,0.63,5.0,0.3846,7.0,0.5385,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,,0,0.0,7,0.2308,0,0
19951,85,,199,1875,3.0,37,2,3299.0,1.1,2,0.0,3,66,93,0.4151,288.3,469.32,0.3805,26.0,28.0,0.4815,2.54,3.32,11.09,16.76,4.37,5.05,5.0,0.0758,22.0,0.3333,2,0.0303,16,0.2424,0.2727,16.53,0.0573,137.6,0.4773,0.5346,5,3.5,11,30.0,2735,3825.21,17,0.2727,27,0
10737,1,45.0,99,1897,1.0,102,0,,27.12,2,0.0,2,116,34,0.7733,78.68,23.1,0.773,19.0,10.0,0.6552,6.11,3.4,4.14,2.31,0.68,0.68,50.0,0.431,44.0,0.3793,0,0.0,1,0.0086,0.0086,0.0,0.0,3.3,0.0419,0.0419,1,0.0,7,27.0,1763,34453.72,21,0.3276,0,0
5180,20,1299.0,169,1628,4.0,6,1,2799.0,26.99,2,0.0,4,81,116,0.4112,114.93,163.1,0.4134,22.0,30.0,0.4231,3.68,3.87,5.22,5.44,1.42,1.41,20.0,0.2469,32.0,0.3951,14,0.1728,0,0.0,0.1728,28.78,0.2504,0.0,0.0,0.2504,0,,17,30.0,397,1976.06,19,0.4198,0,0
2962,84,,129,200,2.0,34,2,1099.0,0.0,2,0.0,3,48,43,0.5275,45.83,30.92,0.5972,14.0,19.0,0.4242,3.43,2.26,3.27,1.63,0.95,0.72,9.0,0.1875,27.0,0.5625,4,0.0833,0,0.0,0.0833,3.72,0.0811,0.0,0.0,0.0811,1,15.75,0,31.0,421,144.68,9,0.5833,0,0
1229,27,3757.0,129,1557,2.0,153,2,3988.0,134.0,2,134.0,2,1,8,0.1111,0.32,4.8,0.0619,1.0,7.0,0.125,1.0,1.14,0.32,0.69,0.32,0.6,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,19,25.14,1,1.0,1,0
13750,25,5320.0,9,555,1.0,370,16,199.0,11.32,2,0.0,1,22,21,0.5116,17.57,17.68,0.4983,6.0,10.0,0.375,3.67,2.1,2.93,1.77,0.8,0.84,1.0,0.0455,14.0,0.6364,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,3,0.9091,0,0
20719,89,,99,2269,1.0,5,3,1498.0,104.0,2,0.0,1,347,300,0.5363,374.03,303.95,0.5517,91.0,68.0,0.5723,3.81,4.41,4.11,4.47,1.08,1.01,46.0,0.1326,193.0,0.5562,3,0.0086,32,0.0922,0.1008,2.25,0.006,28.92,0.0773,0.0833,1,10.6667,3,31.0,918,551.78,104,0.0893,0,0
10778,9,3090.0,199,185,4.0,23,2,3899.0,209.0,2,0.0,4,74,63,0.5401,184.28,138.17,0.5715,16.0,12.0,0.5714,4.63,5.25,11.52,11.51,2.49,2.19,13.0,0.1757,20.0,0.2703,0,0.0,23,0.3108,0.3108,0.0,0.0,91.5,0.4965,0.4965,5,0.0,2,31.0,659,496.81,16,0.5946,0,0
306,19,1850.0,129,1353,4.0,28,1,3499.0,1.0,2,0.0,2,32,26,0.5517,41.05,34.57,0.5429,16.0,10.0,0.6154,2.0,2.6,2.57,3.46,1.28,1.33,3.0,0.0938,16.0,0.5,0,0.0,4,0.125,0.125,0.0,0.0,8.23,0.2006,0.2006,4,0.0,0,17.0,139,300.39,7,0.625,4,1
10783,52,635.0,129,200,2.0,9,4,5288.0,129.8,2,0.0,2,188,215,0.4665,253.58,179.38,0.5857,40.0,40.0,0.5,4.7,5.38,6.34,4.48,1.35,0.83,20.0,0.1064,104.0,0.5532,0,0.0,6,0.0319,0.0319,0.0,0.0,53.5,0.211,0.211,3,0.0,10,31.0,730,530.58,10,0.7872,0,0
16700,12,3117.0,169,2072,3.0,54,1,1999.0,14.2,2,0.0,3,137,99,0.5805,280.88,146.17,0.6577,27.0,16.0,0.6279,5.07,6.19,10.4,9.14,2.05,1.48,31.0,0.2263,39.0,0.2847,0,0.0,3,0.0219,0.0219,0.0,0.0,4.33,0.0154,0.0154,2,0.0,1,6.0,53,3.38,6,0.6715,3,0
16816,41,1597.0,129,200,3.0,45,3,999.0,129.0,2,0.0,3,86,68,0.5584,189.2,263.3,0.4181,17.0,19.0,0.4722,5.06,3.58,11.13,13.86,2.2,3.87,3.0,0.0349,33.0,0.3837,11,0.1279,22,0.2558,0.3837,23.1,0.1221,66.62,0.3521,0.4742,3,1.6364,0,18.0,208,811.66,22,0.2093,0,0
12166,61,2738.0,99,818,2.0,10,1,2799.0,129.2,2,0.0,2,3,34,0.0811,1.27,25.28,0.0477,3.0,22.0,0.12,1.0,1.55,0.42,1.15,0.42,0.74,2.0,0.6667,1.0,0.3333,0,0.0,1,0.3333,0.3333,0.0,0.0,0.17,0.1316,0.1316,2,0.0,17,30.0,718,3449.73,3,0.3333,3,0
10990,79,19.0,10,479,1.0,568,9,298.0,10.0,2,0.0,1,3,29,0.0938,2.72,170.68,0.0157,3.0,9.0,0.25,1.0,3.22,0.91,18.96,0.91,5.89,1.0,0.3333,1.0,0.3333,0,0.0,2,0.6667,0.6667,0.0,0.0,1.75,0.6442,0.6442,1,0.0,0,,0,0.0,1,1.0,0,0
3605,44,1161.0,169,988,1.0,60,6,1299.0,317.1,2,0.0,1,115,169,0.4049,257.13,349.72,0.4237,41.0,58.0,0.4141,2.8,2.91,6.27,6.03,2.24,2.07,7.0,0.0609,36.0,0.313,87,0.7565,62,0.5391,1.2956,222.8,0.8665,143.52,0.5581,1.4246,7,0.5632,24,21.0,890,4651.86,14,0.0522,1,0
4583,9,1662.0,99,2269,2.0,35,3,1298.0,99.0,2,0.0,2,62,73,0.4593,76.5,79.85,0.4893,16.0,11.0,0.5926,3.88,6.64,4.78,7.26,1.23,1.09,9.0,0.1452,38.0,0.6129,0,0.0,9,0.1452,0.1452,0.0,0.0,6.78,0.0887,0.0887,2,0.0,0,30.0,490,508.59,10,0.4355,0,0
3112,76,,10,479,1.0,337,27,299.0,10.0,2,0.0,1,4,22,0.1538,1.52,103.93,0.0144,4.0,10.0,0.2857,1.0,2.2,0.38,10.39,0.38,4.72,3.0,0.75,1.0,0.25,0,0.0,1,0.25,0.25,0.0,0.0,0.25,0.1648,0.1648,1,0.0,0,,0,0.0,1,,0,0
2564,8,2675.0,99,1590,2.0,11,4,6088.0,1.0,2,0.0,2,11,0,1.0,63.42,0.0,1.0,3.0,0.0,1.0,3.67,0.0,21.14,0.0,5.77,0.0,0.0,0.0,1.0,0.0909,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27.0,178,116.07,1,1.0,0,0
17675,44,965.0,169,2005,2.0,97,6,3299.0,169.2,2,0.0,2,130,177,0.4235,260.65,467.48,0.358,46.0,59.0,0.4381,2.83,3.0,5.67,7.92,2.01,2.64,10.0,0.0769,55.0,0.4231,46,0.3538,71,0.5462,0.9,46.48,0.1783,204.98,0.7864,0.9647,18,0.6739,10,31.0,1042,3270.21,29,0.2615,1,0
12726,169,,0,2409,1.0,217,8,795.0,44.04,2,0.0,1,110,181,0.378,260.7,556.12,0.3192,28.0,37.0,0.4308,3.93,4.89,9.31,15.03,2.37,3.07,8.0,0.0727,46.0,0.4182,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62,13.0,178,2.29,18,0.2818,1,0
13229,29,7294.0,99,1897,2.0,4,1,1299.0,101.1,2,0.0,2,48,40,0.5455,138.72,138.03,0.5012,13.0,11.0,0.5417,3.69,3.64,10.67,12.55,2.89,3.45,3.0,0.0625,18.0,0.375,0,0.0,6,0.125,0.125,0.0,0.0,15.63,0.1127,0.1127,3,0.0,0,1.0,17,798.81,9,0.7708,0,0
17300,9,5725.0,199,185,3.0,288,8,2599.0,1.0,2,0.0,4,1,2,0.3333,0.68,2.18,0.2384,1.0,2.0,0.3333,1.0,1.0,0.68,1.09,0.68,1.09,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,31.0,1241,3278.21,1,1.0,1,0
4575,47,297.0,10,1378,1.0,133,12,299.0,10.96,2,24.88,5,10,4,0.7143,5.6,2.25,0.7134,3.0,4.0,0.4286,3.33,1.0,1.87,0.56,0.56,0.56,3.0,0.3,5.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,2,0.9,2,0
12877,63,745.0,20,2321,1.0,340,12,299.0,20.0,2,0.0,1,52,35,0.5977,43.37,47.43,0.4776,21.0,15.0,0.5833,2.48,2.33,2.07,3.16,0.83,1.36,6.0,0.1154,30.0,0.5769,0,0.0,23,0.4423,0.4423,0.0,0.0,19.9,0.4589,0.4589,5,0.0,0,,0,0.0,5,0.8269,0,0
426,5,196.0,199,2492,1.0,0,0,,199.0,2,59.7,3,441,1,0.9977,942.08,2.87,0.997,436.0,1.0,0.9977,1.01,1.0,2.16,2.87,2.14,2.87,43.0,0.0975,180.0,0.4082,0,0.0,423,0.9592,0.9592,0.0,0.0,921.77,0.9784,0.9784,175,0.0,0,,0,0.0,4,0.941,0,1
19708,64,6913.0,129,1557,2.0,18,0,,129.0,2,0.0,2,160,134,0.5442,125.48,105.47,0.5433,23.0,20.0,0.5349,6.96,6.7,5.46,5.27,0.78,0.79,38.0,0.2375,89.0,0.5563,0,0.0,1,0.0063,0.0063,0.0,0.0,0.53,0.0043,0.0043,1,0.0,0,25.0,156,162.3,7,0.4813,0,0
18549,42,1714.0,129,200,1.0,906,5,2199.0,129.5,2,0.0,1,51,50,0.505,71.78,67.48,0.5154,15.0,18.0,0.4545,3.4,2.78,4.79,3.75,1.41,1.35,4.0,0.0784,24.0,0.4706,0,0.0,3,0.0588,0.0588,0.0,0.0,3.27,0.0455,0.0455,2,0.0,5,24.0,668,554.93,10,0.3529,0,0
15851,151,,0,556,1.0,4,1,1299.0,54.24,2,3.24,1,51,25,0.6711,45.62,30.03,0.603,9.0,9.0,0.5,5.67,2.78,5.07,3.34,0.89,1.2,4.0,0.0784,33.0,0.6471,0,0.0,4,0.0784,0.0784,0.0,0.0,7.23,0.1586,0.1586,2,0.0,1,30.0,1215,405.16,9,0.3922,0,0
8893,3,5938.0,199,1659,3.0,247,8,2199.0,0.0,2,0.0,3,7,23,0.2333,9.25,15.8,0.3693,6.0,14.0,0.3,1.17,1.64,1.54,1.13,1.32,0.69,1.0,0.1429,3.0,0.4286,0,0.0,1,0.1429,0.1429,0.0,0.0,0.1,0.0108,0.0108,1,0.0,0,26.0,926,13791.34,4,0.4286,0,0
12197,32,236.0,5,352,1.0,79,19,298.0,13.55,2,0.0,1,14,28,0.3333,33.0,84.88,0.2799,11.0,22.0,0.3333,1.27,1.27,3.0,3.86,2.36,3.03,3.0,0.2143,4.0,0.2857,0,0.0,3,0.2143,0.2143,0.0,0.0,14.05,0.4258,0.4258,3,0.0,0,,0,0.0,1,1.0,0,0
14414,12,2074.0,129,1353,3.0,62,0,,129.0,2,0.0,3,35,18,0.6604,123.78,76.55,0.6179,14.0,8.0,0.6364,2.5,2.25,8.84,9.57,3.54,4.25,5.0,0.1429,15.0,0.4286,0,0.0,3,0.0857,0.0857,0.0,0.0,2.45,0.0198,0.0198,1,0.0,0,27.0,1154,28412.55,6,0.5714,0,0
11873,2,86.0,169,1557,4.0,643,11,1290.0,1.0,2,0.0,4,8,7,0.5333,19.88,46.85,0.298,6.0,4.0,0.6,1.33,1.75,3.31,11.71,2.49,6.69,0.0,0.0,3.0,0.375,8,1.0,6,0.75,1.75,19.88,1.0,15.53,0.7812,1.7812,1,0.75,0,6.0,12,0.06,1,1.0,0,0
5466,30,9671.0,129,200,3.0,8,3,2798.0,139.2,2,0.0,3,2,4,0.3333,22.4,2.07,0.9155,2.0,4.0,0.3333,1.0,1.0,11.2,0.52,11.2,0.52,1.0,0.5,0.0,0.0,2,1.0,1,0.5,1.5,22.4,1.0,0.12,0.0052,1.0052,1,1.0,2,2.0,5,174.67,1,,1,0
8601,23,3100.0,129,1353,4.0,0,0,,4.85,2,0.0,4,95,99,0.4897,299.28,257.62,0.5374,21.0,37.0,0.3621,4.52,2.68,14.25,6.96,3.15,2.6,8.0,0.0842,47.0,0.4947,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,9,0.4947,0,0
20081,16,6.0,169,1557,4.0,30,2,2599.0,1.0,2,0.0,3,33,34,0.4925,47.43,56.07,0.4583,9.0,11.0,0.45,3.67,3.09,5.27,5.1,1.44,1.65,5.0,0.1515,16.0,0.4848,1,0.0303,2,0.0606,0.0909,0.65,0.0137,20.37,0.4294,0.4431,2,1.0,18,31.0,693,709.1,15,0.5152,0,0
19076,11,5460.0,39,2297,1.0,7,1,1999.0,39.0,2,0.0,1,3,5,0.375,1.72,1.9,0.4747,1.0,1.0,0.5,3.0,5.0,1.72,1.9,0.57,0.38,0.0,0.0,3.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,71,838.48,3,0.3333,0,0
20255,16,185.0,59,316,1.0,127,3,2498.0,59.0,2,0.0,1,75,36,0.6757,63.5,30.67,0.6743,10.0,7.0,0.5882,7.5,5.14,6.35,4.38,0.85,0.85,10.0,0.1333,47.0,0.6267,2,0.0267,4,0.0533,0.08,0.47,0.0073,3.0,0.0472,0.0545,1,2.0,0,30.0,182,27.14,27,0.2667,0,0
16861,16,6.0,299,1874,5.0,155,3,1198.0,4.12,2,0.0,5,41,2,0.9535,45.28,2.4,0.9497,4.0,1.0,0.8,10.25,2.0,11.32,2.4,1.1,1.2,4.0,0.0976,15.0,0.3659,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14.0,121,600.61,14,0.3659,1,0
1973,13,2087.0,129,1353,1.0,18,0,,179.0,2,0.0,3,2,5,0.2857,1.88,1.42,0.5707,2.0,5.0,0.2857,1.0,1.0,0.94,0.28,0.94,0.28,0.0,0.0,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,29.0,260,2318.32,2,0.5,1,0
3878,10,59.0,199,2480,1.0,5,3,1498.0,199.0,2,25.71,1,1,0,1.0,10.68,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.68,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.0,65,63.79,1,1.0,0,0
3517,3,8641.0,59,353,2.0,812,52,499.0,78.25,2,0.0,2,90,67,0.5732,250.97,112.88,0.6898,14.0,12.0,0.5385,6.43,5.58,17.93,9.41,2.79,1.68,3.0,0.0333,32.0,0.3556,0,0.0,23,0.2556,0.2556,0.0,0.0,53.87,0.2146,0.2146,3,0.0,0,,0,0.0,3,0.0222,0,0
2973,103,,129,1601,2.0,586,2,899.0,129.1,2,0.0,5,58,95,0.3791,69.05,117.05,0.371,25.0,41.0,0.3788,2.32,2.32,2.76,2.85,1.19,1.23,7.0,0.1207,30.0,0.5172,0,0.0,4,0.069,0.069,0.0,0.0,2.3,0.0333,0.0333,3,0.0,0,9.0,112,33.39,9,0.2759,0,0
11632,6,4815.0,199,1875,3.0,18,0,,0.0,2,0.0,4,8,20,0.2857,4.77,8.03,0.3724,3.0,4.0,0.4286,2.67,5.0,1.59,2.01,0.6,0.4,2.0,0.25,5.0,0.625,1,0.125,6,0.75,0.875,1.27,0.2657,2.75,0.5769,0.8426,1,7.0,0,31.0,795,2553.9,6,0.375,0,0
5727,44,373.0,129,200,3.0,33,2,1499.0,0.0,2,0.0,3,15,8,0.6522,14.93,11.45,0.566,7.0,5.0,0.5833,2.14,1.6,2.13,2.29,1.0,1.43,3.0,0.2,6.0,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,4,0.5333,0,0
19012,58,269.0,20,485,1.0,490,25,299.0,15.26,2,0.0,1,54,67,0.4463,84.22,69.93,0.5463,13.0,10.0,0.5652,4.15,6.7,6.48,6.99,1.56,1.04,9.0,0.1667,18.0,0.3333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1,0.0,2,0.9259,0,0
20545,77,14668.0,129,200,3.0,157,1,2499.0,134.34,2,0.0,3,32,96,0.25,17.02,71.75,0.1917,14.0,36.0,0.28,2.29,2.67,1.22,1.99,0.53,0.75,7.0,0.2188,22.0,0.6875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,30.0,275,942.97,7,0.6563,0,0
15664,8,10373.0,39,2297,1.0,4,1,1299.0,84.33,2,0.0,1,145,120,0.5472,153.62,254.18,0.3767,18.0,19.0,0.4865,8.06,6.32,8.53,13.38,1.06,2.12,25.0,0.1724,88.0,0.6069,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,28.0,292,1002.75,23,0.4414,0,0
5153,15,1577.0,169,1557,5.0,27,7,359.0,2.0,2,0.0,5,36,69,0.3429,154.92,741.32,0.1729,18.0,16.0,0.5294,2.0,4.31,8.61,46.33,4.3,10.74,6.0,0.1667,5.0,0.1389,0,0.0,4,0.1111,0.1111,0.0,0.0,8.02,0.0517,0.0517,2,0.0,0,,0,0.0,9,0.3889,1,0
15267,94,,19,973,1.0,57,8,174.0,19.0,2,0.0,1,19,6,0.76,82.45,8.03,0.9112,5.0,2.0,0.7143,3.8,3.0,16.49,4.02,4.34,1.34,0.0,0.0,2.0,0.1053,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,2,0.9474,0,0
4081,34,317.0,10,1378,1.0,118,12,399.0,11.2,2,0.0,1,3,36,0.0769,14.28,181.2,0.0731,3.0,18.0,0.1429,1.0,2.0,4.76,10.07,4.76,5.03,0.0,0.0,1.0,0.3333,0,0.0,1,0.3333,0.3333,0.0,0.0,3.72,0.2602,0.2602,1,0.0,0,,0,0.0,1,1.0,0,0
11737,3,166.0,19,669,1.0,11,4,6088.0,20.1,2,0.0,1,5,21,0.1923,2.28,7.02,0.2455,5.0,16.0,0.2381,1.0,1.31,0.46,0.44,0.46,0.33,1.0,0.2,4.0,0.8,0,0.0,4,0.8,0.8,0.0,0.0,1.43,0.6277,0.6277,4,0.0,3,31.0,5192,13036.4,2,0.2,0,0
305,5,3129.0,169,2005,3.0,0,0,,1.0,2,0.0,191,328,30,0.9162,500.4,94.7,0.8409,198.0,22.0,0.9,1.66,1.36,2.53,4.3,1.53,3.16,53.0,0.1616,129.0,0.3933,328,1.0,315,0.9604,1.9604,500.4,1.0,484.5,0.9682,1.9682,93,0.0854,6,21.0,0,0.0,1,,0,1
1731,25,8337.0,199,185,4.0,13,1,2999.0,1.0,2,0.0,5,635,356,0.6408,1440.98,572.93,0.7155,114.0,76.0,0.6,5.57,4.68,12.64,7.54,2.27,1.61,44.0,0.0693,254.0,0.4,20,0.0315,32,0.0504,0.0819,40.12,0.0278,47.35,0.0329,0.0607,8,0.55,9,31.0,1433,3225.78,81,0.2063,1,0
6220,17,6333.0,169,2072,2.0,11,4,6088.0,0.1,2,0.0,2,76,151,0.3348,74.1,175.33,0.2971,36.0,66.0,0.3529,2.11,2.29,2.06,2.66,0.98,1.16,12.0,0.1579,44.0,0.5789,0,0.0,1,0.0132,0.0132,0.0,0.0,0.8,0.0108,0.0108,1,0.0,1,31.0,1830,7109.83,19,0.1974,0,0
7624,1,8116.0,39,259,1.0,43,2,1299.0,29.14,2,0.0,1,12,5,0.7059,11.57,10.78,0.5175,5.0,4.0,0.5556,2.4,1.25,2.31,2.7,0.96,2.16,2.0,0.1667,8.0,0.6667,4,0.3333,6,0.5,0.8333,2.03,0.1758,3.55,0.3069,0.4827,1,1.5,2,15.0,250,1316.08,9,0.3333,0,0
191,4,5706.0,99,1590,2.0,0,0,,99.0,2,0.0,4,1,0,1.0,0.07,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.07,0.0,0.07,0.0,1.0,1.0,0.0,0.0,1,1.0,1,1.0,2.0,0.07,1.0,0.07,1.0,2.0,1,1.0,0,1.0,1,1.43,1,1.0,0,1
8053,12,5652.0,99,1897,2.0,7,1,1999.0,152.14,2,0.0,2,245,130,0.6533,468.93,176.67,0.7264,51.0,41.0,0.5543,4.8,3.17,9.19,4.31,1.91,1.36,13.0,0.0531,99.0,0.4041,0,0.0,13,0.0531,0.0531,0.0,0.0,33.18,0.0708,0.0708,3,0.0,7,15.0,605,922.71,64,0.249,0,0
19709,59,1249.0,20,2321,1.0,41,1,999.0,35.16,2,0.0,2,92,101,0.4767,174.9,299.97,0.3683,19.0,31.0,0.38,4.84,3.26,9.21,9.68,1.9,2.97,5.0,0.0543,39.0,0.4239,0,0.0,25,0.2717,0.2717,0.0,0.0,72.35,0.4137,0.4137,3,0.0,0,,0,0.0,15,0.4783,0,0
1210,68,4766.0,20,2321,1.0,184,22,299.0,23.0,2,0.0,1,85,303,0.2191,54.62,214.85,0.2027,38.0,85.0,0.3089,2.24,3.56,1.44,2.53,0.64,0.71,24.0,0.2824,47.0,0.5529,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,,0,0.0,1,1.0,0,0
6594,59,8203.0,39,741,1.0,59,2,1799.0,39.3,2,0.0,1,46,33,0.5823,79.65,91.03,0.4667,13.0,15.0,0.4643,3.54,2.2,6.13,6.07,1.73,2.76,3.0,0.0652,18.0,0.3913,0,0.0,11,0.2391,0.2391,0.0,0.0,36.37,0.4566,0.4566,2,0.0,3,23.0,425,157.48,11,0.3913,0,0
19476,2,,99,1897,2.0,2,4,5288.0,102.1,2,0.0,2,180,125,0.5902,190.57,144.13,0.5694,18.0,15.0,0.5455,10.0,8.33,10.59,9.61,1.06,1.15,39.0,0.2167,93.0,0.5167,0,0.0,3,0.0167,0.0167,0.0,0.0,3.35,0.0176,0.0176,2,0.0,31,31.0,1709,37397.06,31,0.3833,0,0
10840,37,3.0,129,1137,2.0,151,2,4699.0,1.0,2,0.0,2,13,19,0.4063,26.87,85.97,0.2381,7.0,10.0,0.4118,1.86,1.9,3.84,8.6,2.07,4.52,0.0,0.0,5.0,0.3846,9,0.6923,6,0.4615,1.1538,20.85,0.7761,19.12,0.7115,1.4876,3,0.3333,0,24.0,420,139.32,7,0.0769,0,0
346,4,7022.0,99,1590,2.0,52,5,690.0,99.0,2,0.0,4,54,45,0.5455,211.68,132.58,0.6149,2.0,4.0,0.3333,27.0,11.25,105.84,33.15,3.92,2.95,1.0,0.0185,17.0,0.3148,33,0.6111,0,0.0,0.6111,165.63,0.7825,0.0,0.0,0.7825,0,,2,28.0,1193,601.15,33,0.1667,0,1
7770,68,4882.0,99,818,1.0,54,1,1999.0,113.35,2,0.0,1,180,149,0.5471,301.78,183.95,0.6213,33.0,28.0,0.541,5.45,5.32,9.14,6.57,1.68,1.23,12.0,0.0667,89.0,0.4944,6,0.0333,10,0.0556,0.0889,9.2,0.0305,7.95,0.0263,0.0568,3,0.6667,1,31.0,1322,955.74,35,0.2556,0,0
679,2,9884.0,199,1659,3.0,7,1,1999.0,205.3,2,0.0,3,320,36,0.8989,761.18,144.75,0.8402,181.0,24.0,0.8829,1.77,1.5,4.21,6.03,2.38,4.02,35.0,0.1094,120.0,0.375,0,0.0,289,0.9031,0.9031,0.0,0.0,646.05,0.8487,0.8487,57,0.0,63,27.0,698,6557.86,17,0.7375,0,1
14270,54,8459.0,129,1137,3.0,82,1,2199.0,1.0,2,0.0,3,4,10,0.2857,1.75,9.68,0.1531,2.0,7.0,0.2222,2.0,1.43,0.88,1.38,0.44,0.97,2.0,0.5,2.0,0.5,4,1.0,1,0.25,1.25,1.75,1.0,0.93,0.5333,1.5333,1,0.25,0,1.0,2,9.56,1,,2,0
14923,5,181.0,129,1137,1.0,4,1,1299.0,129.1,2,0.0,1,10,15,0.4,41.23,54.28,0.4317,2.0,2.0,0.5,5.0,7.5,20.62,27.14,4.12,3.62,1.0,0.1,3.0,0.3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,28.0,569,367.94,6,0.3,0,0
